smiles,pic50,scaffold,n_measurements,logS
CC(=O)NCCNC(=O)C1CCCN1Cc1ccc(OCc2cccc(-c3ccccc3)c2C)c([N+](=O)[O-])c1,7.25,c1ccc(-c2cccc(COc3ccc(CN4CCCC4)cc3)c2)cc1,1,-5.983314037322998
CC(=O)NCCNCc1cc(Br)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C#N)cc1OCc1cccc(C#N)c1,8.15,c1ccc(COc2cccc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3)c2)cc1,1,-7.387272357940674
CC(=O)NCCNCc1cc(C#N)c2oc(-c3cccc(-c4cccc(-c5nc6c(s5)CN(C(C)C)CC6)c4C)c3C)nc2c1,5.52,c1cc(-c2cccc(-c3nc4c(s3)CNCC4)c2)cc(-c2nc3ccccc3o2)c1,1,-6.189081192016602
CC(=O)NCCNCc1cc(C(=O)Nc2cccc(-c3ccc4c(c3)OCCO4)c2C#N)c2nncn2c1,6.43,O=C(Nc1cccc(-c2ccc3c(c2)OCCO3)c1)c1cccn2cnnc12,1,-4.359755039215088
CC(=O)NCCNCc1cc(C(=O)Nc2cccc(-c3ccc4c(c3)OCCO4)c2C)c2nncn2c1,6.25,O=C(Nc1cccc(-c2ccc3c(c2)OCCO3)c1)c1cccn2cnnc12,1,-4.331240177154541
CC(=O)NCCNCc1cc(C(=O)Nc2cccc(-c3ccccc3)c2C)c2nncn2c1,5.83,O=C(Nc1cccc(-c2ccccc2)c1)c1cccn2cnnc12,1,-4.175875186920166
CC(=O)NCCNCc1cc(C)c(OCc2cccc(-c3cccc(COc4cc(OCc5cncc(C#N)c5)c(CNCCNC(C)=O)cc4C)c3C)c2C)cc1OCc1cncc(C#N)c1,8.52,c1cncc(COc2cccc(OCc3cccc(-c4cccc(COc5cccc(OCc6cccnc6)c5)c4)c3)c2)c1,1,-7.179677963256836
CC(=O)NCCNCc1cc(C)c(OCc2cccc(-c3ccccc3)c2C)cc1OCc1cncc(C#N)c1,8.6,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-6.9337849617004395
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1OCc1cccc(C#N)c1,7.96,c1ccc(COc2cccc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3)c2)cc1,1,-7.300068378448486
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1OCc1ccnc(C#N)c1,8.04,c1cc(OCc2ccncc2)cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2)c1,1,-6.817132472991943
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc1OCc1cocn1,7.3,c1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2)cc(OCc2cocn2)c1,1,-6.652401447296143
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c(Oc5cc(OCc6cccc(C#N)c6)c(CNCCNC(C)=O)cc5Cl)ncnc34)c2C)cc1OCc1cccc(C#N)c1,7.21,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c(Oc6cccc(OCc7ccccc7)c6)ncnc45)c3)c2)cc1,1,-7.762094974517822
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4)c2C)cc1OCc1cccc(C#N)c1,5.87,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5)c3)c2)cc1,1,-7.397841453552246
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4C)c2C)cc1OCc1cccc(C#N)c1,6.06,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5)c3)c2)cc1,1,-7.34809684753418
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC(F)C3)c2C)cc1OCc1cccc(C#N)c1,6.7,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCC4)c3)c2)cc1,1,-7.1605119705200195
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC(F)CC3)c2C)cc1OCc1cccc(C#N)c1,6.06,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCCC4)c3)c2)cc1,1,-7.223001956939697
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC(O)C3)c2C)cc1OCc1cccc(C#N)c1,7.2,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCC4)c3)c2)cc1,1,-6.726642608642578
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC(O)CC3)c2C)cc1OCC1CCCCC1,5.95,c1cc(OCc2cccc(-c3cccc4c3CCN4CCCN3CCCCC3)c2)cc(OCC2CCCCC2)c1,1,-6.720693111419678
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC(O)CC3)c2C)cc1OCc1cccc(C#N)c1,7.24,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCCC4)c3)c2)cc1,1,-6.896957874298096
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC(O)CC3)c2C)cc1OCc1ccccc1,6.35,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCCC4)c3)c2)cc1,1,-6.815016269683838
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC(O)CC3)c2C)cc1OCc1cccnc1,7.1,c1cncc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCCC4)c3)c2)c1,1,-6.476588726043701
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC(O)CC3)c2C)cc1OCc1cncc(C#N)c1,7.77,c1cncc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCCC4)c3)c2)c1,1,-6.6395978927612305
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCC3)c2C)cc1OCc1cccc(C#N)c1,7.01,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCC4)c3)c2)cc1,1,-7.276339530944824
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCCC3)c2C)cc1OCc1cccc(C#N)c1,7.11,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCC4)c3)c2)cc1,1,-7.214719295501709
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCCCC3)c2C)cc1OCc1cccc(C#N)c1,6.71,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCCCC4)c3)c2)cc1,1,-7.255993366241455
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCN3CCOCC3)c2C)cc1OCc1cccc(C#N)c1,6.73,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCN4CCOCC4)c3)c2)cc1,1,-6.833752632141113
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCCn3cccc3)c2C)cc1OCc1cccc(C#N)c1,5.61,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCCn4cccc4)c3)c2)cc1,1,-7.2438435554504395
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3cccc4c3CCN4CCN3CCC(O)CC3)c2C)cc1OCc1cccc(C#N)c1,6.49,c1ccc(COc2cccc(OCc3cccc(-c4cccc5c4CCN5CCN4CCCCC4)c3)c2)cc1,1,-6.792568683624268
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCC1CC1,6.0,c1ccc(-c2cccc(COc3cccc(OCC4CC4)c3)c2)cc1,1,-7.459295749664307
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1ccc2nonc2c1,6.89,c1ccc(-c2cccc(COc3cccc(OCc4ccc5nonc5c4)c3)c2)cc1,1,-7.248516082763672
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccc(C#N)c1,7.21,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.76203727722168
CC(=O)NCCNCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccnc1,6.26,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-7.299902439117432
CC(=O)NCCNCc1cc(Cl)c(Oc2ncnc3c(-c4ccc5c(c4)OCCO5)cccc23)cc1OCc1cncc(C#N)c1,7.02,c1cncc(COc2cccc(Oc3ncnc4c(-c5ccc6c(c5)OCCO6)cccc34)c2)c1,1,-6.725401878356934
CC(=O)NCCNCc1cc(Cl)c(Oc2ncnc3c(-c4ccccc4)cccc23)cc1OCc1cncc(C#N)c1,6.73,c1ccc(-c2cccc3c(Oc4cccc(OCc5cccnc5)c4)ncnc23)cc1,1,-7.024742603302002
CC(=O)NCCNCc1cc([N+](=O)[O-])c(OCc2cccc(-c3ccccc3)c2C)cc1OCc1cccc(C#N)c1,8.09,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.35236120223999
CC(=O)NCCNCc1ccc(-c2cccc(-c3ccccc3)c2C)nc1,7.28,c1ccc(-c2cccc(-c3ccccn3)c2)cc1,1,-3.2285070419311523
CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1,6.21,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-3.9584197998046875
CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1C,6.34,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-3.8635411262512207
CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1Cl,6.23,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-4.6318769454956055
CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1O,6.22,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-4.4398016929626465
CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1OCc1cccc(C#N)c1,5.97,O=C(c1cccc(OCc2ccccc2)c1)N1CCc2c(-c3ccccc3)cccc21,1,-6.743842124938965
CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1OCc1ccnc(C#N)c1,6.51,O=C(c1cccc(OCc2ccncc2)c1)N1CCc2c(-c3ccccc3)cccc21,1,-5.778478622436523
CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)cc1OCc1cncc(C#N)c1,6.81,O=C(c1cccc(OCc2cccnc2)c1)N1CCc2c(-c3ccccc3)cccc21,1,-5.772974967956543
CC(=O)NCCNCc1ccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)s1,6.76,O=C(c1cccs1)N1CCc2c(-c3ccccc3)cccc21,1,-3.5887465476989746
CC(=O)NCCNCc1ccc(NC(=O)c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)nc1,6.55,O=C(Nc1ccccn1)c1cccc(-c2ccc3c(c2)OCCO3)c1,1,-4.747211456298828
CC(=O)NCCNCc1ccc(NC(=O)c2cccc(-c3cccc(-c4nnc(Nc5cccc(CNCCO)c5)o4)c3C)c2C)nc1,7.38,O=C(Nc1ccccn1)c1cccc(-c2cccc(-c3nnc(Nc4ccccc4)o3)c2)c1,1,-5.172002792358398
CC(=O)NCCNCc1ccc(NC(=O)c2cccc(-c3ccccc3)c2Cl)nc1,6.3,O=C(Nc1ccccn1)c1cccc(-c2ccccc2)c1,1,-4.485196113586426
CC(=O)NCCNCc1ccc(NC(=O)c2cccc(-c3ccccc3)c2Cl)nc1F,6.24,O=C(Nc1ccccn1)c1cccc(-c2ccccc2)c1,1,-4.731292724609375
CC(=O)NCCNCc1ccc(NCc2cccc(-c3ccccc3)c2C)cc1OCc1cccc(C#N)c1,5.31,c1ccc(COc2cccc(NCc3cccc(-c4ccccc4)c3)c2)cc1,1,-6.558579921722412
CC(=O)NCCNCc1ccc(Nc2nnc(-c3cccc(-c4cccc(-c5nnc(Nc6cccc(CNCCNC(C)=O)c6)o5)c4C)c3C)o2)cc1,6.05,c1ccc(Nc2nnc(-c3cccc(-c4cccc(-c5nnc(Nc6ccccc6)o5)c4)c3)o2)cc1,1,-5.766097068786621
CC(=O)NCCNCc1ccc(Nc2nsc3c(-c4cccc(COc5ccc(CNCCNC(C)=O)cc5Cl)c4C)cccc23)c(Cl)c1,7.84,c1ccc(Nc2nsc3c(-c4cccc(COc5ccccc5)c4)cccc23)cc1,1,-6.782810211181641
CC(=O)NCCNCc1ccc(O)c(C(=O)C=Cc2cccc(-c3ccccc3)c2C)c1,5.28,O=C(C=Cc1cccc(-c2ccccc2)c1)c1ccccc1,1,-4.972968101501465
CC(=O)NCCNCc1ccc(OC(=O)c2cccc(-c3ccccc3)c2C)cc1OCc1cccc(C#N)c1,6.3,O=C(Oc1cccc(OCc2ccccc2)c1)c1cccc(-c2ccccc2)c1,1,-7.182457447052002
CC(=O)NCCNCc1ccc(OCc2ccc(COc3ccc(CNCCNC(C)=O)c(OCc4cncc(C#N)c4)c3)c3ccccc23)cc1OCc1cncc(C#N)c1,6.33,c1cncc(COc2cccc(OCc3ccc(COc4cccc(OCc5cccnc5)c4)c4ccccc34)c2)c1,1,-7.152773857116699
CC(=O)NCCNCc1ccc(OCc2ccc(COc3ccc(CNCCNC(C)=O)c(OCc4cncc(C#N)c4)c3)cc2)cc1OCc1cncc(C#N)c1,5.08,c1cncc(COc2cccc(OCc3ccc(COc4cccc(OCc5cccnc5)c4)cc3)c2)c1,1,-6.637641906738281
CC(=O)NCCNCc1ccc(OCc2ccc3cc(COc4ccc(CNCCNC(C)=O)c(OCc5cncc(C#N)c5)c4)ccc3c2)cc1OCc1cncc(C#N)c1,5.93,c1cncc(COc2cccc(OCc3ccc4cc(COc5cccc(OCc6cccnc6)c5)ccc4c3)c2)c1,1,-7.04917573928833
CC(=O)NCCNCc1ccc(OCc2cccc(-c3cc(F)ccc3F)c2CF)cc1OCc1cncc(C#N)c1,7.0,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-6.933953285217285
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2Br)cc1OCc1cccc(C#N)c1,6.57,c1ccc(COc2cccc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3)c2)cc1,1,-7.417456150054932
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C(F)F)cc1OCc1cncc(C#N)c1,7.76,c1cncc(COc2cccc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3)c2)c1,1,-6.936156272888184
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2CF)cc1OCc1cncc(C#N)c1,7.6,c1cncc(COc2cccc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3)c2)c1,1,-6.408456802368164
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccc(C#N)c1,6.36,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.603320598602295
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3)c2C)c([N+](=O)[O-])c1,7.88,c1ccc(OCc2cccc(-c3ccccc3)c2)cc1,1,-5.6153435707092285
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3)c2C)nc1,6.96,c1ccc(-c2cccc(COc3ccccn3)c2)cc1,1,-3.835844039916992
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3F)c2C(F)F)cc1OCc1cncc(C#N)c1,7.0,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-7.4541239738464355
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3F)c2C)cc1OCc1cncc(C#N)c1,4.61,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-7.35133171081543
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3F)c2CF)cc1OCc1cccc(C#N)c1,7.0,c1ccc(COc2cccc(OCc3cccc(-c4ccccc4)c3)c2)cc1,1,-7.491617202758789
CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3F)c2CF)cc1OCc1cncc(C#N)c1,7.5,c1ccc(-c2cccc(COc3cccc(OCc4cccnc4)c3)c2)cc1,1,-6.9870452880859375
CC(=O)NCCNCc1ccc2c(N3CCc4c(-c5ccccc5)cccc43)ncnc2c1,6.9,c1ccc(-c2cccc3c2CCN3c2ncnc3ccccc23)cc1,1,-3.998706102371216
CC(=O)NCCNCc1ccc2c(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)noc2c1,6.08,c1cc(Nc2noc3ccccc23)cc(-c2ccc3c(c2)OCCO3)c1,1,-6.324979782104492
CC(=O)NCCNCc1ccc2c(Nc3cccc(-c4ccccc4)c3Cl)noc2c1,5.69,c1ccc(-c2cccc(Nc3noc4ccccc34)c2)cc1,1,-6.140619277954102
CC(=O)NCCNCc1ccc2c(c1)C(=O)N(Cc1cccc(-c3ccccc3)c1C)C2=O,5.27,O=C1c2ccccc2C(=O)N1Cc1cccc(-c2ccccc2)c1,1,-5.041517734527588
CC(=O)NCCNCc1ccc2c(c1)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,6.23,O=C1c2ccccc2C(=O)N1c1cccc(-c2ccccc2)c1,1,-4.95402717590332
CC(=O)NCCNCc1ccc2oc(-c3cccc(-c4ccccc4)c3C)cc(=O)c2c1,5.85,O=c1cc(-c2cccc(-c3ccccc3)c2)oc2ccccc12,1,-5.29536771774292
CC(=O)NCCNCc1ccc2onc(Nc3cccc(-c4ccc5c(c4)OCCO5)c3Cl)c2c1,6.36,c1cc(Nc2noc3ccccc23)cc(-c2ccc3c(c2)OCCO3)c1,1,-6.302947521209717
CC(=O)NCCNCc1ccc2onc(Nc3cccc(-c4ccccc4)c3Cl)c2c1,6.71,c1ccc(-c2cccc(Nc3noc4ccccc34)c2)cc1,1,-6.108697891235352
CC(=O)NCCNCc1cccc(C(=O)N2CCc3c(-c4ccccc4)cccc32)c1,6.13,O=C(c1ccccc1)N1CCc2c(-c3ccccc3)cccc21,1,-3.9125454425811768
CC(=O)NCCNCc1cccc(Nc2nnc(-c3cccc(-c4cccc(-c5nnc(Nc6cccc(CNCCNC(C)=O)c6)o5)c4C)c3C)o2)c1,7.23,c1ccc(Nc2nnc(-c3cccc(-c4cccc(-c5nnc(Nc6ccccc6)o5)c4)c3)o2)cc1,1,-5.726855278015137
CC(=O)NCCNCc1cccc(Nc2nnc(-c3cccc(-c4cccc(-c5nnc(Nc6cccc(CNCCO)c6)o5)c4C)c3C)o2)c1,7.42,c1ccc(Nc2nnc(-c3cccc(-c4cccc(-c5nnc(Nc6ccccc6)o5)c4)c3)o2)cc1,1,-5.976408958435059
CC(=O)NCCNCc1cccc(Nc2nnc(-c3cccc(-c4ccccc4)c3C)o2)c1,4.47,c1ccc(Nc2nnc(-c3cccc(-c4ccccc4)c3)o2)cc1,1,-4.915829181671143
CC(=O)NCCNCc1ccnc(NC(=O)c2cccc(-c3ccccc3)c2Cl)c1,6.05,O=C(Nc1ccccn1)c1cccc(-c2ccccc2)c1,1,-4.479677200317383
CC(=O)NCCNCc1cnc(C(=O)N2CCc3c(-c4ccc5c(c4)OCCO5)cccc32)s1,7.73,O=C(c1nccs1)N1CCc2c(-c3ccc4c(c3)OCCO4)cccc21,1,-3.956064224243164
CC(=O)NCCNCc1cnc(C(=O)N2CCc3c(-c4ccccc4)cccc32)s1,7.27,O=C(c1nccs1)N1CCc2c(-c3ccccc3)cccc21,1,-3.659761428833008
