rank,SMILES,pIC50,Solubility,Docking_Score,Tyrosine_PiStacking,composite
17,CN(C)CC(=O)NC1CC(N)CN(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(-c5cncc(Sc6ccc(Cl)cc6CN6CCOCC6)n5)no4)cc3c2)C1,8.216,-4.2433,-12.7700005,2.0,0.6374153390117264
18,CN1CCN2CCC(c3noc(-c4cc5cc(-c6ccnn6C(N)=NCCN6CCC(=CCc7ccccc7)CC6)ccc5[nH]4)n3)CC2C1,7.1207,-4.691,-12.1499996,3.0,0.6373792888715064
19,CN(O)C(=O)N1CCC(c2noc(-c3cc4cc(-c5ccnn5C(=O)N5CCC(C(N)C(N)=O)CC5)ccc4[nH]3)n2)C1,7.7321,-3.6562,-12.6099997,2.0,0.6367754841600722
20,O=C(O)C1OC(OC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(-c5ccncc5)no4)cc3c2)C(O)C(O)C1O,7.1249,-3.0644,-13.3999996,2.0,0.6339189140924544
21,CC(O)C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(Cc4ccc(C(CN)=NNS(=O)(=O)CCN=C(N)N)cc4)no3)cc2c1,7.2116,-3.1446,-12.9799995,2.0,0.6327440348882857
22,Nc1nc(CN2CCC(c3noc(-c4cc5cc(-c6ccnn6C(=O)N6CCCNCC6)ccc5[nH]4)n3)CC2)cc(=O)[nH]1,7.7501,-3.9687,-14.5600004,2.0,0.6324225909086003
23,CNCC1CCN(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(C5CC(=O)N(CCOc6ccc(CN)cc6)C5)no4)cc3c2)CO1,7.7841,-3.8807,-12.8699999,2.0,0.6294625104314187
24,CC(CO)(c1ccc(-c2noc(-c3cc4cc(-c5ccnn5C(=O)CC5CCN(CC(=O)O)CC5)ccc4[nH]3)n2)cn1)N1CCCCC1,8.1845,-4.3186,-12.46,2.0,0.6293990719650592
25,CC(=O)N1CCC(S(=O)(=O)n2nccc2-c2ccc3[nH]c(-c4nc(C5CCN(C(=O)CCc6ccc(CN)cc6)CC5)no4)cc3c2)CC1,7.5731,-3.6786,-13.3199997,2.0,0.6293143187643772
26,NCCCCC(Nc1ccc(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)NC(CC(N)=O)C(N)=O)ccc4[nH]3)n2)cc1)C(N)=O,7.1352,-3.0229,-11.8199997,2.0,0.6275133152957757
27,Cc1c(-c2noc(-c3cc4cc(-c5ccnn5C(=O)N5CC(N)CC5C(=O)NCCN)ccc4[nH]3)n2)cn(C)c1C(N)=Nc1cccc(C(=N)N)c1,7.4714,-3.707,-14.2600002,2.0,0.626648117158265
28,NCC1CCC(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(-c5ccc(CC(=O)O)c(CN6CCC(NC(=O)COC7CCC(CN)CC(O)C7)C6)c5)no4)cc3c2)CC1,8.1182,-4.2839,-12.3599997,2.0,0.6263504706430142
29,NCCC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(CC(CO)c5ccc(O)cc5)CC4)no3)cc2c1,7.5024,-3.4902,-11.6999998,2.0,0.625379995808768
30,CN1CCC(OC(=O)N2CCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6cnccn6)no5)cc4c3)C(N)C2)CC1,7.9423,-4.1212,-12.5299997,2.0,0.624697260464426
31,CC(F)(F)c1cc(C(O)Cc2noc(-c3cc4cc(-c5ccnn5C(=O)CN)ccc4[nH]3)n2)ccc1CN1CCCC(O)CC1,7.7068,-3.9708,-13.6099997,2.0,0.6238438541695045
32,NCc1cn(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)NCCN5CCOCC5)ccc4[nH]3)n2)c(=O)[nH]c1=S,7.363,-3.4061,-11.9300003,2.0,0.6221838676328175
33,CC1(c2ccc(-c3noc(-c4cc5cc(-c6ccnn6C(=O)N6CCCC(N)C6)ccc5[nH]4)n3)cc2)CCCOO1,7.6223,-5.6088,-12.1199999,3.0,0.6199894895110497
34,CNCC(CCC(N)=O)N1CCC(NC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cn5nc(C6CC6)cc5C)no4)cc3c2)C1,7.9991,-4.1408,-11.2600002,2.0,0.6198406382452599
35,O=C(O)CCC(C(=O)O)n1nc(-n2nccc2-c2ccc3[nH]c(-c4nc(Cc5c(Cl)cccc5Cl)no4)cc3c2)cc1C(=O)O,7.6374,-5.5072,-10.9200001,3.0,0.6194310332292206
36,CN1CCC(CN)(C(=O)N2CCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6ccncc6)no5)cc4c3)CC2)CC1,7.9731,-4.272,-12.6899996,2.0,0.6194272778817477
37,NC1CCN(C(=O)CCC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cc5cccc(CN6CCOCC6)c5)no4)cc3c2)CC1,7.7091,-4.0709,-13.75,2.0,0.6193544066382028
38,CN(C)CC(=O)N1CCC(c2noc(-c3cc4cc(-c5ccnn5Cc5ccc(OCC(=O)N6CCCC6C(=O)O)cc5)ccc4[nH]3)n2)CC1,7.8874,-4.0895,-11.9399996,2.0,0.6193337747566648
39,C=NC1(NC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(C5CCN(C(=O)Oc6ccc(NC(=O)C7CN(C)CN(C(=N)N)C7)cc6)C5)no4)cc3c2)CCNCC1,7.9495,-4.4974,-14.1499996,2.0,0.6142024890849394
40,CN(C)Cc1cnc(N2CCN(C(=O)Cc3noc(-c4cc5cc(-c6ccnn6C(=O)N6CC6N)ccc5[nH]4)n3)CC2)cn1,7.6109,-3.8108,-11.4399996,2.0,0.6134490786372021
41,CC(CN1CC(O)C1)Oc1ccc(-c2noc(-c3cc4cc(-c5ccnn5CC5CNCCO5)ccc4[nH]3)n2)cc1Cl,7.6311,-3.9817,-12.5900002,2.0,0.6122430445120431
42,N=C(N)c1cc(N2CCC(c3noc(-c4cc5cc(-c6ccnn6C(=O)NCCN6CCOCC6)ccc5[nH]4)n3)CC2)ccn1,7.5287,-3.9498,-13.4200001,2.0,0.6121744177660484
43,N=C(N)COC(=O)N1CCN(C(=O)CC2CN(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6ccccc6)no5)cc4c3)CCN2)CC1,7.42,-3.703,-12.3000002,2.0,0.611894544407779
44,NCC(NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CN5CCC(O)C5)cc4)no3)cc2c1)C(=O)CCCCC1CCCNC1,7.9765,-4.4028,-12.3400002,2.0,0.6104333805944745
45,CC(C(=O)O)N1CC(N)CC1C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(CCOc4ccc(C5(CN)CCN(C(=O)OC(C)(C)C)CC5)cc4Cl)no3)cc2c1,8.5177,-5.0569,-12.3000002,2.0,0.609991147199584
46,CN1CCC(CNC(=O)c2ccc(CC(=O)NCc3ccc(-n4nccc4-c4ccc5[nH]c(-c6nc(-c7ccc(Cl)cc7Cl)no6)cc5c4)cc3)cc2)CC1,7.0816,-5.3209,-13.7600002,3.0,0.6099250858706012
47,CN1CCN(CC2CCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6ccc(C(N)=NO)cc6)no5)cc4c3)CC2)CC1,7.7955,-4.3338,-13.4700003,2.0,0.6090066302112227
48,CN(C)Cc1ccc(CN2CCC(c3noc(-c4cc5cc(-c6ccnn6C(=O)N6CCN(C)CC6)ccc5[nH]4)n3)C2)cc1,7.6162,-4.1979,-14.0,2.0,0.6077961940337827
49,CN=C(N)N1CCC(CO)(N2CCCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6ccc(F)cc6)no5)cc4c3)C2)CC1,7.8564,-4.3217,-12.3100004,2.0,0.6068019568097339
50,CC(=O)NC1(C)CCN(CC(O)Oc2ccc(C3CCCN(C(=O)CCc4noc(-c5cc6cc(-c7ccnn7C(=O)C7CCCC(=O)N7C)ccc6[nH]5)n4)CC3O)cc2)CC1,8.1723,-4.8618,-13.7600002,2.0,0.6066133217747466
51,NCC1(CCC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(N5CCC(CO)CC5)no4)cc3c2)CCN(C(=O)C2CC(F)CN2)CC1,7.9767,-4.2623,-10.3100004,2.0,0.6061107350459988
52,CN1CCCCC1C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(C(=O)N5CCC(N)CC5)cc4)no3)cc2c1,7.7248,-4.4612,-14.6700001,2.0,0.6045053227691262
53,CCC(C)C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CC(=O)NCCN5CCOC(C(=O)O)C5)cc4)no3)cc2c1,7.6203,-4.1709,-13.04,2.0,0.603860004970427
54,CC1CN(c2noc(-c3cc4cc(-c5ccnn5C(=O)NC5CCOC5)ccc4[nH]3)n2)CCN1C(=O)Cc1ccc(N)nc1,7.7114,-4.3011,-13.2200003,2.0,0.6037925965181669
55,COCCNC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(C(N)=Nc5cc(Br)cc(CN6CCS(=O)(=O)CC6)c5)CC4)no3)cc2c1,7.5186,-3.8974,-11.46,2.0,0.6027765204053755
56,NC1CCCCN1C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(N4CCN(C(=O)Cc5ccc(O)nc5)CC4)no3)cc2c1,7.7292,-4.5437,-15.0900002,2.0,0.6027721024464665
57,Cc1cc(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)NC(C)C)ccc4[nH]3)n2)nn1C,6.6764,-4.8064,-12.25,3.0,0.6024974045147644
58,NCC(=O)NCc1cc(-c2noc(-c3cc4cc(-c5ccnn5C(=O)NCCN5CCNCC5=O)ccc4[nH]3)n2)ccc1Cl,7.309,-3.8949,-13.5299997,2.0,0.6014011200874486
59,NC(=O)C1CCN(c2ccccc2-c2noc(-c3cc4cc(-c5ccnn5C(=O)CCC5CCCN5C(=O)C5CCCN5)ccc4[nH]3)n2)C1,8.0275,-4.5851,-11.9300003,2.0,0.6013958068574401
60,CNCCNC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4cc(N)c(CN5CCN(C)CC5)cc4OC)no3)cc2c1,7.6387,-4.1435,-11.9799995,2.0,0.600292763527915
61,NNC(=O)CNC1CCN(CC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cc5ccccc5)no4)cc3c2)CC1,7.4404,-3.9675,-12.5200005,2.0,0.6000849505611588
62,Cc1nccc(OCC(=O)N2CCC(c3noc(-c4cc5cc(-c6ccnn6S(=O)(=O)C6CCN(C)CC6)ccc5[nH]4)n3)CC2)c1Cl,7.572,-4.1874,-13.0799999,2.0,0.6000242761695664
63,NCc1ccc(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)C5CCCCN5C(=O)C(O)C(N)=O)ccc4[nH]3)n2)cc1,7.1166,-3.5424,-12.1300001,2.0,0.5997442324485904
64,CN1CCN(CCNC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(CC(O)c5cc(Cl)cc(Cl)c5)no4)cc3c2)CC1,7.6833,-4.3137,-12.8199997,2.0,0.5988925419251747
65,COCC1CN(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(N5CCN(C)CC5C)no4)cc3c2)CC(C)O1,7.6812,-4.0276,-10.1099997,2.0,0.5983499188757166
66,NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(C(=O)Cc5ccc(S(N)(=O)=O)cc5)C4)no3)cc2c1,7.113,-3.8464,-14.5200005,2.0,0.5970412083803627
67,CN1CCN(c2ccc(N)c(-c3noc(-c4cc5cc(-c6ccnn6C(=O)C6NCC(F)(F)CN6)ccc5[nH]4)n3)n2)CC1,7.5603,-4.2173,-12.8199997,2.0,0.5960841411881767
68,N=C(N)c1ccc(-c2noc(-c3cc4cc(-c5ccnn5C(=O)C5CNCCN5)ccc4[nH]3)n2)cc1,6.9846,-3.588,-13.3500004,2.0,0.5958058988118724
69,O=C(C1CCCNC1)n1nccc1-c1ccc2[nH]c(-c3nc(CCNCc4c[nH]ccc4=O)no3)cc2c1,7.2224,-3.8147,-12.6999998,2.0,0.5951861145388972
70,NCCCCC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(c5cccc(C(N)=O)c5)C4)no3)cc2c1,7.4333,-4.1248,-13.1999998,2.0,0.5950485847020843
71,O=C(C1CCNCC1)n1nccc1-c1ccc2[nH]c(-c3nc(-c4cn(CCO)c(CCN5CCN(c6ccc(F)cc6)CC5)n4)no3)cc2c1,7.7654,-4.3541,-11.6199999,2.0,0.5949747116834813
72,CN(C)C(=O)CN1CCN(Cc2ccc(Cc3noc(-c4cc5cc(-c6ccnn6C(=O)CN)ccc5[nH]4)n3)cc2Cl)CC1,7.9621,-4.6481,-12.1099997,2.0,0.5947253663444825
73,Cc1cc(CN2CCC(c3noc(-c4cc5cc(-c6ccnn6C(=O)CC6CNC(N)=N6)ccc5[nH]4)n3)CC2)ccc1Cl,7.5945,-4.3904,-13.7799997,2.0,0.5945527662813791
74,O=C(CN1CCCNCC1)N1CCN(CCC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cc5ccccc5)no4)cc3c2)CC1,7.6533,-4.3837,-12.8400002,2.0,0.5932169799232923
75,O=C(N1CCC(N2CCC(O)C2)CC1)n1nccc1-c1ccc2[nH]c(-c3nc(Cc4cc(CO)cc(OCC5CCCNC5)c4)no3)cc2c1,7.6396,-4.1735,-11.04,2.0,0.5931507064503627
76,CN(C)C1CCN(C(=O)c2ccc(-c3noc(-c4cc5cc(-c6ccnn6C(=O)C6CNC(=O)N6C)ccc5[nH]4)n3)cc2Cl)CC1,8.0917,-5.0239,-13.7299995,2.0,0.5922881622011794
77,NCCC(=O)N1CCCC(C(=O)NCCn2nccc2-c2ccc3[nH]c(-c4nc(Cc5ccc(Cl)cc5)no4)cc3c2)C1,7.8618,-4.597,-12.3199997,2.0,0.5921749388488571
78,O=C(O)c1cnc(-c2noc(-c3cc4cc(-c5ccnn5C(=O)C5CN(C(=O)CC6CCOCC6)CCC5C(=O)O)ccc4[nH]3)n2)[nH]1,7.9262,-4.7845,-13.2799997,2.0,0.591839504395004
79,NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCCCN(Cc5cc(F)ccc5C(N)=NO)C4)no3)cc2c1,7.4855,-4.2108,-12.8100004,2.0,0.5914693795504317
80,O=C(O)C1CCC(c2noc(-c3cc4cc(-c5ccnn5C(=O)OC5OC(O)(C(=O)O)C(O)C(O)C5O)ccc4[nH]3)n2)CC1,7.7703,-2.7982,-13.3699999,1.0,0.5906562586907907
81,Cc1noc(-c2cc3cc(-c4ccnn4C(=O)C4CN(Cc5ccc(Cc6c[nH]c(=O)[nH]c6=O)cc5)CCN4)ccc3[nH]2)n1,7.6098,-4.4913,-13.8699999,2.0,0.590577219459839
82,CCOC(=O)N1CCN(C(=O)C2CCN(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(-c6cc(O)ccn6)no5)cc4c3)CCN(C(C)C)C2)CC1,7.7289,-4.2848,-10.6400003,2.0,0.590565752978377
83,CN(C)CCNC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(Cc4ccc(CN5CCN(C)CC5)cc4Cl)no3)cc2c1,7.4859,-4.1806,-12.3599997,2.0,0.5904828565904005
84,CN1CCCN(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(C5CCCN(c6ccccn6)C5)no4)cc3c2)CC1,7.4886,-4.3327,-13.6599998,2.0,0.5900426130403533
85,CC(=O)N1CCC(C(=O)NCCC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cc5ccc(C6CCNCC6)cc5)no4)cc3c2)CC1,7.5957,-4.4379,-13.4200001,2.0,0.5899062641479934
86,CN1CC(Cc2cccc(CN)c2)OC(c2noc(-c3cc4cc(-c5ccnn5C(=O)CN5CCC(N)CC5)ccc4[nH]3)n2)C1,6.7267,-3.4442,-13.79,2.0,0.589334336087765
87,CN1CCC(N)(C(=O)N2CCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6cccc(Cl)c6)no5)cc4c3)C2)CC1,7.7356,-4.6396,-13.6099997,2.0,0.5891954835271749
88,NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CC(=O)NC5(CN=C(N)N)CNC(=O)C5)cc4)no3)cc2c1,6.9855,-3.7818,-13.9499998,2.0,0.5888272348710257
89,CN1CCN(Cc2ccc(Cc3noc(-c4cc5cc(-c6ccnn6C(=O)NCCN6CCCNC6)ccc5[nH]4)n3)cc2)CC1,7.2788,-4.0347,-12.9200001,2.0,0.5881711729312228
90,NC1(C(=O)N2CCC(NC(=O)n3nccc3-c3ccc4[nH]c(-c5nc(C6CCN(C(=O)CCc7ccc(Cl)c(Cl)c7)CC6)no5)cc4c3)CC2)CNC1,7.7555,-4.7409,-14.1199999,2.0,0.5879852861182979
91,CN(C1(C(N)=O)CNC(CCC(=O)O)C1)S(=O)(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4cc(-c5ccc(Cl)cc5)nn4C)no3)cc2c1,7.5048,-4.3437,-13.1999998,2.0,0.5877832974221502
92,CN(CC(O)c1ccc(Cl)c(Cl)c1)c1noc(-c2cc3cc(-c4ccnn4C(=O)N4CC(O)C(n5cnc(CO)c5)C4)ccc3[nH]2)n1,7.6429,-4.5449,-13.4499998,2.0,0.5873366934245366
93,CC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CN5CCCC(C(=O)NC6CCC(O)C(C(=O)O)C6)C5)cc4)no3)cc2c1,7.701,-4.6923,-14.1499996,2.0,0.5872400111399431
94,NC(=NO)c1cc(CNc2noc(-c3cc4cc(-c5ccnn5C(=O)C5CCC(CCl)CC5)ccc4[nH]3)n2)cc(N2CC(N)CC2CO)c1,7.7721,-4.6489,-12.9399996,2.0,0.5871191618909186
95,CC(=N)N1CCC(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)OC5OC(CO)C(O)C(O)C5O)ccc4[nH]3)n2)CC1,7.5137,-2.4788,-12.5900002,1.0,0.5866448178429875
96,CN(C)C(Cc1noc(-c2cc3cc(-c4ccnn4C(=O)N4CCOCC4)ccc3[nH]2)n1)c1cccc(C(=O)O)c1,7.381,-4.0911,-11.96,2.0,0.586118907833882
97,NCCC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CN5CCC(O)C5)c(Cl)c4)no3)cc2c1,7.4617,-4.3389,-13.21,2.0,0.5852751434156874
98,C=C(Cl)Cn1cc(C(N)=NC(Cl)Cl)cc1-c1noc(-c2cc3cc(-c4ccnn4C(=O)C4CCC(N)CN4)ccc3[nH]2)n1,7.652,-4.5186,-12.7399998,2.0,0.5851698069359075
99,NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(Cc5ccc(CN6CCNCC6)cc5)CC4)no3)cc2c1,7.0952,-3.9844,-13.9700003,2.0,0.5850787038497106
100,O=C(Nc1cccc(C2CCC(C(=O)O)N2)c1)C1CCN(c2noc(-c3cc4cc(-c5ccnn5C(=O)N5CCOCC5)ccc4[nH]3)n2)CC1,7.6869,-4.8189,-15.0900002,2.0,0.5849598152897548
