cluster_id,size,centroid_SMILES,mean_Tyrosine_PiStacking,mean_Solubility,mean_pIC50,mean_Docking_Score,mean_composite
9,1,NCCC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CN5CCC(O)C5)c(Cl)c4)no3)cc2c1,2.0,-4.3389,7.4617,-13.21,0.5852751434156874
10,1,CN(C)C(Cc1noc(-c2cc3cc(-c4ccnn4C(=O)N4CCOCC4)ccc3[nH]2)n1)c1cccc(C(=O)O)c1,2.0,-4.0911,7.381,-11.96,0.586118907833882
12,1,NC(=NO)c1cc(CNc2noc(-c3cc4cc(-c5ccnn5C(=O)C5CCC(CCl)CC5)ccc4[nH]3)n2)cc(N2CC(N)CC2CO)c1,2.0,-4.6489,7.7721,-12.9399996,0.5871191618909186
0,5,NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(Cc5ccc(CN6CCNCC6)cc5)CC4)no3)cc2c1,2.0,-4.07756,7.4338,-14.166000180000001,0.6033782926907671
1,4,CN(C)CCNC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(Cc4ccc(CN5CCN(C)CC5)cc4Cl)no3)cc2c1,2.0,-4.294275,7.602525,-12.5524998,0.5930679844478202
2,3,CN1CCC(CN)(C(=O)N2CCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6ccncc6)no5)cc4c3)CC2)CC1,2.0,-4.415133333333333,7.834733333333332,-13.256666533333336,0.6058764638733818
3,1,CN1CCCN(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(C5CCCN(c6ccccn6)C5)no4)cc3c2)CC1,2.0,-4.3327,7.4886,-13.6599998,0.5900426130403533
4,2,O=C(CN1CCCNCC1)N1CCN(CCC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cc5ccccc5)no4)cc3c2)CC1,2.0,-4.1756,7.54685,-12.68000035,0.5966509652422256
5,2,Cc1nccc(OCC(=O)N2CCC(c3noc(-c4cc5cc(-c6ccnn6S(=O)(=O)C6CCN(C)CC6)ccc5[nH]4)n3)CC2)c1Cl,2.0,-3.933,7.57255,-13.1999998,0.6146692974669719
6,1,CN(O)C(=O)N1CCC(c2noc(-c3cc4cc(-c5ccnn5C(=O)N5CCC(C(N)C(N)=O)CC5)ccc4[nH]3)n2)C1,2.0,-3.6562,7.7321,-12.6099997,0.6367754841600722
7,1,O=C(Nc1cccc(C2CCC(C(=O)O)N2)c1)C1CCN(c2noc(-c3cc4cc(-c5ccnn5C(=O)N5CCOCC5)ccc4[nH]3)n2)CC1,2.0,-4.8189,7.6869,-15.0900002,0.5849598152897548
8,1,C=C(Cl)Cn1cc(C(N)=NC(Cl)Cl)cc1-c1noc(-c2cc3cc(-c4ccnn4C(=O)C4CCC(N)CN4)ccc3[nH]2)n1,2.0,-4.5186,7.652,-12.7399998,0.5851698069359075
56,1,NC1CCN(C(=O)CCC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cc5cccc(CN6CCOCC6)c5)no4)cc3c2)CC1,2.0,-4.0709,7.7091,-13.75,0.6193544066382028
55,1,CN(C)CC(=O)N1CCC(c2noc(-c3cc4cc(-c5ccnn5Cc5ccc(OCC(=O)N6CCCC6C(=O)O)cc5)ccc4[nH]3)n2)CC1,2.0,-4.0895,7.8874,-11.9399996,0.6193337747566648
23,1,NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCCCN(Cc5cc(F)ccc5C(N)=NO)C4)no3)cc2c1,2.0,-4.2108,7.4855,-12.8100004,0.5914693795504317
24,1,O=C(O)c1cnc(-c2noc(-c3cc4cc(-c5ccnn5C(=O)C5CN(C(=O)CC6CCOCC6)CCC5C(=O)O)ccc4[nH]3)n2)[nH]1,2.0,-4.7845,7.9262,-13.2799997,0.591839504395004
20,1,CCOC(=O)N1CCN(C(=O)C2CCN(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(-c6cc(O)ccn6)no5)cc4c3)CCN(C(C)C)C2)CC1,2.0,-4.2848,7.7289,-10.6400003,0.590565752978377
19,1,CC(=O)N1CCC(C(=O)NCCC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cc5ccc(C6CCNCC6)cc5)no4)cc3c2)CC1,2.0,-4.4379,7.5957,-13.4200001,0.5899062641479934
18,1,CN1CC(Cc2cccc(CN)c2)OC(c2noc(-c3cc4cc(-c5ccnn5C(=O)CN5CCC(N)CC5)ccc4[nH]3)n2)C1,2.0,-3.4442,6.7267,-13.79,0.589334336087765
21,1,Cc1noc(-c2cc3cc(-c4ccnn4C(=O)C4CN(Cc5ccc(Cc6c[nH]c(=O)[nH]c6=O)cc5)CCN4)ccc3[nH]2)n1,2.0,-4.4913,7.6098,-13.8699999,0.590577219459839
17,1,NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CC(=O)NC5(CN=C(N)N)CNC(=O)C5)cc4)no3)cc2c1,2.0,-3.7818,6.9855,-13.9499998,0.5888272348710257
16,1,NC1(C(=O)N2CCC(NC(=O)n3nccc3-c3ccc4[nH]c(-c5nc(C6CCN(C(=O)CCc7ccc(Cl)c(Cl)c7)CC6)no5)cc4c3)CC2)CNC1,2.0,-4.7409,7.7555,-14.1199999,0.5879852861182979
14,1,CN(CC(O)c1ccc(Cl)c(Cl)c1)c1noc(-c2cc3cc(-c4ccnn4C(=O)N4CC(O)C(n5cnc(CO)c5)C4)ccc3[nH]2)n1,2.0,-4.5449,7.6429,-13.4499998,0.5873366934245366
15,1,CN(C1(C(N)=O)CNC(CCC(=O)O)C1)S(=O)(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4cc(-c5ccc(Cl)cc5)nn4C)no3)cc2c1,2.0,-4.3437,7.5048,-13.1999998,0.5877832974221502
13,1,CC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CN5CCCC(C(=O)NC6CCC(O)C(C(=O)O)C6)C5)cc4)no3)cc2c1,2.0,-4.6923,7.701,-14.1499996,0.5872400111399431
29,1,NCCCCC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(c5cccc(C(N)=O)c5)C4)no3)cc2c1,2.0,-4.1248,7.4333,-13.1999998,0.5950485847020843
27,1,O=C(N1CCC(N2CCC(O)C2)CC1)n1nccc1-c1ccc2[nH]c(-c3nc(Cc4cc(CO)cc(OCC5CCCNC5)c4)no3)cc2c1,2.0,-4.1735,7.6396,-11.04,0.5931507064503627
25,1,NCCC(=O)N1CCCC(C(=O)NCCn2nccc2-c2ccc3[nH]c(-c4nc(Cc5ccc(Cl)cc5)no4)cc3c2)C1,2.0,-4.597,7.8618,-12.3199997,0.5921749388488571
40,1,COCCNC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(C(N)=Nc5cc(Br)cc(CN6CCS(=O)(=O)CC6)c5)CC4)no3)cc2c1,2.0,-3.8974,7.5186,-11.46,0.6027765204053755
41,1,CC1CN(c2noc(-c3cc4cc(-c5ccnn5C(=O)NC5CCOC5)ccc4[nH]3)n2)CCN1C(=O)Cc1ccc(N)nc1,2.0,-4.3011,7.7114,-13.2200003,0.6037925965181669
43,1,CN1CCCCC1C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(C(=O)N5CCC(N)CC5)cc4)no3)cc2c1,2.0,-4.4612,7.7248,-14.6700001,0.6045053227691262
42,1,CCC(C)C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CC(=O)NCCN5CCOC(C(=O)O)C5)cc4)no3)cc2c1,2.0,-4.1709,7.6203,-13.04,0.603860004970427
44,1,NCC1(CCC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(N5CCC(CO)CC5)no4)cc3c2)CCN(C(=O)C2CC(F)CN2)CC1,2.0,-4.2623,7.9767,-10.3100004,0.6061107350459988
30,1,O=C(C1CCCNC1)n1nccc1-c1ccc2[nH]c(-c3nc(CCNCc4c[nH]ccc4=O)no3)cc2c1,2.0,-3.8147,7.2224,-12.6999998,0.5951861145388972
31,1,N=C(N)c1ccc(-c2noc(-c3cc4cc(-c5ccnn5C(=O)C5CNCCN5)ccc4[nH]3)n2)cc1,2.0,-3.588,6.9846,-13.3500004,0.5958058988118724
26,1,CN(C)C1CCN(C(=O)c2ccc(-c3noc(-c4cc5cc(-c6ccnn6C(=O)C6CNC(=O)N6C)ccc5[nH]4)n3)cc2Cl)CC1,2.0,-5.0239,8.0917,-13.7299995,0.5922881622011794
32,1,CN1CCN(c2ccc(N)c(-c3noc(-c4cc5cc(-c6ccnn6C(=O)C6NCC(F)(F)CN6)ccc5[nH]4)n3)n2)CC1,2.0,-4.2173,7.5603,-12.8199997,0.5960841411881767
33,1,COCC1CN(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(N5CCN(C)CC5C)no4)cc3c2)CC(C)O1,2.0,-4.0276,7.6812,-10.1099997,0.5983499188757166
35,1,CNCCNC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4cc(N)c(CN5CCN(C)CC5)cc4OC)no3)cc2c1,2.0,-4.1435,7.6387,-11.9799995,0.600292763527915
34,1,NCc1ccc(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)C5CCCCN5C(=O)C(O)C(N)=O)ccc4[nH]3)n2)cc1,2.0,-3.5424,7.1166,-12.1300001,0.5997442324485904
36,1,NC(=O)C1CCN(c2ccccc2-c2noc(-c3cc4cc(-c5ccnn5C(=O)CCC5CCCN5C(=O)C5CCCN5)ccc4[nH]3)n2)C1,2.0,-4.5851,8.0275,-11.9300003,0.6013958068574401
37,1,NCC(=O)NCc1cc(-c2noc(-c3cc4cc(-c5ccnn5C(=O)NCCN5CCNCC5=O)ccc4[nH]3)n2)ccc1Cl,2.0,-3.8949,7.309,-13.5299997,0.6014011200874486
39,1,NC1CCCCN1C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(N4CCN(C(=O)Cc5ccc(O)nc5)CC4)no3)cc2c1,2.0,-4.5437,7.7292,-15.0900002,0.6027721024464665
28,1,O=C(C1CCNCC1)n1nccc1-c1ccc2[nH]c(-c3nc(-c4cn(CCO)c(CCN5CCN(c6ccc(F)cc6)CC5)n4)no3)cc2c1,2.0,-4.3541,7.7654,-11.6199999,0.5949747116834813
72,1,CN(C)CC(=O)NC1CC(N)CN(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(-c5cncc(Sc6ccc(Cl)cc6CN6CCOCC6)n5)no4)cc3c2)C1,2.0,-4.2433,8.216,-12.7700005,0.6374153390117264
70,1,O=C(O)C1OC(OC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(-c5ccncc5)no4)cc3c2)C(O)C(O)C1O,2.0,-3.0644,7.1249,-13.3999996,0.6339189140924544
54,1,C=NC1(NC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(C5CCN(C(=O)Oc6ccc(NC(=O)C7CN(C)CN(C(=N)N)C7)cc6)C5)no4)cc3c2)CCNCC1,2.0,-4.4974,7.9495,-14.1499996,0.6142024890849394
53,1,CN(C)Cc1cnc(N2CCN(C(=O)Cc3noc(-c4cc5cc(-c6ccnn6C(=O)N6CC6N)ccc5[nH]4)n3)CC2)cn1,2.0,-3.8108,7.6109,-11.4399996,0.6134490786372021
52,1,CC(CN1CC(O)C1)Oc1ccc(-c2noc(-c3cc4cc(-c5ccnn5CC5CNCCO5)ccc4[nH]3)n2)cc1Cl,2.0,-3.9817,7.6311,-12.5900002,0.6122430445120431
51,1,N=C(N)c1cc(N2CCC(c3noc(-c4cc5cc(-c6ccnn6C(=O)NCCN6CCOCC6)ccc5[nH]4)n3)CC2)ccn1,2.0,-3.9498,7.5287,-13.4200001,0.6121744177660484
50,1,N=C(N)COC(=O)N1CCN(C(=O)CC2CN(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6ccccc6)no5)cc4c3)CCN2)CC1,2.0,-3.703,7.42,-12.3000002,0.611894544407779
49,1,NCC(NC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(-c4ccc(CN5CCC(O)C5)cc4)no3)cc2c1)C(=O)CCCCC1CCCNC1,2.0,-4.4028,7.9765,-12.3400002,0.6104333805944745
48,1,CC(C(=O)O)N1CC(N)CC1C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(CCOc4ccc(C5(CN)CCN(C(=O)OC(C)(C)C)CC5)cc4Cl)no3)cc2c1,2.0,-5.0569,8.5177,-12.3000002,0.609991147199584
46,1,CN=C(N)N1CCC(CO)(N2CCCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6ccc(F)cc6)no5)cc4c3)C2)CC1,2.0,-4.3217,7.8564,-12.3100004,0.6068019568097339
45,1,CC(=O)NC1(C)CCN(CC(O)Oc2ccc(C3CCCN(C(=O)CCc4noc(-c5cc6cc(-c7ccnn7C(=O)C7CCCC(=O)N7C)ccc6[nH]5)n4)CC3O)cc2)CC1,2.0,-4.8618,8.1723,-13.7600002,0.6066133217747466
58,1,CNCC(CCC(N)=O)N1CCC(NC(=O)n2nccc2-c2ccc3[nH]c(-c4nc(Cn5nc(C6CC6)cc5C)no4)cc3c2)C1,2.0,-4.1408,7.9991,-11.2600002,0.6198406382452599
61,1,CC(F)(F)c1cc(C(O)Cc2noc(-c3cc4cc(-c5ccnn5C(=O)CN)ccc4[nH]3)n2)ccc1CN1CCCC(O)CC1,2.0,-3.9708,7.7068,-13.6099997,0.6238438541695045
62,1,CN1CCC(OC(=O)N2CCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(Cc6cnccn6)no5)cc4c3)C(N)C2)CC1,2.0,-4.1212,7.9423,-12.5299997,0.624697260464426
63,1,NCCC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCN(CC(CO)c5ccc(O)cc5)CC4)no3)cc2c1,2.0,-3.4902,7.5024,-11.6999998,0.625379995808768
60,1,NCc1cn(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)NCCN5CCOCC5)ccc4[nH]3)n2)c(=O)[nH]c1=S,2.0,-3.4061,7.363,-11.9300003,0.6221838676328175
79,1,CC(=O)N1CCN(C2CCCC(C(=O)n3nccc3-c3ccc4[nH]c(-c5nc(CCCNCC(O)c6[nH]cnc6C)no5)cc4c3)C2)CC1,2.0,-3.3731,7.9473,-11.4099998,0.6592698904725892
78,1,CC(N)c1nccc(C(=O)N2CCC(c3noc(-c4cc5cc(-c6ccnn6C(=O)CC(N)C(=O)O)ccc5[nH]4)n3)CC2)n1,2.0,-3.2807,7.6685,-13.1000004,0.6560144916905537
69,1,CC(O)C(=O)n1nccc1-c1ccc2[nH]c(-c3nc(Cc4ccc(C(CN)=NNS(=O)(=O)CCN=C(N)N)cc4)no3)cc2c1,2.0,-3.1446,7.2116,-12.9799995,0.6327440348882857
68,1,CNCC1CCN(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(C5CC(=O)N(CCOc6ccc(CN)cc6)C5)no4)cc3c2)CO1,2.0,-3.8807,7.7841,-12.8699999,0.6294625104314187
66,1,NCCCCC(Nc1ccc(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)NC(CC(N)=O)C(N)=O)ccc4[nH]3)n2)cc1)C(N)=O,2.0,-3.0229,7.1352,-11.8199997,0.6275133152957757
67,1,CC(CO)(c1ccc(-c2noc(-c3cc4cc(-c5ccnn5C(=O)CC5CCN(CC(=O)O)CC5)ccc4[nH]3)n2)cn1)N1CCCCC1,2.0,-4.3186,8.1845,-12.46,0.6293990719650592
65,1,Cc1c(-c2noc(-c3cc4cc(-c5ccnn5C(=O)N5CC(N)CC5C(=O)NCCN)ccc4[nH]3)n2)cn(C)c1C(N)=Nc1cccc(C(=N)N)c1,2.0,-3.707,7.4714,-14.2600002,0.626648117158265
64,1,NCC1CCC(C(=O)n2nccc2-c2ccc3[nH]c(-c4nc(-c5ccc(CC(=O)O)c(CN6CCC(NC(=O)COC7CCC(CN)CC(O)C7)C6)c5)no4)cc3c2)CC1,2.0,-4.2839,8.1182,-12.3599997,0.6263504706430142
74,1,O=C(CN1CCNCC1)Oc1ccc(CC(=O)N2CCCC(c3noc(-c4cc5cc(-c6ccnn6C(=O)N6COC(CO)C6)ccc5[nH]4)n3)C2)cc1,2.0,-3.6005,7.9208,-11.1199999,0.643390416057706
83,1,O=C(C[n+]1cccc(C(=O)O)c1)Nc1nc(-c2noc(-c3cc4cc(-c5ccnn5C5CCNC(C(=O)O)CC5O)ccc4[nH]3)n2)cs1,2.0,-3.2278,7.8798,-13.4099998,0.674611050353032
77,1,CN(C)C(=O)N1CCC(C(=O)N2CCCC(n3nccc3-c3ccc4[nH]c(-c5nc(C6CCN(Cc7ccc[nH]c7=O)C6)no5)cc4c3)C2)CC1,2.0,-3.9469,8.1139,-12.8699999,0.6474975344703733
75,1,CC(N)=CC(=O)N1CCN(Cc2ccc(-c3noc(-c4cc5cc(-c6ccnn6C(=O)NCCN6CCN(S(=O)(=O)CCO)CC6)ccc5[nH]4)n3)cc2)CC(C(=O)O)C1,2.0,-3.4332,7.6064,-13.1899996,0.6441384241083159
85,1,CN1CCN(CCc2cnccc2Cc2noc(-c3cc4cc(-c5ccnn5C(=O)C(N)C5CCNC5)ccc4[nH]3)n2)CC1,2.0,-3.0633,8.0239,-12.6999998,0.688857483765943
87,1,CNC(=O)n1nccc1-c1ccc2[nH]c(-c3nc(C4CCCN(CC(N)Cc5cccc(C(=O)NC6CC(O)CN6)c5)C4)no3)cc2c1,2.0,-2.9232,7.9153,-14.3100004,0.6989085919459687
22,1,O=C(O)C1CCC(c2noc(-c3cc4cc(-c5ccnn5C(=O)OC5OC(O)(C(=O)O)C(O)C(O)C5O)ccc4[nH]3)n2)CC1,1.0,-2.7982,7.7703,-13.3699999,0.5906562586907907
11,1,CC(=N)N1CCC(Cc2noc(-c3cc4cc(-c5ccnn5C(=O)OC5OC(CO)C(O)C(O)C5O)ccc4[nH]3)n2)CC1,1.0,-2.4788,7.5137,-12.5900002,0.5866448178429875
