rank,molID,SMILES,pIC50,Solubility,Docking_Score,Tyrosine_PiStacking,ASP122_HBond,ASP122_SaltBridge,ASP122_Anionic,ASP122_CationPi,ASP122_PiCation,ASP122_Interactions,ASP122_AllContacts,ASP122_Residues,pose_sdf,composite
19,18,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(C6(O)CCN(C(CN7CCCC7)N7CCC(O)CC7)CC6)cc5)ccc4[nH]3)n[nH]c2c1,7.3182,-4.8053,-14.8800001,3,0,0,0,0,0,0,7,ASP122.A; ASP122.B,top50_hits_docking/mol18_out.sdf,0.5897180316106833
20,19,Nc1nc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)cnc1C(C(C1CCCN1)N1CCNCC1)N1CCCC1,7.968,-3.9023,-14.3299999,2,0,0,0,0,0,0,7,ASP122.A; ASP122.B,top50_hits_docking/mol19_out.sdf,0.5871628218973172
21,20,CC(C)(C)OC(NCC1CCN(C(=O)c2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cn2)CC1)N1CCNCC1,8.1275,-4.1989,-14.4399996,2,0,0,0,0,0,0,5,ASP122.A; ASP122.B,top50_hits_docking/mol20_out.sdf,0.5841019800179164
22,21,Cn1c(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)nc2c1CNCC2,6.7902,-4.0541,-14.6999998,3,0,0,0,0,0,0,4,ASP122.A; ASP122.B,top50_hits_docking/mol21_out.sdf,0.5787328411269124
23,22,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(C6(O)CN(C(=O)N7CCC7C(=O)N7CCCC7)C6)cc5)ccc4[nH]3)n[nH]c2c1,7.7223,-4.1745,-16.9400005,2,0,0,0,0,0,0,4,ASP122.A; ASP122.B,top50_hits_docking/mol22_out.sdf,0.5782004756568571
24,23,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(Nc5cccc(C(=O)N6CNCC(N)C6)c5)ccc4[nH]3)n[nH]c2c1,7.2033,-4.7349,-14.5699997,3,0,0,0,0,0,0,6,ASP122.A; ASP122.B,top50_hits_docking/mol23_out.sdf,0.57046956032189
25,24,CC(C)(O)CNc1ncnc2c(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cnn12,7.1586,-4.5597,-14.0200005,3,0,0,0,0,0,0,6,ASP122.A; ASP122.B,top50_hits_docking/mol24_out.sdf,0.5689929971568831
26,25,Cc1ccc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)cc1CN1CCN(C)CC1=O,7.0178,-4.626,-15.2799997,3,0,0,0,0,0,0,7,ASP122.A; ASP122.B,top50_hits_docking/mol25_out.sdf,0.568105262965561
27,26,CN(C)Cc1cc(C(CN)N(C)C)ccc1-c1ccc2[nH]c(-c3n[nH]c4cc(-c5[nH]nnc5N)ccc34)cc2c1,7.0627,-4.515,-13.9799995,3,0,0,0,0,0,0,4,ASP122.A; ASP122.B,top50_hits_docking/mol26_out.sdf,0.556652714923801
28,27,Cc1cc(C(=O)N2CCC(O)C2)nc(Nc2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)n1,7.2324,-4.846,-14.2200003,3,0,0,0,0,0,0,4,ASP122.A; ASP122.B,top50_hits_docking/mol27_out.sdf,0.55465578382616
29,28,CN(CC1CCN(c2ncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)c(N)n2)CCN1)S(C)(=O)=O,7.7138,-3.8638,-14.4399996,2,1,0,0,0,0,1,7,ASP122.A; ASP122.B,top50_hits_docking/mol28_out.sdf,0.5508051303594409
30,29,CNCC1CCN(Cc2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cn2)C1CCNC(=O)OC,8.0432,-4.2218,-13.3999996,2,0,0,0,0,0,0,5,ASP122.A; ASP122.B,top50_hits_docking/mol29_out.sdf,0.5420893627205978
31,30,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cnn(CC6(O)CC6N6CCNCC6)c5)ccc4[nH]3)n[nH]c2c1,7.6901,-3.8651,-14.2200003,2,0,0,0,0,0,0,4,ASP122.A; ASP122.B,top50_hits_docking/mol30_out.sdf,0.5413116965729536
32,31,CS(=O)(=O)NN=Cc1cnc(OC2CCC(CCO)NC2)c(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)c1,7.9032,-4.1325,-13.8999996,2,0,0,0,0,0,0,6,ASP122.A; ASP122.B,top50_hits_docking/mol31_out.sdf,0.5402272969057289
33,32,CN1CCCN(C2CCC(n3ncc(-c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)n3)CC2)C1,7.7569,-4.1198,-14.6300001,2,0,0,0,0,0,0,5,ASP122.A; ASP122.B,top50_hits_docking/mol32_out.sdf,0.5343576599703072
34,33,CN1CCC(c2cccc(Nc3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)n2)CC1,7.1549,-4.9017,-14.0200005,3,0,0,0,0,0,0,3,ASP122.B,top50_hits_docking/mol33_out.sdf,0.530455248391699
35,34,CN1CCN(CCCN2CCN(C)C(COc3ccc(-c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)nc3)C2)C1,7.7587,-3.8883,-13.3400002,2,0,0,0,0,0,0,4,ASP122.A; ASP122.B,top50_hits_docking/mol34_out.sdf,0.5291645098660874
36,35,CC(C(=O)O)N1CC(n2cc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cn2)CC12CCNCC2,7.7578,-4.0147,-13.8800001,2,0,0,0,0,0,0,6,ASP122.A; ASP122.B,top50_hits_docking/mol35_out.sdf,0.5280443911316657
37,36,CC(C)N1CCN(C(=O)C(NC(=O)NC2CCN(c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)CC2)c2ccccc2)CC1,7.6627,-3.9094,-13.9099998,2,1,0,0,0,0,1,8,ASP122.A; ASP122.B,top50_hits_docking/mol36_out.sdf,0.5242481498662742
38,37,CN1CCN(CCN(C)Cc2cncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)n2)CC1,7.7746,-3.9052,-13.0799999,2,0,0,0,0,0,0,4,ASP122.A; ASP122.B,top50_hits_docking/mol37_out.sdf,0.5237183487456709
39,38,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(Nc5cc(F)ccc5CN5CC6CC5CN6)ccc4[nH]3)n[nH]c2c1,6.9971,-4.6817,-13.8199997,3,0,0,0,0,0,0,5,ASP122.A; ASP122.B,top50_hits_docking/mol38_out.sdf,0.5231411551146681
40,39,CN1CCN(OC(c2ncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)s2)N2CCCC2CN2CCNCC2)CC1,7.9153,-4.2855,-13.5100002,2,0,0,0,0,0,0,8,ASP122.A; ASP122.B,top50_hits_docking/mol39_out.sdf,0.515908529236872
41,40,Cc1nc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6C)ccc45)cc3c2)nnc1C(O)CN1CC(C)NC(C)C1CO,7.2538,-3.4249,-14.1999998,2,0,0,0,0,0,0,5,ASP122.A; ASP122.B,top50_hits_docking/mol40_out.sdf,0.5153331209268285
42,41,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cnn(C6CCN(C7CCCN(C8CCCNC8)C7)CC6)c5)ccc4[nH]3)n[nH]c2c1,7.7206,-4.293,-14.8500004,2,0,0,0,0,0,0,5,ASP122.A; ASP122.B,top50_hits_docking/mol41_out.sdf,0.5142932242491172
43,42,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cccc(C(=O)N6CCN(CCC7CCS(=O)(=O)C7)CC6)n5)ccc4[nH]3)n[nH]c2c1,7.7559,-4.294,-14.5900002,2,0,0,0,0,0,0,5,ASP122.B,top50_hits_docking/mol42_out.sdf,0.5139126396843677
44,43,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(CN6CCCC6C(=O)N6CC(OC7CCNCC7)C6)s5)ccc4[nH]3)n[nH]c2c1,7.9484,-4.5735,-14.4899998,2,0,0,0,0,0,0,7,ASP122.A; ASP122.B,top50_hits_docking/mol43_out.sdf,0.5132935583112861
45,44,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(NC(=O)N6CCC(N7CCCC7)CC6)cc5)ccc4[nH]3)n[nH]c2c1,7.2235,-5.381,-14.8699999,3,0,0,0,0,0,0,5,ASP122.A; ASP122.B,top50_hits_docking/mol44_out.sdf,0.5095407250007803
46,45,CN(CCO)C1CCN(C)C1CCNc1ccc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)nn1,7.5026,-3.5838,-12.8999996,2,0,0,0,0,0,0,8,ASP122.A; ASP122.B,top50_hits_docking/mol45_out.sdf,0.5086820906244226
47,46,CC1NCCN1CCC(Cn1cnc2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cc2c1=O)N1CCN(C)CC1,7.8129,-4.2532,-13.7799997,2,0,0,0,0,0,0,7,ASP122.A; ASP122.B,top50_hits_docking/mol46_out.sdf,0.5085750070169958
48,47,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cc(CN6CCN(CCO)CC6)ccc5S(=O)(=O)CCO)ccc4[nH]3)n[nH]c2c1,7.3078,-3.3373,-13.1000004,2,0,0,0,0,0,0,5,ASP122.A; ASP122.B,top50_hits_docking/mol47_out.sdf,0.5076672583070334
49,48,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cncc(N6CCCC6CCC6NCCNC6=O)c5)ccc4[nH]3)n[nH]c2c1,7.8745,-4.3533,-13.6599998,2,0,0,0,0,0,0,7,ASP122.A; ASP122.B,top50_hits_docking/mol48_out.sdf,0.5050697334816512
50,49,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cccc(N6CCNCC6CN6CCNC6)n5)ccc4[nH]3)n[nH]c2c1,7.353,-3.9724,-15.5100002,2,0,0,0,0,0,0,9,ASP122.A; ASP122.B,top50_hits_docking/mol49_out.sdf,0.5031805443557269
