rank,SMILES,pIC50,Solubility,Docking_Score,Tyrosine_PiStacking,composite
16,CN(C)Cc1cc(C(CN)N(C)C)ccc1-c1ccc2[nH]c(-c3n[nH]c4cc(-c5[nH]nnc5N)ccc34)cc2c1,7.0627,-4.515,-13.9799995,3.0,0.7719712599711736
17,CC(=O)N1C(C)CCN(C(=O)c2cncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)n2)C1CCN1CCN(C)CC1,8.2758,-3.7347,-14.1400003,2.0,0.7709259886614703
18,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(Nc5cccc(C(=O)N6CNCC(N)C6)c5)ccc4[nH]3)n[nH]c2c1,7.2033,-4.7349,-14.5699997,3.0,0.7706617818769482
19,Cc1ccc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)cc1CN1CCN(C)CC1=O,7.0178,-4.626,-15.2799997,3.0,0.7692433482743477
20,Cc1cc(C(=O)N2CCC(O)C2)nc(Nc2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)n1,7.2324,-4.846,-14.2200003,3.0,0.7634992335222419
21,CN(CC(O)(CN)Cc1cccc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)c1)C(=O)C1CCCN1,7.5584,-3.284,-15.0100002,2.0,0.7566577386395457
22,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(Nc5cc(F)ccc5CN5CC6CC5CN6)ccc4[nH]3)n[nH]c2c1,6.9971,-4.6817,-13.8199997,3.0,0.7559748271808219
23,CN1CCC(c2cccc(Nc3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)n2)CC1,7.1549,-4.9017,-14.0200005,3.0,0.753592760105975
24,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ncnc(N)c5C(CO)CCOCC(CCO)N5CCN(C6CCCCC6)CC5)ccc4[nH]3)n[nH]c2c1,8.1765,-3.8598,-12.9700003,2.0,0.749587823981104
25,CC1CNC(=O)C2(COCC2c2cnc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)nc2)N1,7.905,-3.7491,-14.8400002,2.0,0.7491193880929865
26,CNc1nc(Nc2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)ncc1Cn1cccn1,6.7464,-4.4737,-13.0699997,3.0,0.7482269995357764
27,Cc1ncc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)cc1C(CN)CO,6.6634,-4.4401,-13.5799999,3.0,0.7477172535365293
28,CC(=O)N1CCC(n2ncc(-c3cnc(N)c(-c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)n3)c2C)CC1,7.9103,-3.7981,-15.0500002,2.0,0.7475288896496832
29,CN1CCN(C2CCC(NC(=O)c3ccc(-c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)cn3)CC2)CC1,8.1592,-4.0104,-14.4799995,2.0,0.7473675382083096
30,Nc1nc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)cnc1C(C(C1CCCN1)N1CCNCC1)N1CCCC1,7.968,-3.9023,-14.3299999,2.0,0.7406208475453009
31,CN(C)C1CCOC1n1cc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)cn1,7.0074,-4.9419,-13.71,3.0,0.7393593269193715
32,CN1CCN(C(=O)CN2CCOC(COc3ccc(-c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)cn3)C2)CC1,7.987,-4.0083,-14.8599997,2.0,0.7381164167605597
33,COc1ncc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6-c6nn(CC(C)C)nc6C(N)=O)ccc45)cc3c2)cn1,7.3169,-5.2649,-12.7799997,3.0,0.734116687279005
34,CC(C)(C)OC(NCC1CCN(C(=O)c2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cn2)CC1)N1CCNCC1,8.1275,-4.1989,-14.4399996,2.0,0.7329300809670467
35,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(NC(=O)N6CCC(N7CCCC7)CC6)cc5)ccc4[nH]3)n[nH]c2c1,7.2235,-5.381,-14.8699999,3.0,0.7323055068386106
36,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccccc5C(=O)NC5CCCC5O)ccc4[nH]3)n[nH]c2c1,7.0646,-5.204,-14.1499996,3.0,0.7288976874006122
37,CNC1CCCC(n2cc(C)c(=O)c3c(-c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)cnnc32)C1,7.4958,-5.6136,-13.6400003,3.0,0.7286557322168731
38,CN(CC1CCN(c2ncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)c(N)n2)CCN1)S(C)(=O)=O,7.7138,-3.8638,-14.4399996,2.0,0.7266671501561531
39,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cc(CN6CCN(CCO)CC6)ccc5S(=O)(=O)CCO)ccc4[nH]3)n[nH]c2c1,7.3078,-3.3373,-13.1000004,2.0,0.7255637398623285
40,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cnn(CC6(O)CC6N6CCNCC6)c5)ccc4[nH]3)n[nH]c2c1,7.6901,-3.8651,-14.2200003,2.0,0.723742252283168
41,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cnc(F)c(CCC(=O)O)c5)ccc4[nH]3)n[nH]c2c1,6.7607,-4.9722,-14.0299997,3.0,0.7226933881579879
42,Cc1nc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6C)ccc45)cc3c2)nnc1C(O)CN1CC(C)NC(C)C1CO,7.2538,-3.4249,-14.1999998,2.0,0.7225872960638927
43,CN1CCN(CCCN2CCN(C)C(COc3ccc(-c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)nc3)C2)C1,7.7587,-3.8883,-13.3400002,2.0,0.7218471017106115
44,CN(CCO)C1CCN(C)C1CCNc1ccc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)nn1,7.5026,-3.5838,-12.8999996,2.0,0.7216876548191004
45,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(C6(O)CN(C(=O)N7CCC7C(=O)N7CCCC7)C6)cc5)ccc4[nH]3)n[nH]c2c1,7.7223,-4.1745,-16.9400005,2.0,0.721548485728586
46,CN1CCN(CCN(C)Cc2cncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)n2)CC1,7.7746,-3.9052,-13.0799999,2.0,0.7203502521137242
47,CNCC1CCN(Cc2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cn2)C1CCNC(=O)OC,8.0432,-4.2218,-13.3999996,2.0,0.7198893446306506
48,CS(=O)(=O)NN=Cc1cnc(OC2CCC(CCO)NC2)c(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)c1,7.9032,-4.1325,-13.8999996,2.0,0.719070666467308
49,CC(C)N1CCN(C(=O)C(NC(=O)NC2CCN(c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)CC2)c2ccccc2)CC1,7.6627,-3.9094,-13.9099998,2.0,0.7173004437905268
50,CC(C(=O)O)N1CC(n2cc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cn2)CC12CCNCC2,7.7578,-4.0147,-13.8800001,2.0,0.716757253293155
51,CN(CCO)S(=O)(=O)c1ccc(N)cc1-c1ccc2[nH]c(-c3n[nH]c4cc(-c5[nH]nnc5N)ccc34)cc2c1,7.0835,-3.312,-13.7399998,2.0,0.7157855872528794
52,Cc1cc(C(C)C)cc(C)c1-c1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5c[nH]c(C)c(C#CC(C)(C)CN6CCCC6CO)c5=O)ccc4[nH]3)n[nH]c2c1,7.6559,-5.9395,-13.0699997,3.0,0.7152566838664878
53,CN1CCCN(C2CCC(n3ncc(-c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)n3)CC2)C1,7.7569,-4.1198,-14.6300001,2.0,0.7142280675560526
54,CN1CCOC(CCOc2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cc2CCC2CCNCC2)C1,7.1414,-5.5492,-14.4200001,3.0,0.713455809748034
55,COc1cc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)ccc1N1CCNC1,6.443,-4.8003,-14.1800003,3.0,0.7132604031536215
56,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(CCCc6ccc(C7CCC(CC(O)C(=O)O)CC7)cc6)nc5)ccc4[nH]3)n[nH]c2c1,6.9503,-5.3694,-14.4899998,3.0,0.7125643061708475
57,CS(=O)(=O)NCC1CC(O)CN(S(C)(C)(=O)c2ccc(NC(=S)N3CCN(c4ccc5[nH]c(-c6n[nH]c7cc(-c8[nH]nnc8N)ccc67)cc5c4)CC3)cc2)N1,7.2008,-3.4565,-13.3800001,2.0,0.7123401010877842
58,Cc1cc(Nc2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)nc(C(=O)O)c1,6.4421,-4.8509,-13.8800001,3.0,0.708248859606917
59,CN1CCN(OC(c2ncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)s2)N2CCCC2CN2CCNCC2)CC1,7.9153,-4.2855,-13.5100002,2.0,0.7078543471872181
60,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccnc(CNC6CCC(O)C6O)n5)ccc4[nH]3)n[nH]c2c1,7.3128,-3.773,-14.6899996,2.0,0.7070178938074443
61,CCc1cc(C2CCCN2CCCO)ccc1Nc1ccc2[nH]c(-c3n[nH]c4cc(-c5[nH]nnc5N)ccc34)cc2c1,6.8587,-5.2567,-13.25,3.0,0.7065883747415522
62,COCCN1CCN(CCCOc2cc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)ccc2F)CC1,7.1777,-5.54,-12.6300001,3.0,0.7062922025892058
63,CN1CCC(O)CC1c1cccc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)c1,7.0224,-5.5685,-14.7700005,3.0,0.7062299261735946
64,CC(C)Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cc(CC6CCN(c7cnc(CO)c(C(F)(F)F)n7)CC6)ncc5C#N)ccc4[nH]3)n[nH]c2c1,7.5572,-6.031,-13.5699997,3.0,0.7056175340914913
65,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(NCc5ccccc5-n5cnnn5)ccc4[nH]3)n[nH]c2c1,6.3181,-4.7424,-13.5100002,3.0,0.7047824150058333
66,CC1NCCN1CCC(Cn1cnc2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cc2c1=O)N1CCN(C)CC1,7.8129,-4.2532,-13.7799997,2.0,0.7045942426598424
67,NCCCc1cc(CNC2CCCN(CCN)C2)cc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)c1,7.2251,-3.6205,-13.5500002,2.0,0.7044240595869283
68,CN1CCN(CC(NCc2cccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)c2)N2CCCN(C)CC2)CC1,7.3493,-3.8541,-14.6300001,2.0,0.7039253226304589
69,Cn1cnc(CC2CCN(c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)C2C(=O)O)n1,7.3852,-3.7674,-13.1700001,2.0,0.7035812521815812
70,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cnn(Cc6ccccn6)c5)ccc4[nH]3)n[nH]c2c1,6.5017,-5.0057,-14.0600004,3.0,0.703346883021044
71,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cccc(C(=O)N6CCN(CCC7CCS(=O)(=O)C7)CC6)n5)ccc4[nH]3)n[nH]c2c1,7.7559,-4.294,-14.5900002,2.0,0.7027661988600775
72,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cnn(C6CCN(C7CCCN(C8CCCNC8)C7)CC6)c5)ccc4[nH]3)n[nH]c2c1,7.7206,-4.293,-14.8500004,2.0,0.7019427206465481
73,CN(CCc1ccccc1C1CCNC1)C(=O)C1CN(c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)CCCN1,7.6262,-4.1123,-13.9200001,2.0,0.7019025373026792
74,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cncc(N6CCCC6CCC6NCCNC6=O)c5)ccc4[nH]3)n[nH]c2c1,7.8745,-4.3533,-13.6599998,2.0,0.701625498290885
75,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cccc(N6CCNCC6CN6CCNC6)n5)ccc4[nH]3)n[nH]c2c1,7.353,-3.9724,-15.5100002,2.0,0.7015983421023944
76,CN1CCCC(C(O)c2cc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)c(O)[nH]2)C1,7.4412,-4.0257,-15.0600004,2.0,0.7015354429131495
77,CNC1CCN(CCc2cc(C(=O)N3CC(O)C3)ccc2-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)C1,7.4468,-4.0401,-15.1300001,2.0,0.7013862928804365
78,CN1CCN(Cc2cnc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)nc2N)CC1,7.5275,-4.0498,-14.2600002,2.0,0.7012249616989092
79,CN1CCN(CC(O)COc2ncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cc2F)CC1,7.7254,-4.2362,-13.9300003,2.0,0.7006696131689101
80,CC(Nc1ccc2[nH]c(-c3n[nH]c4cc(-c5[nH]nnc5N)ccc34)cc2c1)c1ccc(OCCCCN2CCNCC2)cn1,7.3846,-3.7405,-12.3400002,2.0,0.7005414852904674
81,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(NCc5ccc(C(=O)N6CCC(CN7CCC(O)CC7)CC6)cc5O)ccc4[nH]3)n[nH]c2c1,7.342,-3.9543,-15.1199999,2.0,0.6998012432800772
82,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cnn(C6CCNC(CN7Cc8cc(CCCC(=O)O)ncc8C7=O)C6)c5)ccc4[nH]3)n[nH]c2c1,7.6312,-4.1478,-13.8599997,2.0,0.6996206284790436
83,CNCC1CN(CCOCc2cccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)c2)CCO1,7.392,-3.8733,-13.5600004,2.0,0.6994682340957112
84,CN1CCN(S(=O)(=O)Cc2cc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)ccc2O)CC1,7.2738,-3.8676,-14.8500004,2.0,0.6992486610506377
85,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(OCCN6CCOC(CN7CCCCC7)C6)nc5)ccc4[nH]3)n[nH]c2c1,7.4542,-3.9876,-14.0,2.0,0.6988166813695813
86,Cc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cc(OCC6CCN(CCN7CCC(N(C)CC8CCCCN8C8CCCCC8)CC7)CC6)c(Cl)cc5F)ccc4[nH]3)n[nH]c2c1,6.7744,-5.3556,-13.9799995,3.0,0.6987496224100831
87,CN(CCC(C)(C)O)CC1CN(c2ccnc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)c2)CCO1,7.6692,-4.181,-13.6099997,2.0,0.6986179066258223
88,CC(c1cc(C(=O)O)cc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)c1)N1CCN(C)CC1,7.2776,-3.9047,-15.0900002,2.0,0.6984911632994697
89,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cncc(C6CNC(=O)CO6)c5)ccc4[nH]3)n[nH]c2c1,6.8296,-5.4892,-14.7700005,3.0,0.6983834251161994
90,CN(C1CCCCC1)C1CCN(C(=O)c2cccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)c2)C1,7.1343,-5.7871,-14.5299997,3.0,0.6983550643675022
91,CN1CCN(CC2CC2C(=O)C=C(N)NCc2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cc2)CC1,7.3564,-3.9616,-14.7700005,2.0,0.6983069760697318
92,CNc1ccc(C(C)NC(=O)CN2CCCN(C)CC2)cc1-c1ccc2[nH]c(-c3n[nH]c4cc(-c5[nH]nnc5N)ccc34)cc2c1,7.3759,-3.9666,-14.5600004,2.0,0.6980989892104124
93,CN1CCN(CCCNCc2ccc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cn2)CC1,7.4484,-3.9693,-13.6599998,2.0,0.6976657159962623
94,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5ccc(CN6CCCC6C(=O)N6CC(OC7CCNCC7)C6)s5)ccc4[nH]3)n[nH]c2c1,7.9484,-4.5735,-14.4899998,2.0,0.6971895445055758
95,CS(=O)(=O)NCC(N)CC(=O)NC1CCC(Nc2cc(C#N)c(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)cn2)C1,7.8383,-4.3789,-13.4099998,2.0,0.6961337846739675
96,CC(Nc1cncc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)c1)N1CCOC1CN1CCCC1,7.6736,-4.2763,-14.0200005,2.0,0.6951372829992504
97,COCc1ccc(-c2ccc3[nH]c(-c4n[nH]c5cc(-c6[nH]nnc6N)ccc45)cc3c2)c(OCCN2CCNC(C)C2C(=O)O)c1,7.5629,-4.1313,-13.6400003,2.0,0.6948457240321196
98,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(Nc5cc(Nc6nccc(-n7ccnc7)n6)ccn5)ccc4[nH]3)n[nH]c2c1,6.7726,-5.4355,-14.1899996,3.0,0.6947021121131953
99,Cc1ccn2ncc(-c3ccc4[nH]c(-c5n[nH]c6cc(-c7[nH]nnc7N)ccc56)cc4c3)c2n1,6.4382,-5.0691,-13.9399996,3.0,0.6943410188182964
100,Nc1nn[nH]c1-c1ccc2c(-c3cc4cc(-c5cnc(N6CCNCC6)c(NC(=O)C6OCCO6)c5)ccc4[nH]3)n[nH]c2c1,7.5424,-4.2591,-15.1899996,2.0,0.6941000938744377
