rank,SMILES,pIC50,Solubility,Docking_Score,Tyrosine_PiStacking,composite
11,O=C(c1cc(CN2CCN(Cc3cc(-c4n[nH]c5cc(-c6cccnc6)ncc45)ccn3)CC2)ccn1)N1CCOCC1COCCN1CCCN1CCO,8.2039,-2.8774,-11.9700003,2.0,0.7462768802647406
12,CNNC(=Nc1cc(CNc2ccc(-c3cc4[nH]nc(-c5ccnc(CN(C)C)c5)c4cn3)cn2)ccn1)NC1CNCCC1N,8.171,-2.901,-12.25,2.0,0.744642795032329
13,O=C1NCCN(Cc2cccc(CNc3ncc(-c4cc5[nH]nc(-c6ccnc(CNCc7ccccc7)c6)c5cn4)cn3)c2)C1CO,7.479,-4.7074,-12.7600002,3.0,0.7415128248041251
14,CN(C)Cc1cc(-c2n[nH]c3cc(-c4cc(Cn5cnc(NC6CNCCC6N)c5)ccn4)ncc23)ccn1,7.8883,-2.6033,-12.1800003,2.0,0.7412154866057857
15,CN(C)CCCc1cc(-c2n[nH]c3cc(-c4cnc(NC(=O)C(=O)N5CC(NC(=O)c6ccc(CN7CCN(C)CC7)cc6)C5)cn4)ncc23)ccn1,8.2771,-3.101,-11.6499996,2.0,0.7373970321973145
16,CN(C)CC(=O)N1CCN(CCNc2ccc(Cc3cc(-c4n[nH]c5cc(-c6ccnc(NCC(CO)n7ccccc7=O)n6)ncc45)ccn3)cn2)CC1,7.9436,-2.7918,-12.5100002,2.0,0.7370674095533076
17,Cn1cc(Cn2cc(-c3cc4[nH]nc(-c5ccnc(CC6CCNCC6)c5)c4cn3)cn2)cn1,7.0436,-4.0565,-11.1800003,3.0,0.7370539216853463
18,CC(C)Cc1cc(-c2n[nH]c3cc(N4CCN(Cc5cnc(NC(=O)Cc6ccccn6)nc5)CC4)ncc23)ccn1,7.7196,-5.0902,-11.0600004,3.0,0.7266478815986932
19,CN1CCN(Cc2ccccc2CN2CCN(Cc3cc(-c4n[nH]c5cc(-c6cncnc6)ncc45)ccn3)CC2)CC1,7.9427,-2.9733,-12.3299999,2.0,0.7264055938316178
20,CN1CCC1NC(=O)C(=O)NC1CCN(Cc2ncccc2Cc2cc(-c3n[nH]c4cc(-c5cnnc(N)c5)ncc34)ccn2)C1,8.1893,-3.3624,-12.9200001,2.0,0.7259534121468529
21,CS(=O)(=O)CCN1CCN(CCNC(=O)c2cncnc2-c2cc3[nH]nc(-c4ccnc(CNCCc5cccc(C(=O)N6CCNCC6=O)c5)c4)c3cn2)CC1,7.9705,-3.0422,-12.4700003,2.0,0.7255081165895525
22,CN1CCNC(C(=O)NCc2ccccc2CNc2cc3[nH]nc(-c4ccnc(CN5CCOCC5)c4)c3cn2)C1,7.6994,-2.691,-12.1999998,2.0,0.7243809092133724
23,CN1CCN(Cc2cccc(Cc3cc(-c4n[nH]c5cc(-c6cnc(NCCN7CCNCC7)cn6)ncc45)ccn3)c2)CC1,7.754,-2.8832,-13.0699997,2.0,0.7233772543922494
24,Cc1nc(-c2cc3[nH]nc(-c4ccnc(CN(C)S(=O)(=O)N5CCNC(C)C5)c4)c3cn2)cn1CCO,7.5488,-2.3381,-10.54,2.0,0.7225314524904405
25,CN1CC(N)C(NC(=O)c2cccc(Cc3cc(-c4n[nH]c5cc(-c6ccccn6)ncc45)ccn3)n2)C1,7.6335,-2.8761,-13.8900003,2.0,0.720987477400121
26,O=C(O)CCc1cc(-c2n[nH]c3cc(-c4ccc(C(=O)Nc5ccc(CN6CCN(C(=O)C7CC(O)CN7)CC6)nc5)cc4)ncc23)ccn1,8.3753,-3.7919,-13.4099998,2.0,0.7187935469492418
27,CN1CCC(Cc2cc(-c3n[nH]c4cc(-c5cnc(NC6CCOCC6NCCn6nccc6CNC(=O)NC6CC6)nc5)ncc34)ccn2)CC1,8.6157,-4.0267,-12.3900003,2.0,0.7159023213664477
28,Nc1nc(Cc2cc(-c3n[nH]c4cc(-c5cccnc5)ncc34)ccn2)ccc1CN1CCNC(CO)C1,7.6536,-2.8569,-12.5299997,2.0,0.7147859559959973
29,CN1CCN(c2ccc(Cn3ccc(-c4cc5[nH]nc(-c6ccnc(CNc7ccccc7)c6)c5cn4)n3)cn2)C(=O)C1,7.2839,-4.9576,-12.4799995,3.0,0.7139090332998537
30,CN1CCN(Cc2ccc(CNc3ncc(-c4cc5[nH]nc(-c6ccnc(CN7CCN(C)CC7)c6)c5cn4)cn3)cc2)CC1,7.847,-3.1759,-12.9499998,2.0,0.713441064000703
31,O=C(CO)NC(CO)C(=O)NCCNc1cnccc1Nc1cc2[nH]nc(-c3ccnc(CN4CCCN(Cc5ccccc5)CC4)c3)c2cn1,7.8097,-3.0022,-11.8199997,2.0,0.7129838161362095
32,NC1CCN(C(=O)N2CCN(c3ncc(Nc4cc5[nH]nc(-c6ccnc(CNCc7cccnc7)c6)c5cn4)cn3)CC2)CC1,8.0285,-3.4,-12.75,2.0,0.7123856130381235
33,CC(c1cccc(-c2cc3[nH]nc(-c4ccnc(CN5CCOCC5)c4)c3cn2)c1)n1ccnc1CCN1CCNC(=O)C1,8.1047,-3.5108,-12.8000002,2.0,0.7119093007805726
34,COc1ccc(N2CCN(C(=O)CN)CC2)cc1C(=O)NCCNc1cncc(-c2cc3[nH]nc(-c4ccnc(CN(C)C)c4)c3cn2)c1,8.3075,-3.6965,-12.0900002,2.0,0.7110591148271768
35,CC(Cc1cc(-c2n[nH]c3cc(-c4cncc(NC(=O)CN5CCC6CNCC65)c4)ncc23)ccn1)c1ccc(S(C)(=O)=O)cc1,8.1946,-3.7393,-13.3800001,2.0,0.7095073706457792
36,COc1cc(C2CCCN2CCNCc2cc(-c3n[nH]c4cc(-c5cccnc5)ncc34)ccn2)ccc1OCCN1CCN(C)CC1,7.783,-3.0379,-11.6999998,2.0,0.708618185040482
37,CNCc1cc(-c2n[nH]c3cc(-c4cnn(Cc5ccnc(C(=O)N6CCCN(C)CC6)c5)n4)ncc23)ccn1,7.8633,-3.2814,-12.5900002,2.0,0.7067463158294873
38,CN1CCNC(C(=O)NCC(=O)Nc2cccc(Nc3cc4[nH]nc(-c5ccnc(CC6CCOCC6)c5)c4cn3)c2)C1=O,8.1751,-3.6863,-12.6099997,2.0,0.7061714682911859
39,CN1CCN(Cc2cccc(Cc3cc(-c4n[nH]c5cc(-c6cncc(OCCN7CCNCC7)c6)ncc45)ccn3)c2)CC1,7.7576,-3.3045,-13.5900002,2.0,0.7048778759734606
40,CC(CN1CCN(C)CC1)NCc1cc(-c2n[nH]c3cc(Nc4cnc(NC(=O)c5cccc(OCCN6CCN(C)CC6)c5)nc4)ncc23)ccn1,8.3765,-3.9154,-12.1499996,2.0,0.704530285474467
41,Cc1cnc(CN2CCN(c3cc4[nH]nc(-c5ccnc(CC6CC6)c5)c4cn3)CC2)cn1,6.7162,-4.2392,-10.8999996,3.0,0.7043021779506027
42,CC(NC(=O)CN1CCN(C)CC1)c1ccc(Cc2cc(-c3n[nH]c4cc(-c5cnc(N)nc5)ncc34)ccn2)cc1,8.0272,-3.633,-13.2700005,2.0,0.703395049421616
43,CN(Cc1cc(Cl)n(Cc2cccc(C3NS(=O)(=O)Cn4c(-c5cc6[nH]nc(-c7ccnc(CN8CCOCC8)c7)c6cn5)ccc43)c2)n1)C(CO)CO,8.1969,-3.7105,-11.8900003,2.0,0.7018257592735024
44,OCCN1CCN(Cc2ccccc2Cc2cc(-c3n[nH]c4cc(-c5cnn(C6CCNCC6)c5)ncc34)ccn2)CC1,7.8799,-3.4748,-13.1499996,2.0,0.7012469156874246
45,CC(=O)N1CCN(Cc2cc(-c3n[nH]c4cc(-c5ccnc(NC(=O)n6cccc6C(=O)NCCN6CCN(C)CC6)c5)ncc34)ccn2)CC1C,8.3426,-4.02,-12.7600002,2.0,0.700669815466069
46,CN1CCN(c2cccc(CNCc3cc(-c4n[nH]c5cc(-c6cncc(N7CCN(C)CC7)c6)ncc45)ccn3)c2)CC1,7.9037,-3.4911,-12.8000002,2.0,0.6997630046755433
47,CN(C=C(N)N)Cc1cc(-c2n[nH]c3cc(NCCc4cccc(OCCN5CCN(C)CC5)c4)ncc23)ccn1,7.2115,-2.4714,-11.5299997,2.0,0.699667072351247
48,CC(CNC(=O)Nc1ccccc1)NCc1cc(-c2n[nH]c3cc(-c4nn(C)c5nc(C6CNCCN6C)ccc45)ncc23)ccn1,8.4578,-4.1672,-12.5100002,2.0,0.6989698691945008
49,Cn1ccc(Cc2cc(-c3n[nH]c4cc(-c5cnc(CN6CCN(S(C)(=O)=O)CC6)cn5)ncc34)ccn2)n1,7.7122,-3.233,-12.3800001,2.0,0.6980532178560853
50,CC(NCc1cc(-c2n[nH]c3cc(-c4cnncc4Cn4ccc5ccccc54)ncc23)ccn1)c1ncc(C2CC=CCNC2(C(N)=O)c2ccccc2)cn1,6.99,-4.9839,-13.2399998,3.0,0.6980340577776734
51,CN(c1cncnc1Cn1ccc(-c2cc3[nH]nc(-c4ccnc(Cc5ccncc5)c4)c3cn2)cc1=O)C1CNCC1CCO,7.8467,-3.546,-13.2399998,2.0,0.6959177892681001
52,CN1CCc2c(c[nH]c2-c2cc3[nH]nc(-c4ccnc(Cc5cccc(CN6CCNCC6)c5)c4)c3cn2)C1,7.52,-3.2144,-13.8900003,2.0,0.6958874549544709
53,CS(=O)(=O)NCC(O)COc1ccc(Cc2cc(-c3n[nH]c4cc(-c5cnn(S(C)(=O)=O)c5)ncc34)ccn2)cc1N,7.5184,-3.0155,-12.1499996,2.0,0.6952636720402439
54,CC1CNCCN1Cc1cc(-c2n[nH]c3cc(-c4ccn(Cc5ccc(S(=O)(=O)N6CCNCC6)cc5)c(=O)c4)ncc23)ccn1,7.7903,-3.4429,-12.8500004,2.0,0.695159618389152
55,CNC(=O)Cc1cc2n(c1)CCN(CCNc1cc(-c3cc4[nH]nc(-c5ccnc(CNC6COC6)c5)c4cn3)nc(N)n1)C(=O)N2C,7.941,-3.575,-12.2299995,2.0,0.6942565262974375
56,CC(Cn1cccc1)Nc1nccc(-c2cc3[nH]nc(-c4ccnc(CN5CCN(CCO)CC5)c4)c3cn2)n1,7.9318,-3.3654,-10.5299997,2.0,0.693943808705298
57,CN1CCN(Cc2cccc(Cc3cc(-c4n[nH]c5cc(-c6cccc(S(=O)(=O)N7CCCNCC7)c6)ncc45)ccn3)c2)CC1,7.742,-3.593,-14.3400002,2.0,0.6934937915901541
58,CCN=C(NCCN)NCc1ccccc1Cc1cc(-c2n[nH]c3cc(Nc4cncc(N5CCNCC5)c4)ncc23)ccn1,7.8693,-3.5347,-12.4200001,2.0,0.6928511861309392
59,CC1CNCCN1CC1CC2CN1C(C)CN2C(=O)c1cccc(CNC(=O)CCc2cc(-c3n[nH]c4cc(-c5cnn(C)c5)ncc34)ccn2)c1,8.2292,-4.0741,-13.1000004,2.0,0.6925430155251546
60,CC(NCc1cc(-c2n[nH]c3cc(-c4ccnc(NC(=O)CN5CC6(CNC6=O)NCC5=O)c4)ncc23)ccn1)c1ccccc1,7.4585,-3.1454,-13.3100004,2.0,0.6918243689175125
61,CN(C)CCN(C)Cc1ccccc1Cc1cc(-c2n[nH]c3cc(-c4cncc(NS(=O)(=O)N5CCN(C)CC5)n4)ncc23)ccn1,8.0905,-3.8668,-12.6899996,2.0,0.691704744163836
62,CC1CN(Cc2ccccc2C(=O)NCCC2CN(Cc3cc(-c4n[nH]c5cc(-c6ccnc(CO)c6)ncc45)ccn3)CCN2C)CCC1C(N)=O,8.166,-3.9164,-12.3000002,2.0,0.6916205371584374
63,COCCN(C)CCC1CNCCN1Cc1ccc(Cc2cc(-c3n[nH]c4cc(-c5c[nH]cc5C)ncc34)ccn2)cc1,7.9929,-3.5693,-11.1800003,2.0,0.6913769747486381
64,CNCc1cc(-c2n[nH]c3cc(-c4cnc(NC(=O)Nc5ccc(NC)c(C(N)=O)c5)nc4)ncc23)ccn1,7.1856,-5.2096,-11.9799995,3.0,0.6911776697189447
65,NCCCc1cc(-c2n[nH]c3cc(C4CCN(S(=O)(=O)Cc5ccccc5)CC4)ncc23)ccn1,7.5521,-3.0153,-11.0799999,2.0,0.6907787486122416
66,CN(C)CCCc1cc(-c2n[nH]c3cc(-c4ccnc(CNCC(N)Cc5ccc(C(=O)N6C=CCN6C)cc5)c4)ncc23)ccn1,7.989,-3.707,-12.1400003,2.0,0.6899479102104534
67,O=C1NCCN1CCN1CCN(Cc2cc(-c3n[nH]c4cc(NCCNCc5ccccc5)ncc34)ccn2)CC1,7.4799,-2.9078,-10.8000002,2.0,0.689903871794821
68,CN1CCCN(c2cc(Nc3cncc(-c4cc5[nH]nc(-c6ccnc(CN7CCNCC7)c6)c5cn4)c3)cc(N3CCOCC3)c2)CC1,8.0005,-3.7045,-11.9399996,2.0,0.6895790597546578
69,CC(CN(C)C)NC(=O)c1c(-c2cc3[nH]nc(-c4ccnc(CC5CCN(C)CC5)c4)c3cn2)ccnc1-c1cccc(NCC(=O)N2CCN(C)CC2)c1,8.1787,-3.6214,-9.3100004,2.0,0.6891187773389107
70,CN1CCN(Cc2ccn(Cc3nccc(-c4cc5[nH]nc(-c6ccnc(CNCC7CCOC7)c6)c5cn4)n3)c2)CC1,8.0033,-3.736,-12.0900002,2.0,0.6890580194543562
71,CN1CCN(c2ccc(-c3cc4[nH]nc(-c5ccnc(Cc6ccc(CN7CCOCC7CCO)cc6)c5)c4cn3)cn2)CC1,7.7975,-3.6468,-13.4200001,2.0,0.6885586052671655
72,CN1CCN(S(=O)(=O)Cc2cc(-c3cc4[nH]nc(-c5ccnc(CCc6cccc(S(N)(=O)=O)c6)c5)c4cn3)ccn2)CC1,7.8467,-3.7152,-13.3699999,2.0,0.6878994308361661
73,CC(=O)n1cc(-c2cc3[nH]nc(-c4ccnc(Cc5cccc(CN6CCN(C)CC6)c5)c4)c3cn2)cn1,7.3705,-3.1814,-13.8000002,2.0,0.6872471703607311
74,CNC(=O)c1ccccc1CC1CN(c2cc3[nH]nc(-c4ccnc(CC5CCN(C(C)=O)CC5)c4)c3cn2)CCO1,7.8509,-3.7303,-13.2600002,2.0,0.6866972236663267
75,NC(=O)N1CCN(CCCNCC(=O)N2CCN(S(=O)(=O)c3ccc(-c4cc5[nH]nc(-c6ccnc(Cc7ccccc7)c6)c5cn4)cc3)CC2)CC1,7.8085,-3.715,-13.5600004,2.0,0.6865965001172397
76,CN1CCN(c2ccncc2-c2cc3[nH]nc(-c4ccnc(CN5CCS(=O)(=O)CC5)c4)c3cn2)CC1,7.8079,-3.3171,-10.2200003,2.0,0.686401774969448
77,CCC1CN(C)CCN1c1cc(COC)c(-c2cc3[nH]nc(-c4ccnc(Cc5cnn(C6CCNCC6)c5)c4)c3cn2)cn1,7.9322,-3.8189,-13.0699997,2.0,0.686210357364317
78,O=C(CN1CCN(Cc2cc(-c3n[nH]c4cc(Nc5ccc(Nc6ccncc6)nc5)ncc34)ccn2)CC1)N1CCN(CCN2CCOCC2)CC1,8.0501,-3.7835,-11.5200005,2.0,0.6860744537505525
79,CN1CCN(CCNC(=O)Nc2cccc(C(=O)NCCCc3cc(-c4n[nH]c5cc(-c6cccnc6)ncc45)ccn3)c2)CC1,8.2347,-4.1693,-12.8000002,2.0,0.686054008346036
80,CN1CCN(Cc2ccccc2CNCc2cc(-c3n[nH]c4cc(-c5ccc(N6CCN(C)CC6)nc5)ncc34)ccn2)CC1,7.6753,-3.4527,-12.6199999,2.0,0.6856691437552863
81,NC(=O)c1cccc(C(=O)NCC(=O)NC2COCCN(Cc3cc(-c4n[nH]c5cc(-c6ccccn6)ncc45)ccn3)C2)c1,7.5244,-3.2799,-12.6800003,2.0,0.6851750492701796
82,CN1CCN(Cc2cnccc2CN(C)c2cc3[nH]nc(-c4ccnc(CN)c4)c3cn2)CC1,7.1884,-2.6661,-11.0200005,2.0,0.6847933857281142
83,CN(C)CCOc1cc(Nc2cc3[nH]nc(-c4ccnc(CCc5ccc(C6NCCN(C)C6=O)c(CO)c5)c4)c3cn2)ccn1,7.9961,-3.8507,-12.2700005,2.0,0.6837261265934087
84,CN1CCN(CCNC(=O)c2cccc(Cc3cc(-c4n[nH]c5cc(-c6cnccn6)ncc45)ccn3)c2)CC1,7.7316,-3.6831,-13.5,2.0,0.6828453867764299
85,CC(CO)Cc1cc(-c2n[nH]c3cc(CCN4CCN(C(=O)c5ccc(N6CCCC6CO)nc5)CC4C)ncc23)ccn1,8.1218,-4.0042,-12.0799999,2.0,0.6827614632543499
86,CN(C)CC=Nc1ncncc1Nc1nccc(-c2cc3[nH]nc(-c4ccnc(CCC5CN(C)CCN5C)c4)c3cn2)n1,8.0291,-3.8475,-11.6800003,2.0,0.6823594483669017
87,CN(C)Cc1cc(-c2n[nH]c3cc(-c4cncc(OCc5cnccc5OCCNCc5ccc(OC6CNCC6CO)cc5)c4)ncc23)ccn1,7.9785,-3.7126,-11.0799999,2.0,0.6823257307574032
88,CN1CCN(CCOc2ccc3nc(-c4cc5[nH]nc(-c6ccnc(CNCC7CN(C)C(=O)O7)c6)c5cn4)ccc3c2)CC1,8.1072,-4.0833,-12.71,2.0,0.6816225367460498
89,CS(=O)(=O)NCc1cc(-c2n[nH]c3cc(-c4cncc(Cn5cc(NS(=O)(=O)C6CCOC6)cn5)c4)ncc23)ccn1,7.5539,-3.3341,-12.1700001,2.0,0.6810837114213635
90,CS(=O)(=O)Oc1cc(CNC2CCN(C3COC3)C2)cc(Cc2cc(-c3n[nH]c4cc(-c5ccncn5)ncc34)ccn2)c1,7.8556,-3.7502,-12.4799995,2.0,0.6810792095671807
91,NC(CNC(=O)Nc1c(-c2cc3[nH]nc(-c4ccnc(Cc5ccccc5)c4)c3cn2)cnn1C1CNC1)C1CCNCC1,8.3151,-4.3916,-12.96,2.0,0.6807214772407155
92,O=C(NC1CCC2OCCN2C1)c1cccc(Cc2cc(-c3n[nH]c4cc(-c5ccc(S(=O)(=O)N6CCNCC6)cc5)ncc34)ccn2)c1,8.0171,-4.3257,-15.5200005,2.0,0.6806691576831743
93,CNC(=O)CCc1cc(-c2n[nH]c3cc(-c4cncc(N5CC(Nc6cccc(OCCN7CCN(C)CC7)c6)C(=O)C5=O)c4)ncc23)ccn1,8.3379,-4.4022,-12.7299995,2.0,0.6802214552819571
94,CNCC(NC(=O)CN1CCNCC1)c1cccc(C(C)NCc2cc(-c3n[nH]c4cc(-c5ccncc5)ncc34)ccn2)c1,7.5488,-3.2952,-11.75,2.0,0.6801485787796556
95,CN(C)Cc1cc(-c2n[nH]c3cc(-c4ccc(CNCc5ccc(CNC(=O)c6cccc(CN7CCN(C)CC7)c6)cn5)nn4)ncc23)ccn1,7.765,-3.6336,-12.2600002,2.0,0.6798492870292429
96,CCn1nc(-c2cc3[nH]nc(-c4ccnc(CNC(CO)CO)c4)c3cn2)nc1OCCNCc1ccccc1,7.3455,-2.8968,-10.4700003,2.0,0.6796010859152318
97,CCCc1cc(-c2n[nH]c3cc(NCCNCc4cccn(-c5cccc(CNC(=O)NCCN)c5)c4=O)ncc23)ccn1,7.7839,-3.6,-11.7299995,2.0,0.6795213470305408
98,CCNc1nc(NC2CCCC(Nc3cc4[nH]nc(-c5ccnc(CN(C)C)c5)c4cn3)C2)ncc1S(=O)(=O)N1CCNCC1,7.6814,-3.4232,-11.3199997,2.0,0.6794636229436366
99,CN1CCN(CCN2CCC(n3ccc(COc4ccc(-c5cc6[nH]nc(-c7ccnc(CN8CCCC8)c7)c6cn5)cc4N)c3)CC2)CC1,8.0452,-4.0365,-12.6099997,2.0,0.6793752680910716
100,O=S(=O)(c1cc(-c2cc3[nH]nc(-c4ccnc(Cc5ccccc5)c4)c3cn2)cnc1OCCN1CCNCC1)C1CNC1,7.9346,-3.9396,-12.9399996,2.0,0.6792521228622521
