cluster_id,size,centroid_SMILES,mean_Tyrosine_PiStacking,mean_Solubility,mean_pIC50,mean_Docking_Score,mean_composite
0,5,CN1CCN(Cc2cccc(Cc3cc(-c4n[nH]c5cc(-c6cccc(S(=O)(=O)N7CCCNCC7)c6)ncc45)ccn3)c2)CC1,2.0,-3.2352999999999996,7.628819999999999,-13.73800012,0.7009767094542132
1,3,CN1CCN(Cc2ccccc2CN2CCN(Cc3cc(-c4n[nH]c5cc(-c6cncnc6)ncc45)ccn3)CC2)CC1,2.0,-3.2006333333333337,7.821666666666666,-12.633333200000001,0.708505267195869
2,2,CN1CCN(CCNC(=O)c2cccc(Cc3cc(-c4n[nH]c5cc(-c6cnccn6)ncc45)ccn3)c2)CC1,2.0,-3.9261999999999997,7.98315,-13.1500001,0.684449697561233
4,1,O=S(=O)(c1cc(-c2cc3[nH]nc(-c4ccnc(Cc5ccccc5)c4)c3cn2)cnc1OCCN1CCNCC1)C1CNC1,2.0,-3.9396,7.9346,-12.9399996,0.6792521228622521
5,1,CN1CCN(CCN2CCC(n3ccc(COc4ccc(-c5cc6[nH]nc(-c7ccnc(CN8CCCC8)c7)c6cn5)cc4N)c3)CC2)CC1,2.0,-4.0365,8.0452,-12.6099997,0.6793752680910716
6,1,CCNc1nc(NC2CCCC(Nc3cc4[nH]nc(-c5ccnc(CN(C)C)c5)c4cn3)C2)ncc1S(=O)(=O)N1CCNCC1,2.0,-3.4232,7.6814,-11.3199997,0.6794636229436366
7,1,CCCc1cc(-c2n[nH]c3cc(NCCNCc4cccn(-c5cccc(CNC(=O)NCCN)c5)c4=O)ncc23)ccn1,2.0,-3.6,7.7839,-11.7299995,0.6795213470305408
8,1,CCn1nc(-c2cc3[nH]nc(-c4ccnc(CNC(CO)CO)c4)c3cn2)nc1OCCNCc1ccccc1,2.0,-2.8968,7.3455,-10.4700003,0.6796010859152318
9,1,CN(C)Cc1cc(-c2n[nH]c3cc(-c4ccc(CNCc5ccc(CNC(=O)c6cccc(CN7CCN(C)CC7)c6)cn5)nn4)ncc23)ccn1,2.0,-3.6336,7.765,-12.2600002,0.6798492870292429
10,1,CNCC(NC(=O)CN1CCNCC1)c1cccc(C(C)NCc2cc(-c3n[nH]c4cc(-c5ccncc5)ncc34)ccn2)c1,2.0,-3.2952,7.5488,-11.75,0.6801485787796556
11,1,CNC(=O)CCc1cc(-c2n[nH]c3cc(-c4cncc(N5CC(Nc6cccc(OCCN7CCN(C)CC7)c6)C(=O)C5=O)c4)ncc23)ccn1,2.0,-4.4022,8.3379,-12.7299995,0.6802214552819571
27,1,CNC(=O)c1ccccc1CC1CN(c2cc3[nH]nc(-c4ccnc(CC5CCN(C(C)=O)CC5)c4)c3cn2)CCO1,2.0,-3.7303,7.8509,-13.2600002,0.6866972236663267
26,1,NC(=O)N1CCN(CCCNCC(=O)N2CCN(S(=O)(=O)c3ccc(-c4cc5[nH]nc(-c6ccnc(Cc7ccccc7)c6)c5cn4)cc3)CC2)CC1,2.0,-3.715,7.8085,-13.5600004,0.6865965001172397
25,1,CN1CCN(c2ccncc2-c2cc3[nH]nc(-c4ccnc(CN5CCS(=O)(=O)CC5)c4)c3cn2)CC1,2.0,-3.3171,7.8079,-10.2200003,0.686401774969448
24,1,CCC1CN(C)CCN1c1cc(COC)c(-c2cc3[nH]nc(-c4ccnc(Cc5cnn(C6CCNCC6)c5)c4)c3cn2)cn1,2.0,-3.8189,7.9322,-13.0699997,0.686210357364317
23,1,O=C(CN1CCN(Cc2cc(-c3n[nH]c4cc(Nc5ccc(Nc6ccncc6)nc5)ncc34)ccn2)CC1)N1CCN(CCN2CCOCC2)CC1,2.0,-3.7835,8.0501,-11.5200005,0.6860744537505525
22,1,NC(=O)c1cccc(C(=O)NCC(=O)NC2COCCN(Cc3cc(-c4n[nH]c5cc(-c6ccccn6)ncc45)ccn3)C2)c1,2.0,-3.2799,7.5244,-12.6800003,0.6851750492701796
21,1,CN1CCN(Cc2cnccc2CN(C)c2cc3[nH]nc(-c4ccnc(CN)c4)c3cn2)CC1,2.0,-2.6661,7.1884,-11.0200005,0.6847933857281142
20,1,CN(C)CCOc1cc(Nc2cc3[nH]nc(-c4ccnc(CCc5ccc(C6NCCN(C)C6=O)c(CO)c5)c4)c3cn2)ccn1,2.0,-3.8507,7.9961,-12.2700005,0.6837261265934087
19,1,CC(CO)Cc1cc(-c2n[nH]c3cc(CCN4CCN(C(=O)c5ccc(N6CCCC6CO)nc5)CC4C)ncc23)ccn1,2.0,-4.0042,8.1218,-12.0799999,0.6827614632543499
18,1,CN(C)CC=Nc1ncncc1Nc1nccc(-c2cc3[nH]nc(-c4ccnc(CCC5CN(C)CCN5C)c4)c3cn2)n1,2.0,-3.8475,8.0291,-11.6800003,0.6823594483669017
17,1,CN(C)Cc1cc(-c2n[nH]c3cc(-c4cncc(OCc5cnccc5OCCNCc5ccc(OC6CNCC6CO)cc5)c4)ncc23)ccn1,2.0,-3.7126,7.9785,-11.0799999,0.6823257307574032
16,1,CN1CCN(CCOc2ccc3nc(-c4cc5[nH]nc(-c6ccnc(CNCC7CN(C)C(=O)O7)c6)c5cn4)ccc3c2)CC1,2.0,-4.0833,8.1072,-12.71,0.6816225367460498
32,1,CN1CCCN(c2cc(Nc3cncc(-c4cc5[nH]nc(-c6ccnc(CN7CCNCC7)c6)c5cn4)c3)cc(N3CCOCC3)c2)CC1,2.0,-3.7045,8.0005,-11.9399996,0.6895790597546578
33,1,O=C1NCCN1CCN1CCN(Cc2cc(-c3n[nH]c4cc(NCCNCc5ccccc5)ncc34)ccn2)CC1,2.0,-2.9078,7.4799,-10.8000002,0.689903871794821
30,1,CN1CCN(Cc2ccn(Cc3nccc(-c4cc5[nH]nc(-c6ccnc(CNCC7CCOC7)c6)c5cn4)n3)c2)CC1,2.0,-3.736,8.0033,-12.0900002,0.6890580194543562
28,1,CN1CCN(S(=O)(=O)Cc2cc(-c3cc4[nH]nc(-c5ccnc(CCc6cccc(S(N)(=O)=O)c6)c5)c4cn3)ccn2)CC1,2.0,-3.7152,7.8467,-13.3699999,0.6878994308361661
43,1,CC(Cn1cccc1)Nc1nccc(-c2cc3[nH]nc(-c4ccnc(CN5CCN(CCO)CC5)c4)c3cn2)n1,2.0,-3.3654,7.9318,-10.5299997,0.693943808705298
42,1,CCN=C(NCCN)NCc1ccccc1Cc1cc(-c2n[nH]c3cc(Nc4cncc(N5CCNCC5)c4)ncc23)ccn1,2.0,-3.5347,7.8693,-12.4200001,0.6928511861309392
46,1,CS(=O)(=O)NCC(O)COc1ccc(Cc2cc(-c3n[nH]c4cc(-c5cnn(S(C)(=O)=O)c5)ncc34)ccn2)cc1N,2.0,-3.0155,7.5184,-12.1499996,0.6952636720402439
44,1,CNC(=O)Cc1cc2n(c1)CCN(CCNc1cc(-c3cc4[nH]nc(-c5ccnc(CNC6COC6)c5)c4cn3)nc(N)n1)C(=O)N2C,2.0,-3.575,7.941,-12.2299995,0.6942565262974375
47,1,CN(c1cncnc1Cn1ccc(-c2cc3[nH]nc(-c4ccnc(Cc5ccncc5)c4)c3cn2)cc1=O)C1CNCC1CCO,2.0,-3.546,7.8467,-13.2399998,0.6959177892681001
49,1,Cn1ccc(Cc2cc(-c3n[nH]c4cc(-c5cnc(CN6CCN(S(C)(=O)=O)CC6)cn5)ncc34)ccn2)n1,2.0,-3.233,7.7122,-12.3800001,0.6980532178560853
50,1,CC(CNC(=O)Nc1ccccc1)NCc1cc(-c2n[nH]c3cc(-c4nn(C)c5nc(C6CNCCN6C)ccc45)ncc23)ccn1,2.0,-4.1672,8.4578,-12.5100002,0.6989698691945008
29,1,CN1CCN(c2ccc(-c3cc4[nH]nc(-c5ccnc(Cc6ccc(CN7CCOCC7CCO)cc6)c5)c4cn3)cn2)CC1,2.0,-3.6468,7.7975,-13.4200001,0.6885586052671655
35,1,NCCCc1cc(-c2n[nH]c3cc(C4CCN(S(=O)(=O)Cc5ccccc5)CC4)ncc23)ccn1,2.0,-3.0153,7.5521,-11.0799999,0.6907787486122416
37,1,COCCN(C)CCC1CNCCN1Cc1ccc(Cc2cc(-c3n[nH]c4cc(-c5c[nH]cc5C)ncc34)ccn2)cc1,2.0,-3.5693,7.9929,-11.1800003,0.6913769747486381
38,1,CC1CN(Cc2ccccc2C(=O)NCCC2CN(Cc3cc(-c4n[nH]c5cc(-c6ccnc(CO)c6)ncc45)ccn3)CCN2C)CCC1C(N)=O,2.0,-3.9164,8.166,-12.3000002,0.6916205371584374
39,1,CN(C)CCN(C)Cc1ccccc1Cc1cc(-c2n[nH]c3cc(-c4cncc(NS(=O)(=O)N5CCN(C)CC5)n4)ncc23)ccn1,2.0,-3.8668,8.0905,-12.6899996,0.691704744163836
40,1,CC(NCc1cc(-c2n[nH]c3cc(-c4ccnc(NC(=O)CN5CC6(CNC6=O)NCC5=O)c4)ncc23)ccn1)c1ccccc1,2.0,-3.1454,7.4585,-13.3100004,0.6918243689175125
41,1,CC1CNCCN1CC1CC2CN1C(C)CN2C(=O)c1cccc(CNC(=O)CCc2cc(-c3n[nH]c4cc(-c5cnn(C)c5)ncc34)ccn2)c1,2.0,-4.0741,8.2292,-13.1000004,0.6925430155251546
34,1,CN(C)CCCc1cc(-c2n[nH]c3cc(-c4ccnc(CNCC(N)Cc5ccc(C(=O)N6C=CCN6C)cc5)c4)ncc23)ccn1,2.0,-3.707,7.989,-12.1400003,0.6899479102104534
31,1,CC(CN(C)C)NC(=O)c1c(-c2cc3[nH]nc(-c4ccnc(CC5CCN(C)CC5)c4)c3cn2)ccnc1-c1cccc(NCC(=O)N2CCN(C)CC2)c1,2.0,-3.6214,8.1787,-9.3100004,0.6891187773389107
59,1,CNCc1cc(-c2n[nH]c3cc(-c4cnn(Cc5ccnc(C(=O)N6CCCN(C)CC6)c5)n4)ncc23)ccn1,2.0,-3.2814,7.8633,-12.5900002,0.7067463158294873
58,1,CN1CCNC(C(=O)NCC(=O)Nc2cccc(Nc3cc4[nH]nc(-c5ccnc(CC6CCOCC6)c5)c4cn3)c2)C1=O,2.0,-3.6863,8.1751,-12.6099997,0.7061714682911859
57,1,CC(CN1CCN(C)CC1)NCc1cc(-c2n[nH]c3cc(Nc4cnc(NC(=O)c5cccc(OCCN6CCN(C)CC6)c5)nc4)ncc23)ccn1,2.0,-3.9154,8.3765,-12.1499996,0.704530285474467
55,1,CC(NC(=O)CN1CCN(C)CC1)c1ccc(Cc2cc(-c3n[nH]c4cc(-c5cnc(N)nc5)ncc34)ccn2)cc1,2.0,-3.633,8.0272,-13.2700005,0.703395049421616
53,1,CC(=O)N1CCN(Cc2cc(-c3n[nH]c4cc(-c5ccnc(NC(=O)n6cccc6C(=O)NCCN6CCN(C)CC6)c5)ncc34)ccn2)CC1C,2.0,-4.02,8.3426,-12.7600002,0.700669815466069
54,1,CN(Cc1cc(Cl)n(Cc2cccc(C3NS(=O)(=O)Cn4c(-c5cc6[nH]nc(-c7ccnc(CN8CCOCC8)c7)c6cn5)ccc43)c2)n1)C(CO)CO,2.0,-3.7105,8.1969,-11.8900003,0.7018257592735024
52,1,CN1CCN(c2cccc(CNCc3cc(-c4n[nH]c5cc(-c6cncc(N7CCN(C)CC7)c6)ncc45)ccn3)c2)CC1,2.0,-3.4911,7.9037,-12.8000002,0.6997630046755433
51,1,CN(C=C(N)N)Cc1cc(-c2n[nH]c3cc(NCCc4cccc(OCCN5CCN(C)CC5)c4)ncc23)ccn1,2.0,-2.4714,7.2115,-11.5299997,0.699667072351247
45,1,CC1CNCCN1Cc1cc(-c2n[nH]c3cc(-c4ccn(Cc5ccc(S(=O)(=O)N6CCNCC6)cc5)c(=O)c4)ncc23)ccn1,2.0,-3.4429,7.7903,-12.8500004,0.695159618389152
67,1,Nc1nc(Cc2cc(-c3n[nH]c4cc(-c5cccnc5)ncc34)ccn2)ccc1CN1CCNC(CO)C1,2.0,-2.8569,7.6536,-12.5299997,0.7147859559959973
62,1,COc1ccc(N2CCN(C(=O)CN)CC2)cc1C(=O)NCCNc1cncc(-c2cc3[nH]nc(-c4ccnc(CN(C)C)c4)c3cn2)c1,2.0,-3.6965,8.3075,-12.0900002,0.7110591148271768
60,1,COc1cc(C2CCCN2CCNCc2cc(-c3n[nH]c4cc(-c5cccnc5)ncc34)ccn2)ccc1OCCN1CCN(C)CC1,2.0,-3.0379,7.783,-11.6999998,0.708618185040482
63,1,CC(c1cccc(-c2cc3[nH]nc(-c4ccnc(CN5CCOCC5)c4)c3cn2)c1)n1ccnc1CCN1CCNC(=O)C1,2.0,-3.5108,8.1047,-12.8000002,0.7119093007805726
64,1,NC1CCN(C(=O)N2CCN(c3ncc(Nc4cc5[nH]nc(-c6ccnc(CNCc7cccnc7)c6)c5cn4)cn3)CC2)CC1,2.0,-3.4,8.0285,-12.75,0.7123856130381235
65,1,O=C(CO)NC(CO)C(=O)NCCNc1cnccc1Nc1cc2[nH]nc(-c3ccnc(CN4CCCN(Cc5ccccc5)CC4)c3)c2cn1,2.0,-3.0022,7.8097,-11.8199997,0.7129838161362095
61,1,CC(Cc1cc(-c2n[nH]c3cc(-c4cncc(NC(=O)CN5CCC6CNCC65)c4)ncc23)ccn1)c1ccc(S(C)(=O)=O)cc1,2.0,-3.7393,8.1946,-13.3800001,0.7095073706457792
74,1,CN1CCC1NC(=O)C(=O)NC1CCN(Cc2ncccc2Cc2cc(-c3n[nH]c4cc(-c5cnnc(N)c5)ncc34)ccn2)C1,2.0,-3.3624,8.1893,-12.9200001,0.7259534121468529
73,1,CS(=O)(=O)CCN1CCN(CCNC(=O)c2cncnc2-c2cc3[nH]nc(-c4ccnc(CNCCc5cccc(C(=O)N6CCNCC6=O)c5)c4)c3cn2)CC1,2.0,-3.0422,7.9705,-12.4700003,0.7255081165895525
72,1,CN1CCNC(C(=O)NCc2ccccc2CNc2cc3[nH]nc(-c4ccnc(CN5CCOCC5)c4)c3cn2)C1,2.0,-2.691,7.6994,-12.1999998,0.7243809092133724
71,1,Cc1nc(-c2cc3[nH]nc(-c4ccnc(CN(C)S(=O)(=O)N5CCNC(C)C5)c4)c3cn2)cn1CCO,2.0,-2.3381,7.5488,-10.54,0.7225314524904405
69,1,O=C(O)CCc1cc(-c2n[nH]c3cc(-c4ccc(C(=O)Nc5ccc(CN6CCN(C(=O)C7CC(O)CN7)CC6)nc5)cc4)ncc23)ccn1,2.0,-3.7919,8.3753,-13.4099998,0.7187935469492418
70,1,CN1CC(N)C(NC(=O)c2cccc(Cc3cc(-c4n[nH]c5cc(-c6ccccn6)ncc45)ccn3)n2)C1,2.0,-2.8761,7.6335,-13.8900003,0.720987477400121
68,1,CN1CCC(Cc2cc(-c3n[nH]c4cc(-c5cnc(NC6CCOCC6NCCn6nccc6CNC(=O)NC6CC6)nc5)ncc34)ccn2)CC1,2.0,-4.0267,8.6157,-12.3900003,0.7159023213664477
77,1,CN(C)CC(=O)N1CCN(CCNc2ccc(Cc3cc(-c4n[nH]c5cc(-c6ccnc(NCC(CO)n7ccccc7=O)n6)ncc45)ccn3)cn2)CC1,2.0,-2.7918,7.9436,-12.5100002,0.7370674095533076
82,1,O=C(c1cc(CN2CCN(Cc3cc(-c4n[nH]c5cc(-c6cccnc6)ncc45)ccn3)CC2)ccn1)N1CCOCC1COCCN1CCCN1CCO,2.0,-2.8774,8.2039,-11.9700003,0.7462768802647406
81,1,CNNC(=Nc1cc(CNc2ccc(-c3cc4[nH]nc(-c5ccnc(CN(C)C)c5)c4cn3)cn2)ccn1)NC1CNCCC1N,2.0,-2.901,8.171,-12.25,0.744642795032329
78,1,CN(C)CCCc1cc(-c2n[nH]c3cc(-c4cnc(NC(=O)C(=O)N5CC(NC(=O)c6ccc(CN7CCN(C)CC7)cc6)C5)cn4)ncc23)ccn1,2.0,-3.101,8.2771,-11.6499996,0.7373970321973145
79,1,CN(C)Cc1cc(-c2n[nH]c3cc(-c4cc(Cn5cnc(NC6CNCCC6N)c5)ccn4)ncc23)ccn1,2.0,-2.6033,7.8883,-12.1800003,0.7412154866057857
87,1,CN1CCN(Cc2ccc(-c3cc4[nH]nc(-c5ccnc(CN6CCN(C(=O)c7ccc(C(=O)NC8NCCCNC8=O)cc7)CC6)c5)c4cn3)cn2)CC1,2.0,-2.7425,8.2885,-14.3599997,0.7738392938489105
86,1,CC1C(=O)NCCN1CCOc1ncc(CN2CCN(c3cc4[nH]nc(-c5ccnc(CCC(O)CO)c5)c4cn3)CC2)cn1,2.0,-2.5567,8.3659,-11.1899996,0.7687498650014529
85,1,CC(=O)NCCCc1cc(-c2n[nH]c3cc(-c4cncc(NC(=O)NCc5ccc(CNC(=O)C6CN(C)CCN6)nc5)c4)ncc23)ccn1,2.0,-3.0788,8.6325,-12.6499996,0.7681166113628682
84,1,CNC(=O)c1cccnc1-c1cc2[nH]nc(-c3ccnc(CNC(CN)c4ccc(C(N)=NCCN5CCN(C)CC5)cc4)c3)c2cn1,2.0,-2.3504,7.9708,-12.5299997,0.762018356129607
