epoch,mol_id,docking_score,smiles,canonical_smiles,pic50,solubility
90,mol170,-13.86,COc1nc(-c2cccc(-c3cccc(-c4cncc([C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCC1,COc1nc(-c2cccc(-c3cccc(-c4cncc([C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCC1,9.380776,-6.900915
10,mol168,-13.85,COc1nc(-c2cccc(-c3cccc(-c4cnc(-c5cnn(C)c5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(-c5cnn(C)c5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.653143,-6.465879
120,mol204,-13.85,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(O)n4)c3Cl)c2Cl)cnc1CNCC1CCOCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(O)n4)c3Cl)c2Cl)cnc1CNCC1CCOCC1,9.861232,-6.3111105
70,mol301,-13.85,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC5CCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CN[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC5CCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CN[C@@H]1CCC(=O)N1,9.082538,-7.3082166
70,mol282,-13.84,COc1nc(-c2cccc(-c3cccc(-c4cnc(C[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(C[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.624021,-6.2642117
10,mol451,-13.83,O=C1CC[C@H](COc2c(CNC[C@@H]3CCC(=O)N3)ncc(-c3cccc(-c4cccc(-c5ncnc(O)n5)c4Cl)c3Cl)c2Cl)N1,O=C1CC[C@H](COc2c(CNC[C@@H]3CCC(=O)N3)ncc(-c3cccc(-c4cccc(-c5ncnc(O)n5)c4Cl)c3Cl)c2Cl)N1,8.401985,-6.465852
120,mol423,-13.82,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCOCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CNCCC1CCOCC1,9.682939,-6.658752
20,mol416,-13.8,COc1nc(-c2cccc(-c3cccc(-c4cnc(OCC[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CN[C@H]1CCCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(OCC[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CN[C@H]1CCCC(=O)N1,9.396844,-6.835434
130,mol382,-13.8,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CC[C@H](Oc6ncnc(Cl)c6Cl)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CC[C@H](Oc6ncnc(Cl)c6Cl)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.299868,-7.636207
20,mol295,-13.79,COc1nc(-c2cccc(-c3cccc(-c4cnn(C[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnn(C[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,9.536805,-6.391873
40,mol157,-13.77,COc1nc(-c2cccc(-c3cccc(-c4cnc([C@H]5CC[C@@H](OC)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc([C@H]5CC[C@@H](OC)CC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.289945,-6.6640387
70,mol203,-13.77,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CC[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CC[C@@H]1CCCO1,9.505765,-6.6060886
50,mol223,-13.76,COc1ncnc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)n1,COc1ncnc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)n1,7.9679794,-7.165043
50,mol277,-13.76,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@@H]5CCCO5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,9.67431,-6.2571197
50,mol446,-13.76,OC[C@@H]1C[C@@H](Oc2cccc(-c3cccc(-c4cccc(-c5cccc(O)c5)c4Cl)c3Cl)c2Cl)C[C@@H]1O,OC[C@@H]1C[C@@H](Oc2cccc(-c3cccc(-c4cccc(-c5cccc(O)c5)c4Cl)c3Cl)c2Cl)C[C@@H]1O,7.823566,-6.798955
80,mol298,-13.76,COc1cc(-c2cncc(-c3cccc(-c4cnc(CCC[C@H]5CCCCO5)c(OC)n4)c3Cl)c2Cl)ccc1CNC[C@H]1CCC(=O)N1,COc1cc(-c2cncc(-c3cccc(-c4cnc(CCC[C@H]5CCCCO5)c(OC)n4)c3Cl)c2Cl)ccc1CNC[C@H]1CCC(=O)N1,9.334765,-6.0320525
30,mol433,-13.75,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CC[C@@H](OC)C[C@@H]2[C@@H]1CC[C@H]2O,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CC[C@@H](OC)C[C@@H]2[C@@H]1CC[C@H]2O,9.445049,-6.6536493
60,mol0,-13.74,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CC[C@H]1CCCO1,9.492073,-6.1121154
80,mol147,-13.73,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCC1CCCCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CCC1CCCCC1,9.205804,-7.1182747
110,mol427,-13.73,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c5c(N)ncnc45)c3Cl)c2Cl)cnc1CNCCC1CCC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c5c(N)ncnc45)c3Cl)c2Cl)cnc1CNCCC1CCC1,9.422678,-6.743273
50,mol314,-13.73,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CC[C@H]1CC[C@@H](Oc2nccc(C(=O)O)n2)CC1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CC[C@H]1CC[C@@H](Oc2nccc(C(=O)O)n2)CC1,9.736704,-6.3873286
70,mol58,-13.72,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC5CCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CC5CCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@H]1CCC(=O)N1,9.179931,-7.071363
10,mol303,-13.72,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5C)c4Cl)c3Cl)c2Cl)cnc1NC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cccc(CNC[C@H]5CCC(=O)N5C)c4Cl)c3Cl)c2Cl)cnc1NC[C@H]1CCCO1,9.008007,-6.494515
50,mol382,-13.72,COc1nc(-c2cccc(-c3cccc(-c4cnc(OCC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1C[C@@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(OCC[C@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1C[C@@H]1CCCO1,9.232558,-6.5469046
70,mol295,-13.71,COc1cc(-c2cccc(-c3cccc(-c4cnc(CCCC5CCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CN[C@H]1CCC(=O)N1,COc1cc(-c2cccc(-c3cccc(-c4cnc(CCCC5CCCC5)c(OC)n4)c3Cl)c2Cl)cnc1CN[C@H]1CCC(=O)N1,9.04551,-7.2263975
130,mol357,-13.71,COc1nc(-c2cccc(-c3cccc(-c4cccnc4Cl)c3Cl)c2Cl)cnc1CNCC1CCOCC1,COc1nc(-c2cccc(-c3cccc(-c4cccnc4Cl)c3Cl)c2Cl)cnc1CNCC1CCOCC1,9.288839,-6.8371024
130,mol88,-13.71,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CNC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(O)c4Cl)c3Cl)c2Cl)cnc1CNC[C@H]1CCCO1,9.548243,-6.5547333
70,mol487,-13.7,COc1nc(-c2cccc(-c3cccc(-c4cncc(CNC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1C[C@@H]1CCCCO1,COc1nc(-c2cccc(-c3cccc(-c4cncc(CNC[C@@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1C[C@@H]1CCCCO1,9.228656,-6.3761315
70,mol401,-13.69,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cccc(OC[C@H]5CCC(=O)N5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@H]1CCCO1,9.377015,-6.626128
80,mol227,-13.69,COc1nc(-c2cccc(-c3cccc(-c4cnn(C)c4Cl)c3Cl)c2Cl)cnc1C[C@H]1CCCO1,COc1nc(-c2cccc(-c3cccc(-c4cnn(C)c4Cl)c3Cl)c2Cl)cnc1C[C@H]1CCCO1,9.02817,-6.5185213
10,mol351,-13.68,O=C1CC[C@H](CNCc2ncc(-c3cccc(-c4cccc(Oc5ncnc(O)n5)c4Cl)c3Cl)c(Cl)c2OC[C@@H]2CCC(=O)O2)N1,O=C1CC[C@H](CNCc2ncc(-c3cccc(-c4cccc(Oc5ncnc(O)n5)c4Cl)c3Cl)c(Cl)c2OC[C@@H]2CCC(=O)O2)N1,8.227937,-6.9041615
10,mol107,-13.67,COc1nc(-c2cccc(-c3cccc(-c4ccnc(CNC[C@H]5CCC(=O)NC5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCOC1,COc1nc(-c2cccc(-c3cccc(-c4ccnc(CNC[C@H]5CCC(=O)NC5)c4Cl)c3Cl)c2Cl)cnc1CNCC[C@@H]1CCOC1,9.777973,-5.9537487
