epoch,mol_id,docking_score,smiles,canonical_smiles,pic50,solubility
420,mol454,-14.42,C[C@H]1CN(c2ncc(-c3ccc(Cl)c(C(=O)Nc4cccc(C(=O)Nc5ccccc5C(F)(F)F)c4)c3)cn2)C[C@H](O)[C@H]1O,C[C@H]1CN(c2ncc(-c3ccc(Cl)c(C(=O)Nc4cccc(C(=O)Nc5ccccc5C(F)(F)F)c4)c3)cn2)C[C@H](O)[C@H]1O,7.124218,-6.4301558
440,mol58,-14.42,Cc1c(Cc2cccc(C(=O)O)c2)cccc1-c1ccc(C(=O)c2ccc(C(=O)O)cc2C(=O)O)cc1,Cc1c(Cc2cccc(C(=O)O)c2)cccc1-c1ccc(C(=O)c2ccc(C(=O)O)cc2C(=O)O)cc1,6.8353896,-5.456822
370,mol282,-14.37,Cc1ccc(NC(=O)c2ccc(C(=O)NC(N)N)cc2)cc1Nc1nccc(-c2ccc(-c3ccccc3)cc2)n1,Cc1ccc(NC(=O)c2ccc(C(=O)NC(N)N)cc2)cc1Nc1nccc(-c2ccc(-c3ccccc3)cc2)n1,6.476396,-6.8780465
680,mol72,-14.36,Cc1ccc(NC(=O)c2ccc(NC(=O)c3ccc(C)c(Oc4ccccc4)c3)cc2)cc1NC(=O)c1cccc(-c2nc3ccccc3nc2N)c1,Cc1ccc(NC(=O)c2ccc(NC(=O)c3ccc(C)c(Oc4ccccc4)c3)cc2)cc1NC(=O)c1cccc(-c2nc3ccccc3nc2N)c1,6.3473926,-6.9849896
340,mol318,-14.36,Cc1c(Oc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2S(N)(=O)=O)cccc1-c1nnc(NC(=O)Cc2cccc3ccccc23)o1,Cc1c(Oc2nc(Nc3ccc(N4CCOCC4)cc3)ncc2S(N)(=O)=O)cccc1-c1nnc(NC(=O)Cc2cccc3ccccc23)o1,6.645354,-6.620186
330,mol111,-14.34,Cc1c(-c2ccc(C(=O)NCc3ccc4ccccc4n3)cc2)cccc1-c1nc(-c2cccc(-c3nncn3C(C)(C)C)c2)ns1,Cc1c(-c2ccc(C(=O)NCc3ccc4ccccc4n3)cc2)cccc1-c1nc(-c2cccc(-c3nncn3C(C)(C)C)c2)ns1,6.27566,-5.956532
560,mol342,-14.32,Cc1ccc(C(=O)Nc2cccc(-c3ccc4nc(NC(=O)c5cccc(C(F)(F)F)c5)sc4n3)c2)cc1,Cc1ccc(C(=O)Nc2cccc(-c3ccc4nc(NC(=O)c5cccc(C(F)(F)F)c5)sc4n3)c2)cc1,6.258004,-7.535842
700,mol18,-14.31,Cc1ccc(NC(=O)c2ccc(C[N@H+]3CC[N@@H+](C)CC3)cc2)cc1Nc1nccc(-c2cccc3ccccc23)n1,Cc1ccc(NC(=O)c2ccc(C[N@H+]3CC[N@@H+](C)CC3)cc2)cc1Nc1nccc(-c2cccc3ccccc23)n1,6.510799,-4.013307
380,mol309,-14.26,CN1C/C(=C/c2ccc(C(=O)Nc3nn4c(=O)cc(-c5ccccc5)nc4s3)cc2)CCC1=O,CN1C/C(=C/c2ccc(C(=O)Nc3nn4c(=O)cc(-c5ccccc5)nc4s3)cc2)CCC1=O,6.383336,-5.6075935
310,mol237,-14.24,Cc1cc(F)ccc1-c1ccc(C(=O)Nc2ccc(C[N@H+]3CC[C@H](CNC(=O)c4ccc5ccccc5n4)CC3)cc2)cc1,Cc1cc(F)ccc1-c1ccc(C(=O)Nc2ccc(C[N@H+]3CC[C@H](CNC(=O)c4ccc5ccccc5n4)CC3)cc2)cc1,6.238065,-5.396517
250,mol426,-14.24,Cc1ccc(NC(=O)c2ccc(Cc3cc4ccccc4[nH]3)cc2)cc1Nc1ncnc2sc(Cc3cccc(C(F)(F)F)c3)cc12,Cc1ccc(NC(=O)c2ccc(Cc3cc4ccccc4[nH]3)cc2)cc1Nc1ncnc2sc(Cc3cccc(C(F)(F)F)c3)cc12,6.087654,-6.4794054
700,mol123,-14.23,Cc1ccc(C(=O)Nc2ccc(C[N@H+]3CC[N@@H+](C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc(-c2ccc3ccccc3n2)cc1,Cc1ccc(C(=O)Nc2ccc(C[N@H+]3CC[N@@H+](C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1ccc(-c2ccc3ccccc3n2)cc1,6.02006,-4.7617025
690,mol92,-14.21,Cc1ccccc1Cc1cccc(NC(=O)Nc2cccc(NC(=O)c3cc4ccccc4o3)c2)c1,Cc1ccccc1Cc1cccc(NC(=O)Nc2cccc(NC(=O)c3cc4ccccc4o3)c2)c1,6.204371,-6.7527013
190,mol138,-14.2,Cc1cc(CCc2ccc(C(=O)c3ccccc3)cc2)ccc1-c1ccc2c(-c3nc(CCN4CCS(=O)(=O)CC4)cs3)cccc2n1,Cc1cc(CCc2ccc(C(=O)c3ccccc3)cc2)ccc1-c1ccc2c(-c3nc(CCN4CCS(=O)(=O)CC4)cs3)cccc2n1,6.254297,-5.7501636
600,mol329,-14.19,Cc1ccc(C(=O)Nc2ccc(Oc3ccnc4cc(N)ncc34)cc2)cc1NC(=O)c1cccc(Oc2ccccc2)c1,Cc1ccc(C(=O)Nc2ccc(Oc3ccnc4cc(N)ncc34)cc2)cc1NC(=O)c1cccc(Oc2ccccc2)c1,6.5961785,-6.833447
520,mol53,-14.19,Cc1ccc(NC(=O)c2cccc(NC(=O)c3cc4ccccc4o3)c2)cc1Nc1nccc(-c2ccncc2)n1,Cc1ccc(NC(=O)c2cccc(NC(=O)c3cc4ccccc4o3)c2)cc1Nc1nccc(-c2ccncc2)n1,6.402665,-6.530106
440,mol458,-14.19,Cc1ccc(C(N)=O)cc1-c1ccc2[nH]c(-c3ccc(C(=O)Nc4ccccc4)cc3)cc2c1,Cc1ccc(C(N)=O)cc1-c1ccc2[nH]c(-c3ccc(C(=O)Nc4ccccc4)cc3)cc2c1,5.7439847,-6.546152
430,mol426,-14.19,COc1ccccc1-c1ccc2c(-c3nc4ccc(Cc5cc(F)cc(C(F)(F)F)c5)cc4[nH]3)n[nH]c2c1,COc1ccccc1-c1ccc2c(-c3nc4ccc(Cc5cc(F)cc(C(F)(F)F)c5)cc4[nH]3)n[nH]c2c1,6.4468226,-7.0372243
670,mol436,-14.19,Cc1ccc(NC(=O)c2cccc(Nc3ncnc4ccc(N)cc34)c2)cc1NC(=O)c1ccc(-c2ccccc2)cc1,Cc1ccc(NC(=O)c2cccc(Nc3ncnc4ccc(N)cc34)c2)cc1NC(=O)c1ccc(-c2ccccc2)cc1,6.3532667,-6.5163517
400,mol31,-14.18,CC(=O)N1CC[C@@](C)(C(=O)Nc2ccc(F)c(-c3ccc(-c4ccc(NC(=O)c5ccco5)cc4)c(C)c3)c2Cl)C1,CC(=O)N1CC[C@@](C)(C(=O)Nc2ccc(F)c(-c3ccc(-c4ccc(NC(=O)c5ccco5)cc4)c(C)c3)c2Cl)C1,6.9268146,-6.3898387
390,mol398,-14.18,Cc1cc(Nc2nccc(Nc3ccc4c(c3)C[C@H](c3ccccc3)CC4)n2)cc(C(=O)NCCNc2ccnc3cc(Cl)ccc23)c1Cl,Cc1cc(Nc2nccc(Nc3ccc4c(c3)C[C@H](c3ccccc3)CC4)n2)cc(C(=O)NCCNc2ccnc3cc(Cl)ccc23)c1Cl,6.323619,-5.985333
950,mol69,-14.18,CN(Cc1cccc(-c2ccc(C(N)N)cc2)c1)S(=O)(=O)c1ccc(-c2ccc(Oc3ccc4ccccc4n3)cc2)cc1,CN(Cc1cccc(-c2ccc(C(N)N)cc2)c1)S(=O)(=O)c1ccc(-c2ccc(Oc3ccc4ccccc4n3)cc2)cc1,6.300568,-6.812275
310,mol489,-14.18,Cc1c(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cccc(C(=O)O)c3)c2)cccc1-c1ccc(NCc2ccc(C(=O)NC(C)(C)C)cc2)cc1,Cc1c(C(=O)Nc2ccc(Cl)c(C(=O)Nc3cccc(C(=O)O)c3)c2)cccc1-c1ccc(NCc2ccc(C(=O)NC(C)(C)C)cc2)cc1,6.5926037,-6.039742
410,mol365,-14.18,CN(C)c1cc(-c2cccc(-c3ccc4ccccc4n3)c2)ccc1N1Cc2ccccc2C1=O,CN(C)c1cc(-c2cccc(-c3ccc4ccccc4n3)c2)ccc1N1Cc2ccccc2C1=O,5.4650006,-6.630502
670,mol281,-14.17,COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4cccnc4c3)c3ccccc23)cc1NC(=O)c1cccc(C(=O)O)c1,COc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4cccnc4c3)c3ccccc23)cc1NC(=O)c1cccc(C(=O)O)c1,6.4352026,-6.3866367
700,mol230,-14.16,Cc1ccc(Nc2ncnc(Nc3ccc4ccccc4c3)n2)cc1NC(=O)c1ccc(NC(=O)c2ccc(/C=C\C(=O)O)cc2)cc1,Cc1ccc(Nc2ncnc(Nc3ccc4ccccc4c3)n2)cc1NC(=O)c1ccc(NC(=O)c2ccc(/C=C\C(=O)O)cc2)cc1,6.72874,-6.0503917
860,mol56,-14.15,Cc1ccc(Nc2cccc(-c3ccc(-c4ccnc(Nc5ccccc5)n4)c(C)c3)n2)cc1C,Cc1ccc(Nc2cccc(-c3ccc(-c4ccnc(Nc5ccccc5)n4)c(C)c3)n2)cc1C,5.907952,-6.7415547
440,mol395,-14.14,Cc1ccc(NC(=O)c2ccc(Nc3nccc(-c4c[nH]c5ncccc45)n3)cc2)cc1Nc1nccc(Cc2cccc(C(=O)O)c2)n1,Cc1ccc(NC(=O)c2ccc(Nc3nccc(-c4c[nH]c5ncccc45)n3)cc2)cc1Nc1nccc(Cc2cccc(C(=O)O)c2)n1,6.9803743,-6.0557446
130,mol450,-14.14,Cc1nc2ccccc2n1-c1cccc(-c2cccn(Cc3cccc(-c4cncnc4)c3)c2=O)c1,Cc1nc2ccccc2n1-c1cccc(-c2cccn(Cc3cccc(-c4cncnc4)c3)c2=O)c1,6.054329,-6.468752
350,mol193,-14.13,Cc1ccc(C(=O)Nc2ccc(CC(=O)NO)c3ccccc23)cc1NC(=O)c1ccc(-c2ccc(F)cc2)cc1,Cc1ccc(C(=O)Nc2ccc(CC(=O)NO)c3ccccc23)cc1NC(=O)c1ccc(-c2ccc(F)cc2)cc1,6.664029,-6.931734
540,mol353,-14.13,CC(=O)Nc1ccc(-c2cccn3c(-c4cccc(NC(=O)Nc5ccccc5)c4)cnc23)cc1,CC(=O)Nc1ccc(-c2cccn3c(-c4cccc(NC(=O)Nc5ccccc5)c4)cnc23)cc1,5.920707,-6.3345165
970,mol45,-14.13,CC(=O)Nc1cnc(Nc2ccc(NC(=O)c3cccc4c(-c5ccc(C(=O)O)cc5)cccc34)cc2)s1,CC(=O)Nc1cnc(Nc2ccc(NC(=O)c3cccc4c(-c5ccc(C(=O)O)cc5)cccc34)cc2)s1,6.2867584,-6.2553353
940,mol370,-14.12,CC(=O)Nc1cccc(-c2n[nH]c3cc(-c4cccc(C(=O)Nc5ccnnc5)c4)ccc23)c1,CC(=O)Nc1cccc(-c2n[nH]c3cc(-c4cccc(C(=O)Nc5ccnnc5)c4)ccc23)c1,6.1371083,-6.4673476
620,mol341,-14.11,Cc1ccccc1-c1ccc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)cc1,Cc1ccccc1-c1ccc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)cc1,6.096635,-6.443184
790,mol81,-14.11,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(Nc3ccc4nc(N)[nH]c4c3)[nH]c2c1,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(Nc3ccc4nc(N)[nH]c4c3)[nH]c2c1,6.324624,-6.9265857
550,mol223,-14.11,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)Oc3ccc4ccccc4c3)cc2)cc1NC(=O)c1cccc(C(=O)O)c1,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)Oc3ccc4ccccc4c3)cc2)cc1NC(=O)c1cccc(C(=O)O)c1,6.4709225,-5.7329273
210,mol266,-14.1,Cc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)Nc4cccc(C(F)(F)F)c4)cc3)cc2)cc1NC(=O)c1cccc(-c2ccncc2)c1,Cc1ccc(NC(=O)c2ccc(-c3ccc(C(=O)Nc4cccc(C(F)(F)F)c4)cc3)cc2)cc1NC(=O)c1cccc(-c2ccncc2)c1,6.13905,-6.9584136
620,mol76,-14.1,CC(=O)Nc1cccc(-c2cccc(Nc3cccc4cc(S(=O)(=O)Nc5ccccc5)ccc34)c2)c1,CC(=O)Nc1cccc(-c2cccc(Nc3cccc4cc(S(=O)(=O)Nc5ccccc5)ccc34)c2)c1,6.1413164,-5.8508406
430,mol394,-14.09,Nc1ncc(-c2ccc(C(=O)Nc3ccc(C(=O)Nc4ccc(C[NH+]5CCOCC5)c(C5CCCCC5)c4)cc3)cc2)c(N[C@@H]2C[C@@H](CO)[C@@H](O)[C@H]2O)n1,Nc1ncc(-c2ccc(C(=O)Nc3ccc(C(=O)Nc4ccc(C[NH+]5CCOCC5)c(C5CCCCC5)c4)cc3)cc2)c(N[C@@H]2C[C@@H](CO)[C@@H](O)[C@H]2O)n1,7.786342,-3.7433045
640,mol217,-14.08,Cc1cc(NC(=O)c2ccc(C(=O)Nc3ccc(C)c(NC(=O)c4cc(F)cc(Nc5ncnc6nc[nH]c56)c4)c3)cc2)cc(Nc2ncccn2)c1,Cc1cc(NC(=O)c2ccc(C(=O)Nc3ccc(C)c(NC(=O)c4cc(F)cc(Nc5ncnc6nc[nH]c56)c4)c3)cc2)cc(Nc2ncccn2)c1,6.5998755,-6.7637506
430,mol82,-14.08,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1cc(-c2cccc(C(=O)Nc3cccc(C(=O)O)c3)c2)cnn1,Cc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1cc(-c2cccc(C(=O)Nc3cccc(C(=O)O)c3)c2)cnn1,6.789949,-6.6091576
500,mol318,-14.07,Cc1cc(Oc2ccc(Nc3nc4ccccc4[nH]3)cc2)ccc1NC(=O)c1ccc(C2CCCCC2)cc1,Cc1cc(Oc2ccc(Nc3nc4ccccc4[nH]3)cc2)ccc1NC(=O)c1ccc(C2CCCCC2)cc1,5.9522376,-7.598301
170,mol453,-14.07,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(Nc3ccc4ncccc4c3)ncc2c1,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(Nc3ccc4ncccc4c3)ncc2c1,5.950572,-6.301489
420,mol258,-14.07,Cc1ccc(NC(=O)c2ccc(Nc3ncnc4ccc(Nc5ccccc5)cc34)cc2)cc1NC(=O)Nc1ccc(C(=O)O)cc1,Cc1ccc(NC(=O)c2ccc(Nc3ncnc4ccc(Nc5ccccc5)cc34)cc2)cc1NC(=O)Nc1ccc(C(=O)O)cc1,6.672414,-6.161385
590,mol45,-14.06,Cc1ccc(C(=O)Nc2ccc(Oc3ccnc4cc(-c5ccc(C(=O)O)cc5)ccc34)c(N)c2)cc1,Cc1ccc(C(=O)Nc2ccc(Oc3ccnc4cc(-c5ccc(C(=O)O)cc5)ccc34)c(N)c2)cc1,6.209012,-6.6097007
350,mol63,-14.05,Cc1cc(NCc2ccccc2-c2cccc(N)c2)cc(Nc2cc(N)nc(Nc3ccc(C(=O)Nc4ccccc4)cc3)n2)c1,Cc1cc(NCc2ccccc2-c2cccc(N)c2)cc(Nc2cc(N)nc(Nc3ccc(C(=O)Nc4ccccc4)cc3)n2)c1,6.0637045,-6.511524
800,mol130,-14.05,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2cc(NC(=O)Nc3ccccc3)nnc2c1,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2cc(NC(=O)Nc3ccccc3)nnc2c1,5.786505,-7.3854036
420,mol205,-14.05,NC(=O)NC(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)Nc3cccc4ccccc34)c2)c1,NC(=O)NC(=O)c1cccc(NC(=O)Cc2cccc(NC(=O)Nc3cccc4ccccc34)c2)c1,6.0370812,-7.1239448
370,mol34,-14.04,Cc1cccc(-c2nc3nc(-c4cccc(C(=O)Nc5cccnc5)c4)cc(N)n3n2)c1,Cc1cccc(-c2nc3nc(-c4cccc(C(=O)Nc5cccnc5)c4)cc(N)n3n2)c1,6.3304267,-5.229524
810,mol320,-14.04,CC(C)CN(Cc1ccc(-c2ccc(NC(=O)c3ccc4ccccc4n3)cc2)cc1)C(=O)[C@@H]1C[C@](O)(c2ccccc2)CN1C(=O)Nc1cccc(Cl)c1,CC(C)CN(Cc1ccc(-c2ccc(NC(=O)c3ccc4ccccc4n3)cc2)cc1)C(=O)[C@@H]1C[C@](O)(c2ccccc2)CN1C(=O)Nc1cccc(Cl)c1,6.7331567,-5.8799634
660,mol421,-14.03,Cc1ccc(Oc2nccc(-c3ccc4ccccc4c3)n2)cc1NC(=O)c1cnc2ccccc2n1,Cc1ccc(Oc2nccc(-c3ccc4ccccc4c3)n2)cc1NC(=O)c1cnc2ccccc2n1,6.043702,-7.2933483
