chembl_id,stereo_id,conf_id,smiles
CHEMBL3918313,0,0,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNC(C4CC4)C3)cc2n1
CHEMBL3654555,0,0,O=C(NC1CCCNC1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL4115451,0,0,O=C(N[C@@H]1CCCN(Cc2ccccc2Cl)C1)N1CCc2[nH]nc(-c3ccncc3)c2C1
CHEMBL4111090,0,0,Cc1cccc(C)c1CN1CCC[C@@H](NC(=O)N2CCc3[nH]nc(-c4ccncc4)c3C2)C1
CHEMBL4114639,0,1,O=C(N[C@@H]1CCCN(Cc2ccccc2F)C1)N1CCc2[nH]nc(-c3ccncc3)c2C1
CHEMBL4108021,0,0,Cc1ccsc1CN1CCC[C@@H](NC(=O)N2CCc3[nH]nc(-c4ccncc4)c3C2)C1
CHEMBL4108732,0,0,Cc1ccc(CN2CCC[C@@H](NC(=O)N3CCc4[nH]nc(-c5ccncc5)c4C3)C2)s1
CHEMBL4111882,0,0,O=C(N[C@@H]1CCCN(Cc2c(F)cccc2F)C1)N1CCc2[nH]nc(-c3ccncc3)c2C1
CHEMBL3921230,0,0,CC(C)(C)C1CN(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)CCN1
CHEMBL3895775,0,0,CC(C)C1CN(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)CCN1
CHEMBL3966446,0,0,Cc1ccccc1[C@@H]1CN(C)C[C@H]1NC(=O)N1CCc2[nH]nc(-c3ccncc3)c2C1
CHEMBL1801374,0,0,O=C1NCc2[nH]c3c(ccc4cnc(/C=C/c5ccc(CN6CCOCC6)cc5)cc43)c21
CHEMBL4114602,0,0,C[C@@H]1CN(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)CCN1
CHEMBL3907125,0,0,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNCC3C(F)(F)F)cc2n1
CHEMBL3953648,0,0,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNC(C(F)F)C3)cc2n1
CHEMBL3903459,0,0,C[C@H]1CNC(C(F)(F)F)CN1Cc1ccc2c(-c3ccc(F)cc3)cc(C(N)=O)nc2c1
CHEMBL3894556,0,0,CC1CN(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)CC(C(F)(F)F)N1
CHEMBL3930631,0,0,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNCC3)cc2n1
CHEMBL3935453,0,0,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNC(C(F)(F)F)C3)cc2n1
CHEMBL3893351,0,0,C[C@H]1CN(Cc2ccc3c(-c4ccc(F)cc4)cc(C(N)=O)nc3c2)CCN1
CHEMBL3890277,0,0,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNC(CF)C3)cc2n1
CHEMBL4113710,0,0,C[C@@H]1CNC(C(F)(F)F)CN1Cc1ccc2c(-c3ccc(F)cc3)cc(C(N)=O)nc2c1
CHEMBL3936994,0,0,O=C1N(CC2CCNC2)CCN1c1n[nH]c2cnc(-c3cccnc3)cc12
CHEMBL3962063,0,0,O=C1N(CC2CCNCC2)CCN1c1n[nH]c2cnc(-c3cccnc3)cc12
CHEMBL1801280,0,0,O=C1NC2(CC2)Cc2[nH]c3c(c21)CCc1cnc(-c2ccc(OCCN4CCOCC4)cc2)cc1-3
CHEMBL374518,0,0,COCC(=O)N1CCN(Cc2ccc3[nH]c(-c4cc5cc(-c6cn[nH]c6)ccc5[nH]c4=O)cc3c2)CC1
CHEMBL482163,0,0,CN1CCN(C(=O)c2ccc3c(c2)CC(C(=O)Nc2ccc(-c4cn[nH]c4)cc2)CO3)CC1
CHEMBL1922140,0,0,COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCN(C)CC2)c1
CHEMBL212962,0,0,CN1CCN(Cc2ccc(-c3[nH]nc4c3Cc3ccccc3-4)cc2)CC1
CHEMBL212961,0,0,CN1CCN(Cc2cccc(-c3[nH]nc4c3Cc3ccccc3-4)c2)CC1
CHEMBL4208713,0,0,c1cc(-c2ccc3ncn(C4CCNCC4)c3c2)c2cc[nH]c2n1
CHEMBL4203835,0,0,c1cc(-c2ccc3ncn(C4CNC4)c3c2)c2cc[nH]c2n1
CHEMBL4216980,0,0,c1cc(-c2ccc3ncn(C4CCCNC4)c3c2)c2cc[nH]c2n1
CHEMBL493007,0,0,CC(C)(O)Cn1/c(=N/C(=O)c2ccc(-c3cn[nH]c3)s2)[nH]c2cc(CN3CCCCC3)ccc21
CHEMBL3984278,0,0,Fc1ccccc1-c1n[nH]c2cnc(-c3cncc(NC4CCNCC4)c3)cc12
CHEMBL1922141,0,0,COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCCNCC2)c1
CHEMBL3651185,0,0,O=C(N[C@@H]1CCCN(CC2CC2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL1910897,0,0,c1cc(-c2ccc3c(-c4ccc(N5CCNCC5)cc4)n[nH]c3n2)ccn1
CHEMBL4095072,0,0,Cc1n[nH]c(C)c1-c1ccc2c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)n[nH]c2c1
CHEMBL1801294,0,0,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NC2(CNC2)C3)cc1
CHEMBL3663748,0,0,COc1ccc(C2=NCCN2)cc1-c1ccnc2[nH]c(C3CCCNC3)cc12
CHEMBL4280695,0,0,CN1CCN(c2ccc(-c3c(-c4cn[nH]c4)cnc4[nH]ccc34)cc2)CC1
CHEMBL3593990,0,0,NC(=O)c1cccc2[nH]c(-c3ccc(-c4cncc(CN5CCCC5)c4)cc3)nc12
CHEMBL220973,0,0,CC(=O)N1CCN(Cc2ccc3[nH]c(-c4cc5cc(-c6cnn(C)c6)ccc5[nH]c4=O)cc3c2)CC1
CHEMBL3654530,0,1,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(Cc5ncccc5F)C4)cc23)ccn1
CHEMBL3654548,0,0,O=C(NC1CCCCN(Cc2ccccn2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL3923418,0,0,COc1ccc(-c2nc(C(N)=O)c(-c3ccc(N4CCNC(C)(C)C4)cc3)o2)c2cc[nH]c12
CHEMBL563190,0,0,Fc1ccc(-c2[nH]cc(CCCN3CCNCC3)c2-c2ccncc2)cc1
CHEMBL3934590,0,2,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=S)c2nc1NC(C)(C)C
CHEMBL1922139,0,0,COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN2CCOCC2)c1
CHEMBL1922044,0,0,COc1cccc(CN(CCN2CCCC2)C(=O)c2cc3ccc(-c4cn[nH]c4)nc3[nH]2)c1
CHEMBL3658469,0,0,CN(C)C(=O)C(c1ccccc1F)N1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1
CHEMBL3658468,0,0,CN(C)C(=O)C(c1c(F)cccc1F)N1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1
CHEMBL3951695,0,0,CN1Cc2c(C3=CC4CNCC4C3)[nH]c3nccc(c23)-c2cc(F)ccc21
CHEMBL3654655,0,0,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N(C)C)N(Cc5cccs5)C4)cc23)ccn1
CHEMBL3654652,0,0,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N(C)C)N(Cc5ccccc5F)C4)cc23)ccn1
CHEMBL3654590,0,0,CN(C)C(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1ccccc1
CHEMBL3775562,0,0,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCNCC5)cc34)cc2)cn1
CHEMBL4109581,0,0,COc1cccc(F)c1CN1CCC[C@@H](NC(=O)N2CCc3[nH]nc(-c4ccncc4)c3C2)C1
CHEMBL223551,0,0,CN1CCN(Cc2ccc3c(c2)Cc2c(Nc4ccccc4)n[nH]c2-3)CC1
CHEMBL1254230,0,0,c1cc(-c2[nH]c(C3CCNCC3)nc2-c2ccc3c(c2)Cc2cn[nH]c2-3)ccn1
CHEMBL3658465,0,1,CNC(=O)C(c1ccccc1F)N1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1
CHEMBL3658466,0,0,NC(=O)C(c1c(F)cccc1F)N1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1
CHEMBL3658467,0,3,CNC(=O)C(c1c(F)cccc1F)N1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1
CHEMBL3658464,0,0,NC(=O)C(c1ccccc1F)N1CCC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)C1
CHEMBL3654593,0,0,CCNC(=O)[C@@H]1CC[C@@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CN1Cc1ccccc1
CHEMBL2364322,0,0,Cc1cc(NS(=O)(=O)c2cncc(-c3ccc(F)cc3)c2)ccc1CN1CCN[C@@H](C)C1
CHEMBL3902691,0,0,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CC4CCC(C3)N4C(=O)CN3CC(O)C3)cc12
CHEMBL4110333,0,0,Cn1c(CN2CCC[C@@H](NC(=O)N3CCc4[nH]nc(-c5ccncc5)c4C3)C2)cc2ccccc21
CHEMBL1910905,0,0,c1cnc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)cn1
CHEMBL3960318,0,0,NC1CCN(c2cncc(-c3cc4c(-c5ccccc5F)n[nH]c4cn3)c2)CC1
CHEMBL3923325,0,0,N[C@H]1CCN(c2cncc(-c3cc4c(-c5ccccc5F)n[nH]c4cn3)c2)C1
CHEMBL3957209,0,0,N[C@H]1CCCN(c2cncc(-c3cc4c(-c5ccccc5F)n[nH]c4cn3)c2)C1
CHEMBL4106476,0,0,N[C@@H]1CCN(c2cncc(-c3cc4c(-c5ccccc5F)n[nH]c4cn3)c2)C1
CHEMBL1801387,0,0,O=C1NCCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21
CHEMBL1801380,0,2,O=C1NCc2[nH]c3c(ccc4cnc(-c5cccc(OCCN6CCOCC6)c5)cc43)c21
CHEMBL2364315,0,7,Cc1cc(NS(=O)(=O)c2ccc(-c3ccc(F)cc3)nc2)ccc1CN1CCN[C@@H](C)C1
CHEMBL2364314,0,0,C[C@@H]1CN(Cc2ccc(NS(=O)(=O)c3ccc(-c4ccc(F)cc4)nc3)cc2)C[C@H](C)N1
CHEMBL3582218,0,0,NC(=O)c1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCCCC4)cc3)cc12
CHEMBL3654603,0,0,CN1C[C@H](NC(=O)c2ccc3[nH]nc(-c4ccncc4)c3c2)CC[C@H]1C(=O)NCc1ccccc1
CHEMBL1739311,0,0,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(N4CC(=O)NCC4=O)cc23)cc1
CHEMBL1808474,0,0,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(N4CCNC(=O)C4=O)cc23)cc1
CHEMBL4129097,0,0,Cc1[nH]nc(C2CC2)c1-c1ccc2c(-c3ccc(N4CCNCC4)nc3)n[nH]c2c1
CHEMBL3668552,0,0,COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CC4CN(CC(=O)N(C)C)CC4C3)cc12
CHEMBL3668397,0,0,COc1ccc(F)cc1-c1ccnc2[nH]c(C3CCN(C4CCNC4)C3)cc12
CHEMBL3908228,0,0,O=c1c2cn[nH]c2c2ccc(-c3ccccc3CN3CCCNCC3)cc2n1CC(F)(F)F
CHEMBL494136,0,0,CN(C)Cc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(-c3cn[nH]c3)s1)n2CC(C)(C)O
CHEMBL548059,0,0,NCCNC(=O)c1ccc(-c2cnc3[nH]cc(-c4ccc(C(N)=O)cc4)c3c2)cc1
CHEMBL1808473,0,0,Cc1ccc(-c2c(CN)c(CC(C)C)nc3ccc(N4CCNC(=O)C4)cc23)cc1
CHEMBL1801295,0,0,COc1ccc(-c2cc3c(cn2)CCc2c-3[nH]c3c2C(=O)NC2(C3)CN(C)C2)cc1
CHEMBL3582208,0,0,N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCC[C@@H](O)C4)cc3)cc12
CHEMBL3582207,0,0,N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCC(O)CC4)cc3)cc12
CHEMBL2152281,0,0,Nc1cc(C(=O)N2CCOCC2)cc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)c1
CHEMBL1288251,0,3,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3cnc4ccccc4c3)sc12
CHEMBL376646,0,0,Cn1cc(-c2ccc3c(-c4cc5cc(CN6CCOCC6)ccc5[nH]4)n[nH]c3c2)cn1
CHEMBL3894135,0,0,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3OC[C@H]3CCNC3)cc12
CHEMBL4113130,0,0,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3OC[C@@H]3CCNC3)cc12
CHEMBL3668560,0,0,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CC4CN(CC(=O)N5CC(O)C5)CC4C3)cc12
CHEMBL3668558,0,0,COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CC4CN(CC(=O)N5CC(O)C5)CC4C3)cc12
CHEMBL3912631,0,0,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCC(N)CC3)cc2n1
CHEMBL3937068,0,0,NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNC(=O)C3)cc2n1
CHEMBL1254389,0,0,O=C(c1cc(-c2ccc3c(c2)Cc2cn[nH]c2-3)c(-c2ccncc2)o1)N1CCNCC1
CHEMBL522871,0,0,CC(C)CNCc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(-c3cn[nH]c3)s1)n2CC(C)(C)O
CHEMBL2364306,0,0,C[C@H]1CN(Cc2ccc(N(C)C(=O)c3ccc(-c4cccc(F)c4)cn3)cc2)CCN1
CHEMBL2364307,0,0,C[C@H]1CN(Cc2ccc(N(C)C(=O)c3ccc(-c4ccc(F)cc4)cn3)cc2)CCN1
CHEMBL78880,0,0,c1cnc2c(c1)ncn2-c1ccc2[nH]cc(C[C@H]3CCCN3)c2c1
CHEMBL399626,0,0,CN1CCN(C(=O)c2ccc3cc(-c4csc(-c5ccncc5)n4)c(=O)[nH]c3c2)CC1
CHEMBL212429,0,6,CN1CCC(N(C)c2ccc3[nH]c(-c4[nH]nc5ccccc45)nc3c2)CC1
CHEMBL494135,0,0,CNCc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(-c3cn[nH]c3)s1)n2CC(C)(C)O
CHEMBL495026,0,0,CCC(C)NCc1ccc2c(c1)[nH]/c(=N\C(=O)c1ccc(-c3cn[nH]c3)s1)n2CC(C)(C)O
CHEMBL499219,0,0,CC(C)(O)Cn1/c(=N/C(=O)c2ccc(-c3cn[nH]c3)s2)[nH]c2cc(CN)ccc21
CHEMBL2263603,0,0,Oc1ccc2c(-c3ccccc3)cc(CCN3CCNCC3)nc2n1
CHEMBL3668379,0,0,Nc1ccc(Cl)c(-c2ccnc3[nH]c(C4CCNCC4)cc23)n1
CHEMBL3654662,0,1,Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CC[C@@H](C(=O)N(C)C)N(CCc5ccccc5)C4)cc23)ccn1
CHEMBL3702011,0,0,c1ccc(-c2cc(Nc3ccc([C@H]4CNCCO4)cc3)[nH]n2)cc1
CHEMBL1923161,0,0,COc1cccc(CNC(=O)c2cc3ccc(-c4ccnc(N)c4)cc3[nH]2)c1
CHEMBL461139,0,0,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12
CHEMBL2364311,0,0,COc1cccc(-c2ccc(C(=O)N(C)c3ccc(CN4CCN[C@@H](C)C4)cc3)nc2)c1
CHEMBL2152278,0,0,Nc1cc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)ccc1C(=O)N1CCOCC1
CHEMBL2407554,0,5,O=C1c2[nH]nc(NS(=O)(=O)c3ccc4ccccc4c3)c2CCN1CC1CCNCC1
CHEMBL3902456,0,0,NC(=O)N1CCCc2cc(-c3cncc(CN4CCNC(=O)C4)c3)cnc21
CHEMBL3646818,0,0,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4ccc(Cl)nc4)cc23)CC1
CHEMBL4125807,0,0,Cc1[nH]nc(C2CC2)c1-c1ccc2c(-c3ccc(N4CCN(C)CC4)nc3)n[nH]c2c1
CHEMBL249487,0,0,CC(=O)NC[C@H]1CN(c2ccc3c(c2)CCCc2c(NC(C)C)n[nH]c2-3)C(=O)O1
CHEMBL3402457,0,0,COc1cccc(CNC(=O)Nc2ccc(-c3cn[nH]c3)cc2OCCN2CCCC2)c1
CHEMBL535877,0,0,O=C(c1ccc(-c2cnc3[nH]cc(-c4ccc(C(=O)N5CCOCC5)cc4)c3c2)cc1)N1CCOCC1
CHEMBL2364309,0,0,C[C@H]1CN(Cc2ccc(N(C)C(=O)c3ccc(-c4cccc(C#N)c4)cn3)cc2)CCN1
CHEMBL5314970,0,0,CCN1C(=O)COc2nc(-c3ccc([C@]4(N)C[C@@H](O)C4)cc3)c(-c3ccccc3)cc21
CHEMBL3969949,0,0,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3OC3CCNCC3)cc12
CHEMBL3968244,0,0,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3OC3CNC3)cc12
CHEMBL3634777,0,0,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3O[C@@H]3CCCNC3)cc12
CHEMBL3911749,0,0,Fc1ccccc1-c1n[nH]c2cnc(-c3cnccc3O[C@H]3CCCNC3)cc12
CHEMBL400630,0,0,O=C1Nc2cc(CN3CCOCC3)ccc2CN1c1csc(-c2ccncc2)n1
CHEMBL2333897,0,0,O=c1[nH]c([C@@H]2CNC[C@H]2c2ccc(F)cc2)nc2ccc(-c3cn[nH]c3)cc12
CHEMBL2333899,0,0,O=c1[nH]c([C@@H]2CNC[C@H]2c2ccc(C(F)(F)F)cc2)nc2ccc(-c3cn[nH]c3)cc12
CHEMBL2334292,0,0,O=c1[nH]c([C@@H]2CNC[C@H]2c2ccccc2)nc2ccc(-c3cn[nH]c3)cc12
CHEMBL2334291,0,0,Cc1n[nH]cc1-c1ccc2nc([C@@H]3CNC[C@H]3c3ccccc3)[nH]c(=O)c2c1
CHEMBL2333898,0,0,O=c1[nH]c([C@@H]2CNC[C@H]2c2ccc(Cl)cc2)nc2ccc(-c3cn[nH]c3)cc12
CHEMBL4065361,0,0,Cc1n[nH]cc1-c1cc2nc(C(c3ccccc3)N3CCCC3)[nH]c(=O)c2s1
CHEMBL3668561,0,0,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CC4CN(CC(=O)N5CCC[C@H]5CO)CC4C3)cc12
CHEMBL3654626,0,0,O=C(NC1COCCN(CCc2cccc(F)c2)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL3654625,0,0,O=C(NC1COCCN(CCc2ccccc2F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL3654624,0,0,O=C(NC1COCCN(CCc2c(F)cccc2F)C1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL3926520,0,0,Cc1noc(C)c1-c1ccc2c(c1)C(c1ccccc1)(N1CCNCC1)C(=O)N2
CHEMBL3302182,0,0,COc1ccc(-c2cnc(-c3ccc(OC[C@@H](O)CNC(C)(C)C)cc3)[nH]2)cc1
CHEMBL3250235,0,0,COc1ccc(-c2cnc(-c3ccc(OCC(O)CNC(C)(C)C)cc3)[nH]2)cc1
CHEMBL566402,0,0,O=C(c1ccc2ccccc2c1)c1nc2cc(N3CCNCC3)ccc2[nH]1
CHEMBL3654596,0,0,O=C(N[C@@H]1CC[C@H](C(=O)NCc2ccccc2)NC1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL3654597,0,0,O=C(N[C@@H]1CC[C@@H](C(=O)NCc2ccccc2)NC1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL1215303,0,0,COc1ccc2c(c1)C[C@H](C(=O)Nc1ccc(-c3cn[nH]c3)cc1)NC2
CHEMBL3918363,0,0,CC(=O)N1CCN(Cc2nnc(-c3ccc4[nH]nc(-c5ccc(F)cc5)c4c3)[nH]2)CC1
CHEMBL1909654,0,0,c1ncc(-c2ccc3[nH]cc(-c4ccc(N5CCNCC5)cc4)c3c2)cn1
CHEMBL3926782,0,1,CC(C)(C)Nc1cnc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1
CHEMBL3930939,0,1,Cc1nc2cccc(-c3cc4c([nH]3)C[C@H](C)NC4=O)c2nc1NC(C)(C)C
CHEMBL3940411,0,2,Cc1nc2cccc(-c3cc4c([nH]3)CNC4=O)c2nc1NC(C)(C)C
CHEMBL3986680,0,0,Cc1nc2cccc(-c3[nH]c4c(c3C)C(=O)NCC4)c2nc1NC(C)(C)C
CHEMBL3929651,0,0,C#Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C
CHEMBL3918714,0,0,Cc1nc2cccc(-c3cc4c([nH]3)[C@H](C)NC4=O)c2nc1NC(C)(C)C
CHEMBL3897606,0,1,CCC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)c(F)ccc2nc1C
CHEMBL3959102,0,0,Cc1nc2cccc(-c3cc4c([nH]3)C[C@@H](C)NC4=O)c2nc1NC(C)(C)C
CHEMBL3890648,0,2,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)C
CHEMBL3970766,0,5,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)C
CHEMBL3934338,0,0,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)C
CHEMBL3974543,0,0,Cc1nc2cccc(-c3cc4c([nH]3)[C@@H](C)NC4=O)c2nc1NC(C)(C)C
CHEMBL3918158,0,0,CC(C)(C)Nc1nc2c(-c3cc4c([nH]3)CCNC4=O)cccc2nc1Cl
CHEMBL3944136,0,2,Cc1nc2ccc(F)c(-c3cc4c([nH]3)CNC4=O)c2nc1NC(C)(C)C
CHEMBL3914535,0,0,CCc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C
CHEMBL3959725,0,1,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C
CHEMBL3966076,0,4,Cc1nc2cccc(-c3cc4c([nH]3)CCNC4=O)c2nc1NC(C)(C)C(F)(F)F
CHEMBL3972296,0,0,CC(C)(C)Nc1ncc2cccc(-c3cc4c([nH]3)CCNC4=O)c2n1
CHEMBL3668545,0,0,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CC4CN(C(=O)CO)CC4C3)cc12
CHEMBL2181297,0,0,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)cc1-c1ccc(C(F)(F)F)nc1
CHEMBL3246295,0,0,CC(C)(C)NCC(O)COc1ccc(-c2ncc(-c3ccccc3)[nH]2)cc1
CHEMBL1922138,0,0,COc1cccc(CNC(=O)c2[nH]c3cc(-c4cn[nH]c4)ccc3c2CN(C)C)c1
CHEMBL3896124,0,1,Cc1nc2cccc(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)(C)C
CHEMBL3974046,0,7,Cc1nc2ccc(F)c(-c3cc4c([nH]3)C3(CC3)NC4=O)c2nc1NC(C)C
CHEMBL2005387,0,0,CC(C)(O)CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1
CHEMBL3668415,0,0,O=C1CCCN1CCNc1cccc(-c2ccnc3[nH]c(C4CCNCC4)cc23)n1
CHEMBL3799228,0,0,O=C(NCCNc1ccccc1)c1ccc2[nH]nc(-c3ccncc3)c2c1
CHEMBL4105646,0,0,Cc1n[nH]cc1-c1cc2nc(CN3CCC(c4ccccc4)C3)[nH]c(=O)c2s1
CHEMBL548690,0,0,CS(=O)(=O)c1cccc(-c2cnc3[nH]cc(-c4cccc(CCN)c4)c3c2)c1
CHEMBL4170317,0,1,Cc1cccc(S(=O)(=O)Nc2ccc(C3(O)CSC(=S)N3Cc3cccnc3)cc2)c1
CHEMBL2296624,0,0,Cc1nnc(-c2ccccc2-c2ccc(CN3CCNCC3)cc2)o1
CHEMBL3951910,0,0,NC1CCN(c2ccncc2-c2cc3c(-c4ccccc4F)n[nH]c3cn2)CC1
CHEMBL4111247,0,1,N[C@@H]1CCCN(c2ccncc2-c2cc3c(-c4ccccc4F)n[nH]c3cn2)C1
CHEMBL3634793,0,0,N[C@H]1CCCN(c2ccncc2-c2cc3c(-c4ccccc4F)n[nH]c3cn2)C1
CHEMBL1921984,0,0,CC(C)NC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1
