feature,importance,std_dev
fp_757,0.0014897579930261752,0.000861523708790549
fp_1750,0.0014849057662246646,0.00038785062826206343
hba,0.0014843913026013178,0.0006548048198016933
fp_698,0.0014704545728064788,0.0007572714826668396
fp_1385,0.0014661896491736438,0.0006787586439942814
fp_2007,0.0014635640863112087,0.00016030215457722222
fp_146,0.0014292618870915153,0.00030270877816281354
fp_1098,0.0014207986163465858,0.00048038888874025223
fp_1598,0.0014171072088245084,0.0003773445797701245
fp_1044,0.0014118662972918195,0.0009508609849275705
fp_638,0.001407214752448449,0.0006355124489747112
fp_678,0.0014070007914344317,0.00024377929012156917
fp_1285,0.0014031379945956379,0.00023201047466836925
fp_1242,0.0014022086473946204,0.0006811274001094415
fp_744,0.001392757884544027,0.0002827379540689017
fp_2000,0.0013672609927649181,0.00036020908647759847
fp_1564,0.001364492063428524,0.0005116306133173799
fp_1502,0.001356122404967186,0.00046741810485428833
fp_1756,0.0013426877357526124,0.0003856597213813523
fp_1438,0.001328891039962654,0.0007665239728055249
fp_345,0.0013275877060549002,0.0004678019750808683
fp_1274,0.0013242664374297996,0.0007971012959663835
fp_684,0.001324193386620731,0.00021339839482471815
fp_1602,0.0013229502600710541,0.0010406203209393432
fp_417,0.0013076659473544305,0.00040305014804658244
fp_74,0.001303197537713463,0.00043053521249374955
fp_1016,0.0012914721878145353,0.0003243640540450426
fp_1279,0.001291406960138164,0.0002667751876381189
fp_896,0.0012814658569859417,0.0006403385461988749
fp_166,0.0012810739663034365,0.00030495686056728144
fp_622,0.001279625123571737,0.0007666280828532504
fp_380,0.0012774218271191851,0.0005464465245351765
fp_1831,0.0012769332427739143,0.00042648886519033836
fp_612,0.0012709966512879812,0.00023642567625902438
fp_790,0.001264317495411671,0.0008300301412212381
fp_1679,0.0012595475732672724,0.00035526467237045764
fp_1035,0.0012512981503094212,0.0006259134636836357
fp_268,0.0012145729003308903,0.0007271021562167787
fp_193,0.0012116469181656432,0.0007249628151914039
fp_1826,0.0012072165536827439,0.00024945255711463074
fp_1706,0.0012043753799779954,0.0012942221532698354
fp_323,0.0012010308298816108,0.0005380172552129655
fp_650,0.001195959356037224,0.0005601095619279565
fp_133,0.001190431978957318,0.0008156561555722326
fp_705,0.001181939405716248,0.0007008972375130405
fp_495,0.0011797961306217574,0.000448514527497633
fp_1670,0.001175352106105576,0.0004243284856985575
fp_643,0.00117227186904163,0.00018624263915054042
fp_1617,0.0011712254180227476,0.0002521770103564904
fp_936,0.001168365958802764,0.0008351078419916272
fp_539,0.0011480622162606923,0.0003133720494912873
fp_474,0.0011440889734780635,0.000335453909058089
fp_966,0.0011432232991884562,0.00016461280532611584
fp_923,0.0011423109302234557,0.00034740282097008355
fp_671,0.0011405350382292178,0.0005736541631944715
fp_1635,0.001128271367970024,0.00030677016863704047
fp_1384,0.001127067585166519,0.0013848317484886571
fp_1981,0.0011180385166869923,0.0003040209062470387
fp_1415,0.0011162013131006399,0.0004489956655400135
fp_1357,0.0011118964242107677,0.0004834026489337152
fp_1607,0.0011042785953488288,0.0004301385482778413
fp_283,0.0010929135212837337,0.0007058924982074045
fp_1411,0.0010852065052278537,5.9106221050645385e-05
fp_1329,0.0010848603460424044,0.0002547888576069115
fp_1573,0.0010838979327323361,0.0004692776864977762
fp_712,0.0010779326948967105,0.0003188720305169529
fp_939,0.0010773531451613526,0.00035517734972058363
fp_1735,0.0010725338439282251,0.0002708435948612248
fp_1955,0.0010723995454644975,0.0002506798154401377
fp_65,0.001070993636154327,0.0005147496538311236
fp_1323,0.0010669356912839767,0.00025900377931582677
fp_250,0.001064477096155847,0.0003770953376992828
fp_1300,0.0010610653489454558,0.00043489602553500455
fp_987,0.0010365943917791886,0.0005711115674623426
fp_1027,0.001035405593703609,0.0003514074206517388
fp_728,0.0010316770975254518,0.0007953332029117399
fp_2022,0.0010308003061049176,0.00015817210286620743
fp_1915,0.0010289257954577025,0.0006309352022988934
fp_61,0.001026999845744303,0.0004320802979833783
fp_888,0.00101338453541151,0.001360934209306881
fp_933,0.0009937295787648015,0.0005299792569296542
fp_1538,0.0009932222961186233,0.00037558081399989004
fp_2028,0.000990858752148438,0.0002364186729090608
fp_317,0.0009888098106333842,0.0001815292589489668
fp_764,0.000988395493942984,0.0009808687599099442
fp_630,0.0009835041402028511,0.0004233072540277111
fp_739,0.0009802259105880617,0.0009385393410113013
fp_459,0.0009790948005586665,0.0002411992142677647
fp_639,0.0009757929844283364,0.00023549167929385416
fp_168,0.0009746895829184199,0.0002625445802641919
fp_1216,0.0009716108117654221,0.0006727363082075522
fp_666,0.0009589203002981384,0.0001368990781145551
fp_436,0.0009552897759762313,0.00025225954276014885
fp_1853,0.0009512180903720857,0.0002318786124961297
fp_1278,0.0009465342131779186,0.0004026374496231099
fp_1261,0.0009417559768128081,0.00014980803221891742
fp_883,0.0009298350337154426,0.00044648651005523975
fp_1783,0.0009269649802785551,0.0004836051184946849
fp_1028,0.0009206019352852923,0.0003965000516733914
fp_265,0.0009202032169816965,0.0005071087022330882
fp_944,0.0009186441327375227,0.00038278390298864435
fp_1796,0.0009186092298666626,0.00043004944447995534
fp_826,0.0009100195219033935,0.0003650901885686063
fp_1030,0.0009085712963707415,0.00022642165645974337
fp_1561,0.0009071651296991945,0.0003149617550845974
fp_107,0.0009070750628499491,0.0002454294290144825
fp_378,0.0009050067310353738,0.00037262189002233064
fp_777,0.0009024259148616709,0.00036255775229768086
fp_847,0.0009018716313427654,0.000302079066865187
fp_245,0.0008985659557950055,0.0005379833056447787
fp_1872,0.0008937831929381357,0.0003326276046590512
fp_1886,0.0008935088841641736,0.0005092107151575498
fp_147,0.0008916122088579615,0.0004853411970610813
fp_165,0.0008910167235800959,0.0002880743844505844
fp_1391,0.0008893564615911398,0.0005024114635527377
fp_425,0.0008818163798063772,0.00046641940974229894
fp_1574,0.0008812075789886408,0.000996100459175309
fp_649,0.0008770431942040525,0.00024719864723580457
fp_726,0.0008740961548650894,0.000300203570583986
fp_363,0.0008717189923917124,0.00037975527118932215
fp_1655,0.0008714282150892316,0.00027433793937993114
fp_1308,0.0008706037089490914,0.00025101875003011076
fp_1440,0.0008650792886057745,0.0004627199888928023
fp_1562,0.0008545507877203873,0.0009249058989460702
fp_781,0.0008490511024523695,0.00032400116734247725
fp_381,0.000847948791624864,9.812253156474236e-05
fp_1097,0.000847275224020172,0.00015822679915792243
fp_809,0.0008452663196758525,0.00037135844170955746
fp_1528,0.0008337056752272698,0.0002933209529654523
fp_1057,0.0008332323227454808,0.0003889349227872449
fp_128,0.0008285317122679548,0.00016122434266221757
fp_506,0.0008284157309264017,0.0003670043969009191
fp_1435,0.0008259488375171209,0.00040973274237566566
fp_1818,0.0008238485577395371,0.0005044786604717341
fp_1919,0.0008129718742923675,0.0003748609465155305
fp_1729,0.0008086909140175624,0.0005435357993152041
fp_241,0.0008080565717251131,0.0004616180097776753
fp_898,0.0008076865235173258,0.0005914620501913463
fp_664,0.0008027915037850386,0.00017314090583031184
fp_508,0.000787722662123902,0.00024801300475638176
fp_610,0.0007869828413222812,0.0005123243233822326
fp_680,0.0007846053281739928,0.000288374400188779
fp_210,0.0007772989170802935,0.00022653167640283002
fp_182,0.000775690319125033,0.00036160065667738517
fp_1287,0.0007701810063691416,0.00028323396397178676
fp_1276,0.0007666164913023632,0.00036509502253462907
fp_222,0.000765725367297887,0.00031497314787765703
fp_1484,0.0007620816538454811,0.0003038131165805189
fp_2036,0.0007613020746685794,0.0008463033473222468
fp_1181,0.0007590504814477317,0.0007600705696791843
fp_1182,0.0007547319514425554,0.0003177060300312662
fp_1257,0.000744947698041587,0.00037360117113315
fp_1124,0.0007434748441160988,0.0006780259244414144
fp_1365,0.0007432841072543273,0.0002822333709889838
fp_204,0.0007366552640913904,0.00031956560190661624
fp_713,0.0007337028420059122,0.00016356875137196058
fp_985,0.0007328361167655562,0.00044841429508406846
fp_160,0.0007280490683141405,0.0003740713492512291
fp_1568,0.0007195319497211416,0.0003478181902337068
fp_12,0.0007192610909114938,0.0005401645589021599
fp_1866,0.0007175806345511848,0.0005220361238056558
fp_894,0.0007168152608029831,7.77926087750914e-05
fp_1983,0.0007154452689102087,0.000182218798395996
fp_226,0.0007151405465737337,0.0006320232662504013
fp_1063,0.0007133621166449222,0.00040013175710341953
fp_467,0.0007055581505184038,0.0002981581271759424
fp_1176,0.0007045265121746969,0.0003175031151834555
fp_1638,0.0007040458221577728,0.0005937959914375596
fp_1206,0.0007029601082791271,0.0006621355858948304
fp_190,0.0007010971253389453,0.0005129458975667325
fp_1271,0.000690379727485535,0.001189214225864392
fp_634,0.0006859188195577293,0.00023885625177420212
fp_808,0.0006846953757082775,0.000282380408033295
fp_1332,0.0006818307020239001,0.0002352087149119301
fp_96,0.0006805822817608665,0.00018265070877068602
fp_1601,0.0006790914501420664,0.00015032478663787985
fp_1847,0.0006724551842917315,0.00015613389599941966
fp_1131,0.0006715316283612438,0.0004816652532055574
fp_280,0.0006697809188526804,0.0002931893971176586
fp_272,0.0006683219542043206,8.211731567850118e-05
fp_789,0.0006670022001404652,0.0006241441118677427
fp_215,0.0006634942224255536,0.0005280355826783583
fp_1347,0.0006606072098938931,0.00031575317344930705
fp_95,0.0006603231248728303,0.0004835366815421238
fp_491,0.0006562336416761738,0.0021258658103864717
fp_676,0.0006556823263590861,0.00022536801966115347
fp_1943,0.0006500806176425788,0.0002715722170650921
fp_1908,0.0006481378514339164,0.0005758182639358948
fp_276,0.0006447348056459523,0.00033795207878374594
fp_1355,0.0006412594417985584,0.0002504433010853074
fp_257,0.0006396500793222515,0.0003902292506112512
fp_1946,0.0006391212041497729,0.0007728597554902027
fp_1966,0.0006379680732583548,0.0002474822592338297
fp_167,0.0006378188296857878,0.00023810972841769166
fp_252,0.0006361072468639151,0.00010255836829161387
fp_1409,0.0006349318104751589,0.0002931303902429275
fp_1296,0.0006348629946222983,0.00028115623499724884
fp_510,0.0006329951272742385,6.405062123123435e-05
fp_1461,0.0006277597639914978,0.00010423776706658839
fp_219,0.0006264389323203723,0.0002707060293188806
fp_1527,0.0006263288397420963,0.0008013944203126888
fp_1378,0.000624610058942543,0.00031095477349539594
fp_1771,0.0006236951298317361,0.00044781341230319693
fp_1301,0.0006231602265140967,0.00016706987464241895
fp_1901,0.0006220749964884531,0.0008190438663758545
fp_1817,0.0006172391245370168,0.00054826869565142
fp_221,0.0006159362257422085,0.0003097840781343913
fp_824,0.0006156239175602041,0.00033255429685468676
fp_1887,0.0006095955108788908,0.00020194645693706763
fp_1869,0.0006091642266212061,0.000312134945486162
fp_1312,0.0006060485953051309,0.0002968813609679127
fp_1571,0.0006033443794191129,0.0002940608214661436
fp_1487,0.000601287134520434,0.0001343331614470739
fp_965,0.0006004720232360095,0.00046296908536422337
fp_953,0.0006003178080965732,0.00016975771036895605
fp_227,0.0005964119111004695,0.00044734979848443405
fp_8,0.0005942131428717356,0.0003311066285367781
fp_138,0.0005869105639655814,0.0020394388823268524
fp_1661,0.000586631652029479,0.00028439467057752226
fp_149,0.0005864425212751323,0.0005753246566235373
fp_559,0.0005801981713574378,0.00043558838315989237
fp_348,0.0005787640067559163,0.00013049909494646658
fp_1149,0.0005730635936251893,0.00014303573999958636
fp_1133,0.0005719054648406496,0.00016984345487128003
fp_528,0.0005717619283194475,8.366874072507843e-05
fp_617,0.0005703115196552755,9.7769620038399e-05
fp_759,0.0005694233345449939,0.0001130562317393639
fp_957,0.0005629674223295966,0.00037070872123420157
fp_771,0.0005605814136375953,0.00018820915515580284
fp_1155,0.0005586915256908132,0.00014022804922988983
fp_758,0.0005562585253783281,0.0001619399595528381
fp_723,0.0005527852083525353,0.0003736904157219593
fp_1062,0.0005525868496499831,0.0003902708125705098
fp_111,0.0005525687675387303,0.00023708739408325995
fp_232,0.0005498617308293818,0.0001410217653375982
fp_209,0.0005487450632905677,0.0006632331646749014
fp_1731,0.0005486284207742997,0.00012875878778634799
fp_311,0.000548375086228936,0.0003285384410018075
fp_1291,0.0005483124540752282,0.0003678366047344567
fp_741,0.0005471846622661092,0.0003639128108753606
fp_37,0.0005437383439696131,0.00019794854054380902
fp_1223,0.0005435217122359059,0.00011168426739423838
fp_1121,0.0005429964133112586,0.0007162344024272689
fp_1542,0.0005408559206085073,0.00010843927715076226
fp_930,0.0005406850572973632,0.0003262879960421486
fp_1350,0.0005387546119231424,0.0002748546748141732
fp_1939,0.000538534345296604,0.00010490822649111894
fp_1138,0.0005355355698362096,0.00019853873438911249
fp_390,0.0005352715232955108,0.00035779527441416554
fp_915,0.0005342998602978933,0.0002879030807085581
fp_1158,0.000532885678689965,8.3982078479268e-05
fp_1096,0.0005279231964585796,0.00038886391474666636
fp_961,0.0005251994000591287,0.00024601072226236906
fp_1196,0.0005193419672747446,0.0002566048136253258
fp_1920,0.0005192449722005721,0.0002571497686285524
fp_1803,0.0005176814413909714,7.749400477830652e-05
fp_451,0.0005165040945175781,0.00021597399828523714
fp_1929,0.000515431763407892,0.0001934605120634832
fp_1959,0.0005148331400994577,0.0002153837839030721
fp_1545,0.0005147864485521625,0.00022312275412252722
fp_645,0.0005135076564288354,0.00012704318821347616
fp_854,0.000512256768479391,0.00017338678488896254
fp_141,0.0005080173485483286,0.00020602856351504962
fp_13,0.0005073198270512779,0.0002620117581420804
fp_1120,0.0005057775003358689,0.0004712875499959903
fp_1099,0.0005050278943855124,0.00015103154796339917
fp_1134,0.0005047324327878355,0.0006545484613754197
fp_1634,0.0005001568125777122,0.00015808155692794814
fp_1469,0.0004968295577433502,0.0004306472254501589
fp_1926,0.00049568658133603,0.0002938208284401651
fp_1720,0.0004950338917546482,0.00028442816962649377
fp_1478,0.0004944528806071879,0.0011250812295533529
fp_1722,0.0004937907208733439,0.0003154256770405344
fp_1516,0.0004937306857202284,0.00013060407151993495
fp_885,0.0004921603488132309,0.0005927602091674099
fp_175,0.0004919981957249408,0.00013052590300527184
fp_2021,0.0004913953500307322,0.0003465347789119515
fp_497,0.0004911162011777437,0.0003154049827318351
fp_448,0.0004910175188911792,0.0005121532432934988
fp_1579,0.00048727323281723135,0.0005109611375941687
fp_329,0.0004871387314055564,0.0002073430362664897
fp_1547,0.00048639017714775524,0.00041590582264990354
fp_242,0.0004861145091355823,0.0005256788313783005
fp_1944,0.00048518666126753376,0.0001830794839417008
fp_1322,0.0004836591746814944,0.00015893379806679114
fp_427,0.0004813700316453895,0.00015501814500544297
fp_1697,0.00048118271655217537,0.00017367809886273562
fp_1626,0.00048069421586418584,0.00024766291735514134
fp_567,0.0004781014699428932,0.000297028857297905
fp_1418,0.00047472631912146566,9.126237010179247e-05
fp_1356,0.00047116358927172807,7.581259544227948e-05
fp_1160,0.0004702139357585677,0.000754132461615022
fp_349,0.00046640469583656417,0.00016504253836547317
fp_326,0.0004641299221170181,0.0002964107479980559
fp_732,0.0004618858720694119,0.000383007895402398
fp_336,0.0004613878630986834,0.0003215580640661385
fp_105,0.0004611077072751657,5.488084029146549e-05
fp_797,0.0004591326471971691,6.532535540600885e-05
fp_1805,0.00044974601209473163,0.00015825994064130134
fp_1935,0.00044722115516724335,0.0005113259719639815
fp_15,0.00044718752146009064,0.00030882317602702673
fp_653,0.00044570214697634556,0.00021948232410817913
fp_1999,0.0004439724195288708,0.00039701396259695076
fp_1441,0.0004438663403351528,0.00046694094033720556
fp_81,0.00044015873092349,0.00022728787491378656
fp_2046,0.0004376640358732198,0.0008386143429261557
fp_552,0.00043520690613156886,0.0009914840284725051
fp_1159,0.0004340321585480034,0.0003664819517060239
fp_1410,0.0004329237297252764,0.00039890392757933256
fp_940,0.0004324156047684102,9.415378157266689e-05
fp_876,0.00043190058744522195,0.0003161731338969135
fp_46,0.0004276536574666423,0.0002480528060464215
fp_225,0.00042734675029709734,0.0004267880435910004
fp_862,0.0004255681604713235,0.00023714037410447927
fp_1725,0.0004237978146279797,0.00011984971332151019
fp_1211,0.00042191782804963386,0.0002985672634272702
fp_1189,0.00042137106094983776,0.00017057641784684163
fp_1295,0.0004210979865223452,0.0003552190252489578
fp_667,0.0004208554733287517,0.0003085162652547175
fp_172,0.0004204651455360198,0.00026995825012575734
fp_1934,0.0004196844149440437,0.0004791025667459207
fp_1961,0.0004185527353177898,0.0001130977934776514
fp_289,0.0004172174607192325,8.514794704165461e-05
fp_1739,0.0004155791694646638,0.00022224777393996736
fp_99,0.00041497295450065863,0.0002754106562584061
fp_1315,0.00041390844070579027,8.510646957816176e-05
fp_484,0.00041347899026080717,0.00034646077645554985
fp_1893,0.00041217008570595406,0.00012984157410019602
fp_997,0.0004107528169513985,9.079755629739439e-05
fp_1773,0.0004098290225315271,0.0005533641372260977
fp_496,0.00040911436819304205,0.0002869577970606296
fp_1980,0.000408908237026373,0.00023067992811717284
fp_1430,0.00040756179690937255,0.00020060836209295644
fp_640,0.00040564438940540184,0.00022716405194245752
fp_967,0.0004026321788969334,0.00014767870461454647
fp_889,0.00040149445840542697,0.00014107477040057784
fp_502,0.00039891311566937483,0.0002774250402235551
fp_214,0.000398229050103982,0.000154278710058253
fp_1930,0.00039716796413378217,0.00035694222524676727
fp_1197,0.00039624044840331775,0.00013254771642337733
fp_753,0.0003953990925432693,0.0001466008076920274
fp_1179,0.0003951516411212941,0.00019904012731170577
fp_584,0.00039351075650617684,8.275980894692152e-05
fp_840,0.0003915001432230891,9.394308764838282e-05
fp_657,0.0003888884776744206,0.0001990949786521038
fp_1662,0.00038877413228946003,0.00023464047454158768
fp_920,0.00038756366252514776,0.00024544175048973085
fp_195,0.0003864531302415042,0.00024699579836245337
fp_1721,0.0003856497685935878,0.00016398031959384869
fp_1183,0.0003848843748368358,0.00028558545304846196
fp_813,0.00038474222241573485,5.9569433720352525e-05
fp_1017,0.0003829316762425927,9.164452930014651e-05
fp_1227,0.00038137478439030924,0.00029441471772095163
fp_703,0.0003808995046122643,0.0002038673770781904
fp_90,0.00038087673697038136,0.0007116134071536367
fp_426,0.00038011207125361325,0.00042197963872856543
fp_1491,0.0003800563662655465,0.00041983976775152596
fp_828,0.00037924146775605296,0.0007994260150655871
fp_1009,0.0003789872525453486,0.00022080475812153848
fp_1555,0.00037722747683601734,0.0001221525976941062
fp_501,0.00037716916435173167,0.00014254455535593483
fp_32,0.0003770410154405379,0.00034216832194361896
fp_84,0.0003770198796606783,0.0003221907715723709
fp_296,0.0003769619547705494,0.00033520779255549965
fp_546,0.00037692294604296794,6.424708421897967e-05
fp_2034,0.0003757414824536287,0.000637772902014843
fp_1465,0.0003747710390096026,0.0007652697218367798
fp_942,0.0003736494701687132,0.00013182234782698702
fp_1774,0.00037316252541446103,0.00010442540493651374
fp_1153,0.0003703131051431052,0.0001857139115369867
fp_1616,0.0003702291485842446,0.0001324656935108926
fp_1938,0.0003701356246053944,0.00036525971541853663
fp_1786,0.0003692244266328082,0.0003711522717658842
fp_690,0.00036602451779417234,0.0003740687466642745
fp_2018,0.00036282379937517816,0.00035683089344770713
fp_524,0.0003618310398627145,0.00019096673228385968
fp_591,0.00035675817345028895,0.00014809619148439303
fp_1594,0.00035628614594993555,0.00020334164780095874
fp_1975,0.0003551786285242109,0.0002861953599700261
fp_458,0.0003551258377930022,0.0018620178052735964
fp_1641,0.00035368944373677104,8.941340947011245e-05
fp_535,0.000351214052057891,0.00015624624861118112
