feature,RF_balanced,RF_extreme,XGB_conservative,XGB_aggressive,avg_importance
fp_622,0.005863010338144503,0.0013015123350289257,9.913475e-05,0.0008521959,0.002028963329080165
fp_1790,0.001375215970470289,0.0016173868914370745,0.0043620327,0.00068847585,0.00201077786459402
fp_1506,0.005047872084811942,0.0012611201194355972,0.00047555598,0.0011857897,0.0019925844717632356
fp_140,0.0028012691534062854,0.0018288200610707365,0.0015685848,0.0017579842,0.0019891645499587256
fp_1411,0.0029105813032902703,0.0013261062486950052,0.002673287,0.0009788866,0.0019722152780244978
fp_1088,0.0034994846884625224,0.0028472856608114548,0.00073711656,0.00048260947,0.0018916240928435134
fp_508,0.0002981701426721219,0.00014173912362520878,0.004370593,0.0026670238,0.0018693815167035437
fp_1784,0.0007509949759516688,0.000566289457116715,0.0037969614,0.0023280925,0.001860584572397557
fp_1089,0.0026860051241395996,0.0021329553684150447,0.0011927465,0.0014287479,0.001860113710644553
fp_1642,0.00244624801658068,0.0024283131648878825,0.0024331433,0.00012724032,0.001858736205424566
fp_1728,0.0004670530495235146,0.0002502363439081074,0.0025395562,0.004155768,0.001853153428910096
fp_544,0.0026701890569807477,0.0022090858865668186,0.0012644139,0.0012480866,0.0018479438621276665
fp_936,0.0007893367003098206,0.0014407043394647563,0.002396788,0.0026329067,0.0018149339206615489
fp_1421,0.00015171574134920896,0.0001479436742533779,0.0027401878,0.004116879,0.001789181515920883
fp_798,0.0016995095686809154,0.0004960532400568996,0.002242539,0.0026844689,0.0017806426889637262
stereo,0.004013952494403924,0.002404598497765724,0.00038623816,0.00031269263,0.0017793704449476787
fp_843,0.003356180925478458,0.0027898865608629586,0.00047870594,0.00047675002,0.0017753808629841841
fp_1586,0.0026158280867138667,0.0016755951274397133,0.0012386646,0.0014253004,0.0017388470504715126
fp_699,0.0030421089370738655,0.0026528913939093918,0.00048488434,0.0006400324,0.0017049792686758018
fp_556,0.0021044685503300064,0.0004961895713748493,0.001626694,0.002544652,0.0016930010216775783
fp_1912,0.00021948872177622464,0.000298421633048031,0.0058297836,0.00027935728,0.0016567628138716062
fp_727,0.00037060361552402314,8.44662394612561e-05,0.0050429967,0.0010203636,0.0016296075566530482
fp_1255,0.0024317137103476174,0.0007277280662982311,0.0014520168,0.0018622307,0.0016184223119815612
fp_1633,4.977895371328148e-05,2.9297590574173184e-05,8.050537e-05,0.006280911,0.0016101232676938707
fp_857,0.0008050362150006992,0.00011328344263121629,0.0021193651,0.0033430317,0.0015951791368892295
fp_774,0.0012317282796756538,0.0007931678846006243,0.0029802206,0.0013562561,0.0015903432098777533
hbd,0.0038502309910843796,0.001906008914685318,0.00026719153,0.00027232277,0.0015739385500323827
fp_872,0.0034027079160334054,0.0010491357053171717,0.0005900349,0.0011753982,0.0015543191845416404
fp_40,0.0014195963485935052,0.0012199287430010321,0.0018712113,0.0016729512,0.001545921896198412
fp_43,0.0034411925133693315,0.0018227504253204936,0.0005047652,0.00040712854,0.0015439591673018255
fp_1700,0.004087221732006031,0.0007446887109889652,0.0006781946,0.00063698716,0.0015367730567152833
fp_1550,0.0010442107356682857,0.00044099866257560073,0.002802837,0.0017721077,0.0015150385031691596
fp_309,0.0024963069128570237,0.0012365786837445789,0.0011009275,0.0011304541,0.0014910667993310682
fp_1452,0.001990478782555823,0.0029191056011197134,0.00058940746,0.0002695986,0.001442147607440056
fp_464,0.002613169431926452,0.001618732764512006,0.0009180042,0.00055802,0.0014269816039347639
fp_1549,0.0006509074426688511,0.001759414245849162,0.0018620586,0.0014214294,0.0014234524467624937
fp_1860,0.0008829716459164779,0.0014655068150160972,0.0011065314,0.002207751,0.0014156901850985494
fp_389,0.0013104718533956227,0.0019728430205661024,0.0012915761,0.0010785798,0.0014133676890130138
fp_1264,0.0008052758504912932,0.0008769044947081841,0.0023639686,0.001592341,0.0014096224953307388
fp_303,0.0025652796638093085,0.0016919537361554215,0.0010537072,0.00023446424,0.0013863512125266368
fp_1883,0.0015056621770134931,0.0005986481785767199,0.00037378527,0.0030390716,0.0013792917980983677
fp_771,0.0001949798621129916,2.781600612805151e-05,0.0007014281,0.004538704,0.001365732035936043
fp_182,0.0007815420696798016,0.0017947318818850404,0.0015387546,0.0013191988,0.0013585568153944149
fp_259,0.0032563714686078228,0.0005127707832465968,0.0011146303,0.0005052543,0.0013472567053794935
fp_573,0.0013687582679617497,0.0020470355760852936,0.0016963799,0.00026639615,0.0013446424622123698
fp_379,0.0005557663073969205,0.00041080831936481766,0.0018699273,0.0025408466,0.0013443371229272495
fp_806,0.0027035603305734673,0.0018197392857184154,0.0005247457,0.00028481046,0.00133321393787529
fp_226,0.002739380936140572,0.0010301062908023588,0.0012103393,0.00031361866,0.0013233612837159085
fp_1054,0.001304203747026265,0.0008666484459149941,0.0014725035,0.0016380079,0.0013203409135535238
fp_750,0.003611218202879788,0.0007573201809071514,0.00035721346,0.0005399371,0.0013164222394515296
fp_1786,0.002076334061350239,0.0002211495280495868,0.0006965313,0.0021557119,0.0012874316965211731
fp_1768,0.0007316084530685553,0.00037550211927859443,0.0023611272,0.0016029738,0.001267802884178635
fp_1984,0.0034349287849363545,0.0005251150563304123,0.0006628989,0.0004331831,0.001264031454860639
fp_319,0.003340116633445741,0.0006085950176401865,0.0006325413,0.00047395605,0.0012638022542668169
fp_352,0.0023781336994814074,0.001490484258304801,0.00055761664,0.00061938516,0.0012614049401256531
fp_519,0.00027018119577884234,0.00010299491703776317,0.00068460364,0.003929962,0.0012469354231257298
fp_739,0.002200794870745955,0.0016104152125403536,0.00044097746,0.0006752338,0.001231855329585968
fp_888,0.0021063929938281616,0.0008805029636674189,0.0009181472,0.0010167042,0.0012304368547628474
fp_1285,0.0009461676738766085,0.0005685023490993096,0.0018035548,0.0015948374,0.0012282655640105447
fp_61,0.0005392468292447424,0.00014596475245976258,0.0015811918,0.0026392115,0.0012264037117281276
fp_1454,0.0013330584117824805,0.0004999992269591752,0.0020108924,0.0010548023,0.0012246880860812027
fp_809,0.0027605929641859863,0.001089994631587619,0.00037685139,0.0006409363,0.001217093823316443
fp_974,0.0011304269678408525,0.0020226302862552375,0.00071473833,0.00093619036,0.001200996487096317
fp_911,0.0010530516614141922,0.0015108083815669321,0.0012483458,0.0009657474,0.001194488317480141
fp_1869,0.0004847274321764088,0.00027669979393521004,0.0002936845,0.0036908737,0.001186496369158465
fp_1325,0.0023822576213291726,0.001550555349993616,0.0003418518,0.00039003615,0.0011661752268623073
fp_1992,0.00034221751622002394,4.0136962403279415e-05,0.0022531122,0.0019997372,0.0011588009645444237
fp_1222,0.001520235383609836,0.00016694272443130615,0.0023455035,0.0005939896,0.0011566678176496562
fp_645,6.952969279749294e-05,8.463822885322375e-05,0.004144418,0.00030136268,0.0011499871649186895
fp_1019,0.0015463323062278173,0.0021398694346272044,0.00049693155,0.00038551056,0.0011421609625354517
fp_45,0.0030590586509133574,0.0007466032090259385,0.00044457763,0.0003052214,0.001138865218851355
fp_1589,0.0021531810705847426,0.0011928981634489878,0.00070805,0.00049446884,0.0011371495132334298
fp_1789,0.00011818070118823781,4.263155972407073e-05,0.0014627815,0.0028367103,0.0011150760053083176
fp_1956,0.0026552141041252942,0.0007933703921822034,0.0005522848,0.00041182555,0.0011031737160597309
fp_1519,0.002062817303404508,0.0002910956295759427,0.0015264885,0.0005104055,0.0010977017265268645
fp_372,0.0006319624346004434,0.0005391178023715262,0.0023258368,0.0008888415,0.0010964396391521755
fp_1476,0.0025012351090968996,0.0007951984133548287,0.00037573365,0.0006886363,0.0010902008753251433
fp_736,0.003604669540469929,0.00017839951013068372,0.00039823639,0.00015039292,0.0010829245897673186
fp_1292,0.0014036562855682996,0.0016155421128118976,0.0007014885,0.00059379765,0.001078621142728867
fp_1463,0.00160575795073856,0.00034499443870844517,0.0013737353,0.0009896357,0.0010785308384376544
fp_72,0.0016284094771036883,0.00036158314435709833,0.0014014696,0.0008275552,0.0010547543484982678
fp_421,0.00019609376043737314,0.0010629717453260544,0.001938853,0.0010026396,0.001050139525368322
fp_776,0.0016307027793589894,0.0002683081166592455,0.0010059861,0.0012820053,0.0010467505893405745
fp_407,0.0030268628310787964,0.0004054648225442023,0.0003191139,0.00043434027,0.0010464454547890458
fp_1187,0.001316886623885867,0.00018882906880721424,0.0025438739,0.00012960072,0.0010447975674289494
fp_1693,0.0026797125857665224,0.00018603784610128662,0.0005498837,0.000737502,0.0010382840341987389
fp_969,6.33030613806932e-05,2.37268028947325e-05,0.0005016412,0.0035487835,0.0010343636340018289
fp_875,0.0020785995794008042,0.0012498275657867777,0.00037413643,0.00041666295,0.0010298066327638987
fp_686,0.0004714981270588267,0.00033469909540504404,0.0025185226,0.00078339456,0.0010270285830255809
fp_302,0.001489004074559978,0.000939472565537721,0.00081552763,0.00086006697,0.0010260178095381463
fp_1938,0.00046229047298058224,0.0004021924442823171,0.001908054,0.0013281945,0.0010251828561068294
fp_881,0.0029164190777917843,0.0006231004821076103,0.0002743657,0.00027536042,0.0010223114224686412
fp_491,0.0024843046180171788,0.0008258327970914909,0.00045213389,0.000311704,0.0010184938258699671
fp_591,0.00031362805904833,1.826745389602514e-05,0.002779978,0.0009358621,0.0010119339203104114
fp_458,0.001763748874868794,0.0010803068911595557,0.0006153382,0.0005597082,0.001004775549697922
fp_1811,0.0004842778122870948,0.0006106946441284586,0.0013061865,0.0016089496,0.001002527155815949
fp_1368,0.0014566711132536607,0.0005732442976749697,0.00089936465,0.0010801179,0.0010023494864339513
fp_965,0.0012791721734659908,0.00022748257280000457,0.0014920265,0.0009709164,0.0009923994140452488
fp_142,0.001032367496481343,0.0017607815608511527,0.00075539737,0.00041250742,0.000990263461664802
fp_692,0.001091298218110383,0.0008566903580095353,0.0012771616,0.000712152,0.000984325552558099
fp_1366,0.0014364312979216164,0.0007583048654592199,0.00078771746,0.00089086225,0.0009683289707795021
fp_489,0.0019197095502601366,0.0010239176616030402,0.00031220578,0.0006101086,0.0009664853994948795
fp_191,0.0023774232565268237,0.000653453136125683,0.00053954567,0.0002906036,0.0009652564176743019
fp_1349,0.0010346217724278284,0.0007191627703526287,0.0008073162,0.0012477562,0.0009522142357584308
fp_1928,0.0019451173331301158,0.0014848233586295925,0.00013977058,0.00021480245,0.0009461284301259767
fp_194,0.0015750332160657584,0.00015297310275520914,0.00019982387,0.0018407309,0.0009421402720395362
fp_148,0.0005851140158195607,7.911166769556839e-05,0.00046381692,0.0026088934,0.0009342340105132157
fp_1440,0.0007458235912263032,0.0011840084410650214,0.000993624,0.00081312674,0.000934145687815294
fp_935,0.0018616886443148651,0.0007419138610963779,0.0003922548,0.0007379022,0.000933439870279105
fp_1670,0.000847357920955958,0.0005689100299286122,0.0011039366,0.0012113099,0.0009328786127398584
fp_788,0.000955151670037715,0.00029671316398062394,0.0007939804,0.0016841022,0.0009324868600304025
fp_2021,0.0006385196593140381,0.00037742790553973234,0.0012026485,0.0014664265,0.0009212556507844584
fp_80,0.00227846857144074,0.0009915900295136477,0.00015628687,0.00020578668,0.0009080330381171434
fp_1065,0.0019515651775665372,0.00035207750422632027,0.0007230118,0.0005437463,0.0008926001889613723
fp_1946,0.0010887475962977056,0.0006509227569172495,0.00084568874,0.0009767936,0.0008905381705192267
fp_979,0.001434039154274619,0.0002992219591873233,0.0012129446,0.0005645237,0.0008776823552178444
fp_1078,0.00021670208690586164,6.243462122217387e-05,0.0009621999,0.0022486285,0.0008724912787160726
fp_472,0.0020189484389948166,0.0004246727035801956,0.0005159759,0.0005076965,0.0008668233722665947
fp_887,0.00027271654459559426,3.8842270683095186e-05,0.0,0.0031521053,0.0008659160185141068
fp_1335,0.00027908760006945384,0.00041076513201717405,0.0014349609,0.001334972,0.0008649463953548295
fp_1810,0.002126646960092595,0.0006162106029834902,0.00039836697,0.00027902357,0.0008550620277527512
fp_926,0.0016586713221469057,0.0009164230000214884,0.00046644564,0.00037758445,0.00085478110255374
fp_171,0.0013136244149608359,0.00078190838537694,0.00091729534,0.00040043922,0.0008533168421211912
fp_1060,0.001773451195533101,0.0005876162008841061,0.000336982,0.0006925654,0.0008476536969109306
fp_1097,0.0015555241913718283,0.0010185544011839635,0.00025646618,0.00052856404,0.0008397772033559644
fp_1609,0.00025426819068284894,0.0001587583123869509,0.0015328109,0.0013906931,0.0008341326217089101
fp_1917,0.002162824543281015,0.0005396871025780973,0.00017896981,0.00043495066,0.0008291080309441325
fp_252,0.0004040997242875837,0.00038335873251147713,0.0019185605,0.0005818359,0.000821963713324547
fp_1866,0.0014203873704806086,0.0006186109493155622,0.0005943662,0.00065124815,0.0008211531734631573
fp_1639,0.0002158991243513052,0.00010449390488042961,0.0010180592,0.001928785,0.0008168093093214948
fp_1957,0.0002916471869652124,0.00016671838636782784,0.0011723291,0.0016271893,0.000814470994931046
fp_1114,0.001944922057772216,0.0006818519658632621,0.0002817628,0.0003479887,0.0008141313825324591
fp_1250,0.0002737647505410731,0.00014207793474341923,0.0006896683,0.0021458147,0.0008128314211253144
fp_2004,0.0009053838463049858,0.0005246585622440735,0.0010894665,0.0007206226,0.0008100328778738203
fp_751,0.0024560423017108337,5.1392256537076465e-05,0.0003550044,0.00037479465,0.0008093083990117874
fp_2010,0.000556289725307029,0.0010643926525666328,0.0011105821,0.00050517416,0.0008091096714005627
fp_980,0.001370566403585194,0.0006501778946089383,0.0003881005,0.00081687805,0.0008064307141072507
fp_1224,0.0011013759581262109,0.0007044474647035103,0.00040930219,0.0010028015,0.0008044817684802944
fp_949,0.000441881721384287,0.00011058772596693048,0.0014198225,0.0012165923,0.0007972210417741836
fp_959,0.0005227004479721225,0.00017319509388177086,0.0019296655,0.0005435839,0.0007922862187083038
fp_1582,0.001803147552243552,0.0004508696387231274,0.00034893246,0.00054063956,0.0007858973037116041
fp_1918,0.0024870542415497093,9.436971576835187e-05,0.00039771377,0.00016404227,0.0007857949988853636
fp_715,0.0020554414634483863,0.0005908627280549414,0.00028820697,0.00018916577,0.0007809192332366081
fp_932,0.0005566794714085386,0.001370701372945232,0.000574259,0.0006144527,0.0007790231287616952
fp_268,0.0004948565880884461,0.00037046420621767486,0.001102888,0.0010835426,0.0007629378531182611
fp_1887,0.0006894348598597382,0.00025151551375166714,0.0018059529,0.0002936266,0.0007601324589236154
fp_764,0.0007250545671883905,9.847350034507343e-05,0.0012722524,0.0009351141,0.0007577236460867749
fp_1288,6.765817782399566e-05,0.0005769665168637163,0.00094265566,0.0014366267,0.0007559767535350813
fp_51,0.0011602691251563046,0.00041332443749447854,0.00044754596,0.0009856252,0.0007516911799775693
fp_1160,0.0014601694921593032,0.0006783312582153647,0.0005334386,0.0003318082,0.0007509368827060481
fp_204,0.00016061644886511135,0.00010714193170957472,0.0025913077,0.00012155997,0.0007451565226975479
fp_674,0.0018306229282137856,0.0005410185476994258,0.0002473129,0.0003488725,0.0007419567236143872
fp_4,0.0005441469781914857,0.00024043961246232912,0.0013288324,0.0008454468,0.0007397164298301955
fp_807,0.0020862219777375156,0.0004552583861622289,0.00022445824,0.00018978705,0.00073893141504235
fp_1815,9.821130601069768e-05,1.9015843208810816e-05,0.0010814855,0.0017518052,0.0007376294683258224
fp_1245,0.00167059551343995,0.00015810315501372686,0.0003457441,0.0007651404,0.000734895793735474
fp_1958,0.0004329828860110291,0.0001279887209127449,0.0014526134,0.0009208062,0.0007335977981403805
fp_60,0.0007362313049486545,0.00015558869346390892,0.001069142,0.00096249575,0.000730864440387856
fp_1724,0.0006313240810508302,0.0005582633919634237,0.0008986882,0.00083028025,0.0007296389837474273
fp_790,0.0016786948701164187,0.0006129982084807961,0.00036067652,0.0002610504,0.0007283549974116377
fp_1840,0.0012365448528412332,0.0005029382225547565,0.00063753367,0.00053497095,0.0007279969240056396
fp_1163,0.0018364718876644813,0.0005033421114981747,0.00030790124,0.00025272524,0.0007251101185175694
fp_1971,0.0008494116419397845,0.00014238533781055503,0.0010908754,0.00081393035,0.0007241506736201282
fp_1384,0.0016862265242079373,0.0006129329436357003,0.0003094519,0.00028032166,0.000722233255375013
fp_561,0.0007991127951315945,0.001245476511145112,0.00046803325,0.00037288934,0.0007213779727584788
fp_516,7.460363156659868e-05,3.451078930810784e-05,0.0014780695,0.0012915247,0.0007196771545090506
fp_1305,0.0022845508498921916,0.00016075481096361013,0.0002388235,0.00015215996,0.000709072281001097
fp_602,0.001176405758580815,0.0005496871333353536,0.0006672336,0.00043754294,0.0007077173589285235
fp_1634,0.0015322551300553104,0.0005952681556203086,0.00037966555,0.00032303255,0.0007075553473815816
fp_1028,0.0015647385798682684,0.0007266694753329309,0.00035525914,0.0001759175,0.0007056461746909257
fp_1369,0.0003568366440794484,0.001116592662167467,0.000776724,0.0005642817,0.0007036087588231585
fp_1101,0.0011008181303584247,0.0007206177040429118,0.00058966305,0.00037331958,0.0006961046145015985
fp_1564,0.000629068296619294,0.0002996960356575201,0.0007836965,0.0010549434,0.0006918510586733577
fp_1689,0.0013296638818797058,0.0004906137243536566,0.000654428,0.0002911798,0.0006914713471437256
fp_1317,0.0004339303307527772,0.0006466175338659555,0.0008356037,0.0008378433,0.0006884987082041388
fp_1295,0.0005835212215713051,0.0007582494517905818,0.0006576995,0.0007490428,0.0006871282333054814
fp_1965,0.00024084720561258217,9.052495363310293e-05,0.0010333393,0.0013762924,0.0006852509737227299
fp_339,0.001053730119911844,0.0002652312927783044,0.00074571744,0.00065418147,0.0006797150785679782
fp_2034,0.0013817562064636093,0.00017895704892916968,0.000670365,0.00048722976,0.0006795770031950484
fp_656,0.0014188908669239928,0.0004800635834598664,0.0002886416,0.0004929885,0.0006701461395127891
fp_671,0.0007296549510449465,0.0002844832307966814,0.001346747,0.00031969062,0.000670143960429978
fp_1385,0.001035637482646056,0.0008361627709016214,0.00027961086,0.0005221007,0.0006683779574017845
fp_732,0.00022021155856104827,5.0011786046245407e-05,0.0009257807,0.0014481506,0.000661038658448033
fp_1161,0.0013026054053543532,4.2833336611666324e-05,0.0012048357,8.9411165e-05,0.0006599214059979095
fp_503,0.0009506463028524445,0.0006519490612800976,0.0006479672,0.0003794585,0.0006575052715296903
fp_1929,0.000664940534165202,0.0009106919392972787,0.00054255285,0.000508398,0.0006566458290929989
fp_68,0.00058163983967473,0.00020191525559813691,0.0016412605,0.00019352058,0.0006545840338402851
fp_950,0.0008532406756218171,0.0007646459481904217,0.00051514216,0.00045414694,0.0006467939318337839
fp_312,0.0008871715179570357,0.00018759612532990642,0.0007356149,0.0007718588,0.0006455603363409411
fp_1268,0.000637305604978548,0.00030764041380373935,0.00078573165,0.0008445951,0.0006438181879438533
fp_2009,0.0014675111071915164,0.0003448070474892295,0.0002954062,0.0004665234,0.0006435619407741395
fp_878,0.00029304184994579985,7.726380883600896e-05,0.000873316,0.0013205915,0.0006410533064040126
fp_1057,0.0014911025742896545,0.0006441320570209287,0.00020702039,0.00022021346,0.0006406171217249691
fp_1744,0.0003100109617267815,0.00011270557685885212,0.0010868729,0.001051831,0.0006403550918157922
fp_1897,0.0006837947327056917,0.0009132459389008666,0.0005733126,0.00039094617,0.0006403248527164131
fp_1197,0.0012704071767123803,0.0003308065160752428,0.00047846252,0.00048063684,0.0006400782626256249
fp_1524,0.0013810374923480782,0.0004215955331600077,0.00029322106,0.00044742544,0.0006358198816449592
fp_607,0.0007033441246246615,0.0002703715249410876,0.0010550028,0.00049910176,0.0006319550518230704
fp_1846,0.0008277847908695296,0.0006077221129982827,0.0005844442,0.0004954539,0.0006288512496565509
