SMILES,SMILES_state,Input_SMILES,Tanimoto,NLL
CC(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.935064935064935,4.24
c1cnc(NC2CCCNC2)c(-c2cnc3[nH]ccc3n2)c1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6705882352941176,4.52
CC(=O)N1CCC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.935064935064935,4.61
OCCN1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7386363636363636,4.8
O=S1(=O)CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6590909090909091,4.83
CS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6565656565656566,4.88
CN(C)C(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6739130434782609,4.92
CC(=O)N1CCCCC1Nc1ncccc1-c1cnc2[nH]ccc2n1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7738095238095238,4.96
c1cc(-c2cnc3[nH]ccc3n2)nc(NC2CCCCC2)n1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.5106382978723404,5.02
CCN1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7294117647058823,5.07
c1cc(-c2cnc3[nH]ccc3n2)nc(NC2CCCNC2)n1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.4639175257731959,5.11
O=S1(=O)CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6222222222222222,5.13
CN(C)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7978723404255319,5.24
CS(=O)(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7701149425287356,5.25
CC(C)(C)OC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7472527472527473,5.25
CN(C)C(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7906976744186046,5.31
NC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6931818181818182,5.31
OC1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6551724137931034,5.39
COC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6888888888888889,5.47
CS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7634408602150538,5.48
CC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.8313253012048193,5.51
FC(F)(F)CN1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6559139784946236,5.65
CC(C)(C)C(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7727272727272727,5.8
NCC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.788235294117647,5.82
CC(C)S(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7244897959183674,5.83
CN1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.8148148148148148,5.91
c1cc(-c2cnc3[nH]ccc3n2)nc(NC2CCNCC2)n1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.43434343434343436,5.93
c1cnc(NC2CCNCC2)c(-c2cnc3[nH]ccc3n2)c1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.632183908045977,5.94
CC(C)(C)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6966292134831461,6.0
O=C(c1ccccc1)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7319587628865979,6.02
O[C@H]1CCC[C@@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6551724137931034,6.11
O=S(=O)(c1ccccc1)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6346153846153846,6.12
CC(=O)N1CCCC(CNc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7471264367816092,6.13
CC(=O)N1CCC(Oc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6195652173913043,6.15
CC(=O)N1CCCC(Oc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.6931818181818182,6.17
COCC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.7816091954022989,6.17
CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,0.8717948717948718,6.24
CCCS(=O)(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7912087912087912,1.93
CCS(=O)(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8181818181818182,1.98
CN(c1cncc(C(=O)NCC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7216494845360825,2.8
CN(c1cncc(S(C)(=O)=O)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7840909090909091,3.17
CCCCS(=O)(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7659574468085106,3.68
CC(C)S(=O)(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7419354838709677,3.74
CN(c1cncc(S(=O)(=O)CC(F)(F)F)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7578947368421053,3.8
CN(c1cncc(OCC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7419354838709677,3.86
CC(C)CS(=O)(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7741935483870968,4.03
CN(c1cncc(C#N)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6853932584269663,4.09
O=S(=O)(CC1CC1)c1cncc(NC2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7446808510638298,4.1
CN(c1cncc(S(=O)(=O)CCC(F)(F)F)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7346938775510204,4.2
CCS(=O)(=O)c1cncc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8181818181818182,4.28
CN(c1cncc(Cl)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7093023255813954,4.3
CS(=O)(=O)c1cncc(N(CC2CC2)[C@H]2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7659574468085106,4.32
O=S(=O)(CC1CC1)c1cncc(OC2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7446808510638298,4.42
CN(c1cncc(S(=O)(=O)C2CCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7708333333333334,4.51
CN(c1cccc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8043478260869565,4.53
CS(=O)(=O)c1cncc(N(CC2CC2)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7659574468085106,4.56
CN(c1cncc(S(=O)(=O)CC2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8723404255319149,4.58
CN(c1cncc(C(=O)O)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6703296703296703,4.7
CN(c1cncc(S(=O)(=O)C2CCCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7474747474747475,4.72
CS(=O)(=O)c1cncc(NC2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.5816326530612245,4.73
CN(c1cncc(Br)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7093023255813954,4.84
COCCS(=O)(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7659574468085106,4.84
CN(c1cncc(S(N)(=O)=O)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7840909090909091,4.86
O=S(=O)(CC1CC1)c1cncc(N(CC2CC2)[C@H]2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7857142857142857,4.92
CN(c1cncc(S(=O)(=O)C2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8314606741573034,4.94
CCS(=O)(=O)c1cncc(N(C)[C@H]2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8181818181818182,4.98
CN(c1cncc(S(=O)(=O)C2CCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8043478260869565,4.99
CN(c1cncc(S(=O)(=O)CCCC(F)(F)F)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7128712871287128,5.0
CN(c1cncc(S(=O)(=O)CC2CCCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.9010989010989011,5.02
O=S(=O)(CC1CC1)c1cncc(N(CC2CC2)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7857142857142857,5.06
CN(c1cncc(C(=O)NC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6907216494845361,5.06
CN(c1cncc(F)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7093023255813954,5.12
CC(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6703296703296703,5.16
Cc1cc2c(N3CCC(N(C)c4cncc(S(=O)(=O)CC5CC5)c4)C3)ncnc2[nH]1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7872340425531915,5.19
CCC(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6631578947368421,5.21
CN(c1cncc(NCC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7419354838709677,5.36
CCS(=O)(=O)c1cncc(N(C)C2CN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7142857142857143,5.39
CCCS(=O)(=O)c1cncc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7912087912087912,5.4
CN(c1cncc(S(=O)(=O)NC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8043478260869565,5.42
CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]cc(Br)c23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7684210526315789,5.43
CN(c1cncc(S(=O)(=O)C2CCOCC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7474747474747475,5.44
CCC(C)S(=O)(=O)c1cncc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7368421052631579,5.46
CN(c1cncc(S(=O)(=O)CC2CC2)c1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1.0,5.46
CN(c1cncc(S(=O)(=O)CC2CC2)c1)[C@H]1CCN(c2ncnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1.0,5.51
CS(=O)(=O)c1cncc(N(C2CCN(c3ncnc4[nH]ccc34)C2)S(C)(=O)=O)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.64,5.54
CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ccnc3[nH]ccc23)C1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7849462365591398,5.61
CS(=O)(=O)c1cncc(N(C2CCC2)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,CN(c1cncc(S(=O)(=O)CC2CC2)c1)C1CCN(c2ncnc3[nH]ccc23)C1,0.711340206185567,6.69
N#CC1CC=C(N(CCO)C2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7804878048780488,2.63
N#CC1CC=C(NC2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7037037037037037,2.99
CN(C1=CCC(C#N)C1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8513513513513513,3.08
CN(C1=CCC(CN)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7721518987341772,3.12
CN(C1=CCC(CO)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7721518987341772,3.19
CN(C1=CCC(C(N)=O)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7530864197530864,3.2
N#CC1CC=C(N(CC(F)(F)F)C2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7441860465116279,3.34
CN(C1=CCC(F)(F)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6746987951807228,3.37
CC(C)N(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8125,3.51
CN(C1=CCC(C#N)CC1)C1CCN(c2ccnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.75,3.54
CN(C1=CCCCC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7088607594936709,3.67
N#CC1CC=C(N(CC2CC2)C2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7529411764705882,3.69
CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ncc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7721518987341772,3.71
CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]cnc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.75,3.77
CN(C1=CCC(C(=O)O)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7530864197530864,3.9
CN(C1=CCCC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7368421052631579,4.18
N#CC1CC=C(N[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7037037037037037,4.31
CN(C1=CCC(O)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8026315789473685,4.43
CN(C1=CCC(C)(C)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6746987951807228,4.46
CN(C1=CCC(C#N)CC1)[C@H]1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1.0,4.49
CN(C1=CCC(F)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8026315789473685,4.57
CCN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8333333333333334,4.58
CC(=O)N(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8125,4.58
CN(C1=CCCCCC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.6829268292682927,4.59
CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]cc(Br)c23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.7317073170731707,4.62
CN(C)C1=CCC(C#N)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.3333333333333333,4.65
CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)CC1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,0.8571428571428571,4.65
CN(C1=CCC(C#N)CC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1.0,4.67
CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,CN(C1=CCC(C#N)CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1.0,4.69
