SMILES,SMILES_state,NLL,pIC50,logS,QED,SA
CC(C1CC1)n1cc(-c2c[nH]c(=O)c3[nH]c4cc(C(N)=O)ccc4c23)cn1,1,29.87,7.1845245361328125,-4.511922359466553,0.5196330243933114,3.3536278181824812
O=C(Nc1nc2cccc(-c3ccc(CNCCCO)cc3)n2n1)C1CC1,1,18.76,6.269550323486328,-3.3131399154663086,0.5325460684817962,2.367428920417904
CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,13.44,10.337912559509277,-2.3666019439697266,0.6044767807726968,3.619126220620691
CC(C)(C)c1ccc(CN2CC(COc3n[nH]c(=O)c4[nH]ccc34)Nc3ccccc32)cc1,1,32.64,6.336746692657471,-5.5945725440979,0.4249021458346275,3.387477881499665
CC(NC(=O)C(C#N)=Cc1ccc(Nc2nn(C)c3cc[nH]c(=O)c23)cc1)c1ccccc1,1,26.9,5.8661088943481445,-5.612529754638672,0.3128975340155506,3.146657045941046
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ncc4ccccc4n3)CC2)C1,1,24.35,7.593984603881836,-4.187807083129883,0.37551446038430275,3.3049849500944335
CN(c1ncnc2[nH]ccc12)C1CN(S(=O)(=O)c2ccc(F)c(F)c2)C1,1,18.98,6.72307825088501,-3.5707569122314453,0.7468398514402704,2.691008335617507
COCC1CCC(c2c(-c3ccc(CO)nc3)[nH]c3c2c(=O)[nH]c(=O)n3CC2CCCO2)CC1,1,35.45,6.652655124664307,-3.783381462097168,0.4900715820926795,3.5477568478007733
CC(O)c1nc2cnc3[nH]ccc3c2n1C1CCC(CC#N)CC1,1,14.8,9.099796295166016,-4.213691711425781,0.7700569724842288,3.425022831431116
CC(C(=O)N1CC=C(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1)c1ccccc1,1,20.77,6.7575578689575195,-3.680556535720825,0.6432466656662428,3.1960439396038645
CC1CC(Nc2ncnc3cc[nH]c(=O)c23)CN(C(=O)CC#N)C1,1,18.79,6.368456840515137,-2.8884754180908203,0.865038621484385,3.6102099711584206
O=C(CCCCCCn1cc(Nc2ncc3ccn(Cc4ccccc4F)c3n2)cn1)NO,1,12.89,7.675257682800293,-4.248202800750732,0.18054152425249792,2.711974218475044
CN(c1ncnc2[nH]ccc12)C1CCN(S(=O)(=O)CCSc2ccc(F)cc2)C1,1,29.63,7.3303117752075195,-3.448939561843872,0.574910624841309,3.255660485489704
CNCc1cc2ncc(-c3cn4nccc4c(-c4cnn(C5(CC#N)CN(S(=O)(=O)c6ccccc6)C5)c4)n3)cc2s1,1,40.47,6.869280815124512,-4.415318965911865,0.28007966479761814,3.444925049446228
CCC(CC)n1cc(-c2nc(=Nc3ccc(N4CCN(C)CC4)cc3)[nH]n3ccnc23)cn1,1,20.92,6.327804088592529,-3.653364419937134,0.4925790815690457,3.334912680013505
CN(C)CCOc1cccc2ccn(-c3ccc(S(C)(=O)=O)cc3)c(=O)c12,1,28.78,5.605493068695068,-3.6060903072357178,0.6504268784860417,2.305154884914945
O=C(NCCCN1CCOCC1)C(Cc1ccccc1)=NO,1,22.13,5.366580009460449,-1.361714482307434,0.3396121978435404,2.2174315302636796
CC(=O)NC1CCN(c2ccc(Nc3nc(N4CCCCCC4)nc4cn[nH]c(=O)c34)cc2)CC1,1,18.18,7.462985038757324,-4.835629940032959,0.5143106919818405,2.6772778636943055
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)c2cccc3cccnc23)CC1,1,15.86,5.35243558883667,-5.814862251281738,0.24221635951257056,3.1286066495327365
CC(C)(C)OC(=O)CSCc1nc(=N)[nH]c(N)c1C#N,1,26.24,6.24778938293457,-2.8088910579681396,0.7082494276946094,3.332078059542381
N#CCC1CCC(n2c(CO)nc3cnc4ccnc(F)c4c32)CC1,1,19.88,7.521038055419922,-3.7424166202545166,0.7400998752166955,3.1503723900227962
O=C(CCCCCCn1cc(Nc2ncc(Cl)cn2)cn1)NO,1,13.43,7.1573405265808105,-3.565582513809204,0.3684305599255678,2.517672640106701
Cc1c(-c2c(F)ccc3c2CNC(=O)N3C)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,1,22.65,5.548707485198975,-6.020772933959961,0.4946835947763751,2.9717401758927373
CS(=O)(=O)c1ccc(-c2ccc3nc(NC(=O)C4CC4)cnc3c2)cc1,1,17.77,6.3784708976745605,-4.68544340133667,0.7654768294802567,2.1451751164394253
Cc1ccc(Cl)cc1-c1cn(-c2cc(N)ncn2)cc1C(N)=O,1,10.93,6.607746601104736,-3.9870471954345703,0.7717098939161925,2.6779981864353726
O=C(Nc1ccc2[nH]ncc2c1)C1CCCN1S(=O)(=O)c1ccc(Cl)cc1,1,21.28,6.38520622253418,-4.104014873504639,0.6982768810254265,2.6258979638263096
CC(=O)N1CCC(Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)CC1(C)C,1,18.36,4.838817596435547,-4.573700904846191,0.4400010051331642,3.6226407420100717
CCS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,14.36,10.209972381591797,-2.992655038833618,0.6969300555347389,2.7488478553291458
Cc1cc(Nc2nc(N3CCC(C(O)c4ccccc4)CC3)ncc2Cl)n[nH]1,1,25.79,7.274016380310059,-3.3837099075317383,0.6043258509223935,3.0448593335307397
NCCNC(=O)c1cc(NC(=O)c2ccc(N3CCC(F)(F)C3)nc2Nc2cncnc2)n[nH]1,1,26.83,7.20720100402832,-3.3315858840942383,0.3227358868946189,3.1181076586403034
CN1CCN(c2ccc(Nc3ncc4ccn(-c5cccc(NS(=O)(=O)C(C)(C)C)c5)c4n3)cc2)CC1,1,16.28,7.956492900848389,-4.112406253814697,0.3884377825003405,2.7071336479163985
Nc1ncnc2c1ncn2CC1CCC(C(=O)NCc2cnoc2)CC1,1,34.28,6.524415016174316,-2.733487367630005,0.7105314675103015,2.7794203801519206
NC(=O)c1cc(-c2cccc(Cl)c2)cc2c1[nH]c1ccc(C(=O)N3CCOCC3)cc12,1,13.42,8.628029823303223,-5.293041229248047,0.506818889538303,2.3524511539049033
COC(=O)C1=C(c2ccn3c2CN(C2COC2)CC3)C(C#N)C(C)=NC1c1ccc(F)cc1,1,28.9,6.4228515625,-4.50227689743042,0.6717941437149528,4.150367745481425
Cc1c(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cnn1C,1,18.02,6.051513195037842,-3.566743850708008,0.44486222910884726,3.35079104539812
COc1ccc(Nc2nc3n(n2)CC(C)CN3)cn1,1,24.58,6.123614311218262,-2.94223952293396,0.8702852939968151,3.590519007450869
Cn1cc(-c2cn3c(-c4ccc(S(C)(=O)=O)cc4)cncc3n2)cn1,1,16.47,6.254009246826172,-3.446187734603882,0.5638386249610101,2.546202482113804
COc1cccc(S(=O)(=O)CC2CC(N(C)c3ncnc4[nH]ccc34)C2)c1,1,14.16,9.418196678161621,-3.851616621017456,0.7006668286175298,2.7965955974655525
C=CCNC1=NS(=O)(=O)c2cnc(C3CCCCC3)cc2N1,1,31.41,5.919848918914795,-3.2834739685058594,0.8354829286947005,3.198503576966978
Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cn1,1,14.57,7.780605792999268,-3.600059747695923,0.5631856141730909,2.96562968926386
N#CCC1CCC2CC(Cn3cnc4cnc5[nH]ccc5c43)CN2C1,1,26.89,7.487580299377441,-3.242845296859741,0.7990702423898016,4.033903323961306
CNC(=O)c1cnn2ccc(N3CCCC3c3cc(F)ccc3CCO)nc12,1,16.7,8.020724296569824,-3.566417932510376,0.7051475941486833,3.2393696540435606
N#CCC1CN(C(=O)C2(C#N)CC2)CCC1(CC#N)n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1,19.24,7.856345176696777,-4.95054292678833,0.6220509701406697,4.335349677968178
CN(c1ncnc2[nH]ccc12)C1CC(O)CN(Cc2cccnc2)C1,1,26.11,6.68465518951416,-2.209880828857422,0.7488520142481456,3.471228400245807
CCS(=O)(=O)c1ccc(N(C)S(=O)(=O)c2ccc(-c3ccsc3)cc2)cn1,1,29.4,6.401477336883545,-4.7642011642456055,0.6075928990559928,2.5327321156841744
N#CCCCN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,1,13.79,7.014502048492432,-4.427620887756348,0.6462339634834888,3.120570865317376
N#CCC1(n2ncc(-c3cc(-c4cc[nH]n4)cc4ncccc34)n2)CN(S(=O)(=O)Cc2ccc(F)cc2)C1,1,18.59,6.439560890197754,-4.651717185974121,0.3418526890468591,3.522786919603832
COc1ccc(-c2cc(-c3cc(OC)c(OC)c(OC)c3)nc(NC3CCN(C(=O)CSC(C)(C)C(N)=O)CC3)n2)cc1,1,31.96,6.677088260650635,-4.852980136871338,0.30657448072237886,2.8868330838486873
N#CC1CCCCC1n1nc(Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c2c(=O)[nH]ccc21,1,17.5,6.338169574737549,-3.9854655265808105,0.5711418339847811,3.712966095033287
CC(O)CN1Cc2cc(Nc3nn(C4CCCCC4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O,1,15.46,6.057558536529541,-3.530184030532837,0.506881579572484,4.438776657338657
Cc1ccccc1-c1ccc2c(c1)CNCCN2,1,20.2,5.57334566116333,-3.0144355297088623,0.7970539877945364,2.212318473887416
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cc(Cl)cc(Cl)c3)CC2)C1,1,12.92,7.797173976898193,-4.588985919952393,0.40726099623275874,3.189957902529711
COc1ccc2cc1CCN(S(=O)(=O)CC1(N(O)C=O)CCOCC1)C2,1,18.69,6.388694763183594,-2.2895712852478027,0.44233402254661613,3.960624988622393
CC1CCN(c2nc(C=N)c(C(N)=O)c(Nc3ccc(N4CCC(CC(=O)O)CC4)cc3)n2)CC1,1,17.9,7.403871059417725,-4.113643646240234,0.42171419257690257,2.9422637131389777
Cc1nc2cnccn2c1-c1ccnc(NC(=O)c2ccc(C(=O)N3CCC(N4CCCC4)CC3)cc2)c1,1,28.61,6.7122883796691895,-4.595748424530029,0.43612731040749475,2.6887126820635388
CC1CCCCC1N(C)c1ncc([N+](=O)[O-])c(Nc2ccc(OCC(O)CO)cc2)n1,1,29.22,6.624064922332764,-4.199377059936523,0.40453116459305993,3.605788890533953
CC(C)n1cc(-c2cnc(N3CC(CC#N)(n4cc(-c5ccnc6[nH]ccc56)cn4)C3)nc2)cn1,1,22.58,7.580153465270996,-4.671555042266846,0.40618059542550355,3.367241252431369
Cn1cc(Nc2nc(-c3ccn(C4(CC#N)CC(C#N)C4)n3)c3ccncc3n2)cn1,1,11.8,7.138396739959717,-4.464361190795898,0.5306250728350702,3.538385121061343
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CC(N(C)c3ncnc4[nH]ccc34)C3(CC3)C2)C1,1,23.06,7.815426826477051,-3.746523380279541,0.37955958776212273,4.604986383161711
N#CCC1(n2nc(Nc3ccc4c(c3)CN(C3COC3)C4)c3c(=O)[nH]ccc32)CCCCC1,1,20.01,8.664484024047852,-4.47188663482666,0.6217936852936128,3.4567847953981197
CC1(O)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccccc4)n3)C(C#N)C2)C1,1,14.92,7.370360851287842,-3.9809393882751465,0.7135710855111488,4.055125764214644
N=Cc1nc(N2CCCCCC2)nc(Nc2ccc(Nc3cc[nH]c(=O)c3)cc2)c1C(N)=O,1,17.39,7.226997375488281,-4.955458164215088,0.3494782123864705,2.9920178875033834
Cc1cc(Nc2ccc3nc(CC(C)C)n(C4CCNCC4)c3c2)[nH]n1,1,18.65,6.720622539520264,-3.478163480758667,0.6504697163339672,2.9693341048482758
c1cc2cc(c1)n1cnc(c1)[nH]c1ccnc(n1)[nH]2,1,15.63,6.02821683883667,-3.410073757171631,0.5021541268337046,5.528205980779406
CC1(COc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2C#N)COC1,1,13.23,5.195000648498535,-4.597290992736816,0.482624836846459,2.994494148705005
NC(=O)c1cc(-c2ccc(O)c(F)c2)cc2c1[nH]c1cc(-c3ccccc3C(F)(F)F)cc(CNC(=O)C3CC3)c12,1,30.73,6.72688627243042,-6.935323238372803,0.17453629857528216,2.884168089959662
NC(=O)c1cnc(NC(=O)CCCCCCC(=O)NO)nc1Nc1cccc(Sc2ncc(N)cn2)c1,1,33.76,7.508996963500977,-4.488465785980225,0.08256737299600278,2.8742237578065097
c1nc(N2CCC(CNC3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)CC2)c2cc[nH]c2n1,1,18.62,7.81552267074585,-3.9084813594818115,0.36044689038906397,3.2926446122398776
c1cc(-c2cnn(C3CCOC3)c2)nc(Nc2ccc(N3CCN(C4COC4)CC3)cc2)n1,1,19.55,7.16666841506958,-3.7945516109466553,0.6176936196635564,3.2327976484995826
N#CC1CC1CN1C2CCC1CN(c1ccc(-c3ncnc4[nH]ccc34)cn1)C2,1,19.36,7.361580848693848,-3.718669891357422,0.7433696907360088,4.860201655884549
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccccc3Cl)CC2)C1,1,17.29,7.68213415145874,-4.1312479972839355,0.447464262567777,3.076992020705906
CS(=O)(=O)N1CC(CC#N)(n2ccc(-c3nc(-c4cnn5cccnc45)c(C4CCNCC4)[nH]3)n2)C1,1,26.57,7.284539222717285,-3.2604448795318604,0.3976706807071344,3.7092017696574766
CC(=O)N1CCN(CCOc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)CC5)cc4)n3)cc2)CC1,1,16.92,5.2999043464660645,-3.395838499069214,0.42142237015965867,2.696142725587192
COC(CNC(=O)Cc1nc2ccccc2n1CC(=O)N1CC(C)NC(C)C1)c1ccccc1,1,33.45,6.238890647888184,-2.7754228115081787,0.535240610990625,3.5389168139603857
O=C(Nc1cncc(NCc2ccccc2)c1-c1cnn(CC(=O)N2CCOCC2)n1)c1ccc(F)cc1,1,25.23,6.591068267822266,-5.280332088470459,0.3704389529158005,2.7710972974481543
O=C(Nc1nc2cccc(-c3ccc(CNc4c(F)cccc4Cl)cc3)n2n1)C1CC1,1,19.67,6.719590187072754,-6.575613498687744,0.4391041725607064,2.46024735096627
CC(O)c1nc2cnc3ccsc3c2n1C1CCC(CNC(=O)CC#N)CC1,1,14.11,7.536549091339111,-3.8910624980926514,0.6860428721144539,3.4463436925050983
O=C(NC1CCC1)c1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,1,16.81,6.458522796630859,-4.548972129821777,0.7174203021434249,2.279116390816508
O=C(N1CCOCC1)n1cc(CNc2ccc(F)cc2F)c2ccccc21,1,32.02,6.2244696617126465,-4.335385799407959,0.7611636548093366,2.4034466718971927
CCc1cc(O)c(F)cc1-c1cc(NS(C)(=O)=O)c2cn[nH]c2c1,1,13.75,8.081743240356445,-4.186304569244385,0.6746268364735455,2.6778223144795295
Cc1cc(Nc2nc(Nc3ccc(F)cc3)c(Cl)c(=O)[nH]2)ccc1C(=O)N1CCOCC1,1,20.25,6.690668106079102,-5.48278284072876,0.5382074220056156,2.561724210696866
O=c1c(Cl)c2c(O)c(O)cc(Br)c2c2cc1c(O)c1c2=CNN1,1,37.95,5.901638984680176,-4.585785388946533,0.3743921865799797,4.416081290497761
CCNC(=O)c1cnc(Nc2nn(C)c(C)c2Cl)nc1C=N,1,25.72,6.896844863891602,-2.9084625244140625,0.7256804622719586,3.2195102802636804
CN1CCN(CCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,1,17.2,6.681107521057129,-2.6966018676757812,0.7675456571027939,2.992887692607251
CCCC(CC)n1cc(-c2nc(-c3cnn(CC(=O)OC(C)(C)C)c3)cn3nccc23)cn1,1,20.99,6.9804534912109375,-4.97504186630249,0.3665484271793526,3.6005624786003567
O=C(C1CCCC1)N1CCC(n2cc(-c3c[nH]n4cc(-c5cccnc5)cc34)cn2)C(F)(F)C1,1,35.57,6.928920745849609,-4.433781623840332,0.4720425324102933,3.8495317157899276
Cc1cc(Nc2nn(C3CCC(O)CC3C#N)cc2C(N)=O)ccc1C#N,1,18.78,8.005631446838379,-4.228579998016357,0.7587136806702203,4.0707536421382775
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)CCCC#N)C1,1,16.2,6.46790885925293,-2.942751884460449,0.7673224109953265,3.1844773504882973
Cc1cccc(C(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)n1,1,18.06,7.683016300201416,-3.8226442337036133,0.46536512470629104,3.2066572573922967
CS(=O)(=O)N(CC(O)C(F)(F)F)c1ccc2ccccc2c1,1,24.78,5.3868408203125,-3.153813123703003,0.9353398902116512,2.8044770148075493
CN(C)C(=O)c1ccc(Nc2nc3c(-c4cc(F)ccc4OCC(C)(C)C)cccn3n2)cc1,1,25.4,7.295133590698242,-6.422632217407227,0.41596231436939307,2.6008772867550007
CC(C)(C)S(=O)(=O)Nc1ccnc(Nc2cc(N3CCN(C(=O)CO)CC3)nc(N)c2C#N)c1Cl,1,33.53,7.255280494689941,-3.6998910903930664,0.4341911280154754,3.1524089615747517
CCC(Cn1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc21)C(C)C,1,14.66,6.767913341522217,-3.7315139770507812,0.6289092117161764,3.1421476627702543
Cc1cc(C)cc(NC(=O)Nc2ccc(-c3ccnc(Nc4cccc(N5CCOCC5)c4)n3)cc2)c1,1,21.98,7.013201713562012,-5.946435451507568,0.3052401876016591,2.364027713850465
COc1ccc(C)c(-c2cn3cccc(C)c3n2)c1,1,21.46,5.362748146057129,-4.416747570037842,0.6959523461935354,2.0765976614732367
Cc1c(F)cccc1C1=CCN(S(=O)(=O)C2CC(C#N)C(C(=O)N3CCN(c4ncccn4)CC3)C2)CC1,1,29.57,6.6783623695373535,-3.682502508163452,0.5755135071940953,4.115208775392207
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC2)CC1,1,10.18,7.334367275238037,-3.331937551498413,0.8783848936732,2.7960982567616917
Clc1cnc2cc(-c3cn[nH]c3)nc(-n3cnc4ccncc43)c2c1,1,30.1,6.750165939331055,-4.507154941558838,0.5286259816527311,2.89235643368184
CC(C)(C)OC(=O)N1CC=C(c2cc(F)c(NC(=O)C3CC3(F)F)cc2F)CC1,1,28.98,6.313165187835693,-4.289103031158447,0.7368131820220691,3.243547213219805
N#Cc1ccc(C=NNc2nc(-c3ccccc3)nc3cn[nH]c(=O)c23)cc1,1,25.8,6.879017353057861,-5.31928825378418,0.42262115135635,2.577385593443152
CC1CC(N2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CCO1,1,17.21,6.792369365692139,-3.0127291679382324,0.7752651912393005,3.9317492728570897
CN(C)S(=O)(=O)c1ccc(Nc2ccnc3[nH]c(C(=O)NO)cc23)c(F)c1,1,30.08,6.602876663208008,-3.845263719558716,0.3867370001591471,2.6743263776384367
CN(C)CCN(C)c1ccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)noc2c1,1,28.05,5.995246410369873,-5.192319393157959,0.4699874311927168,2.920648471051898
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cc(Cl)ccc3F)CC2)C1,1,18.03,7.657140731811523,-4.381100177764893,0.4299520134362077,3.156303911237985
Cc1ccc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)nc1C,1,19.64,9.732924461364746,-3.2890405654907227,0.8031659364026834,3.2067733331033565
COc1ccc(-c2c[nH]c3ncnc(N)c23)cc1OC,1,19.38,6.3346991539001465,-3.7952728271484375,0.7617656423747734,2.2504526374967018
COCC(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,1,21.45,6.638065814971924,-3.3908703327178955,0.7750101375833546,3.611352066776936
CC(Oc1cc(-c2ccn(C)n2)cnc1N)c1ccccc1,1,20.83,6.071821212768555,-3.068648338317871,0.8021185163318846,2.7622462083258963
Cc1cc(C)cc(Nc2nccc(N3CCC4(CCNC4=O)CC3)n2)c1,1,16.55,6.103337287902832,-4.0039896965026855,0.8896606141715894,3.119894406536865
CN(c1ncc(Br)cn1)C1CCCC(CS(=O)(=O)c2nccc(C#N)n2)C1,1,25.73,7.333517551422119,-3.5073342323303223,0.6371971293879815,3.925789804405328
Nc1nc2[nH]ccc2c2nc(-c3ccccc3)nn12,1,15.64,6.346858501434326,-3.426001787185669,0.5396216295474774,2.50139619627177
N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)c2cnc(-c3ccccc3)o2)CC1,1,18.98,6.926520347595215,-5.220451831817627,0.3953503917124077,3.1222356218303373
COC1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,1,15.79,7.247086048126221,-3.403731346130371,0.7588768977370827,2.7605407200538608
CN1CCN(c2ccc(Nc3cc(-c4cccc(N)n4)nc4[nH]ccc34)cn2)CC1,1,24.5,7.200841426849365,-4.081441402435303,0.4840272339795051,2.7063399418291
O=C(NCCC(F)(F)F)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,1,20.71,7.480161190032959,-3.909083604812622,0.7284826321813985,3.087393694105754
CCC(CC)n1cc(-c2nc(-c3cncc(CO)c3)cn3nccc23)cn1,1,18.71,6.768524646759033,-3.829935073852539,0.5675814275791615,3.00158099142382
CC1CN(C(=O)c2cc3c(N(C)C)cccc3n3nc(N)nc23)CC(C)N1CC(F)(F)F,1,28.03,6.72399377822876,-3.4242448806762695,0.6621028129131845,3.788234142830057
CN(C)C(=O)c1ccc2c(c1)[nH]c1nc(C3CCC(N)CC3)cnc12,1,25.59,6.762862205505371,-3.203900098800659,0.7524857140390568,2.7340382350932178
c1cnc2cc(-c3cnn4ccccc34)nc(-c3ccn(CCN4CCC4)n3)c2c1,1,20.36,6.277771949768066,-3.8938236236572266,0.45564520046790424,2.8019065305774298
N#Cc1ncc(Br)c(N(CC(O)CO)CC2CC2)n1,1,20.86,6.3792901039123535,-1.9763481616973877,0.7980938636845449,3.5303378132604433
CCOC(=O)c1sc(Nc2nncc(C)n2)c(C(N)=O)c1C,1,19.8,6.369096755981445,-3.311155319213867,0.8017539378520976,2.718457203340604
CCN1CCN(c2cc(Nc3nccc(NC4CCOCC4N)n3)ccn2)CC1,1,26.72,6.630791664123535,-2.585869073867798,0.6636303427718266,3.444104486879672
COc1ccc(Nc2cc(-c3ncnc(N4CCOCC4)c3C)ncn2)cc1N1CCN(C)CC1,1,28.26,6.977390289306641,-3.5734472274780273,0.5722812187437621,2.775620850119644
CC(C)S(=O)(=O)c1ccc(Nc2nn(C3(C#N)CCCC3)c3cc[nH]c(=O)c23)cc1,1,20.53,8.217275619506836,-4.7443952560424805,0.6458622233204385,3.224727878892038
