SMILES,SMILES_state,NLL,pIC50,logS,QED,SA
CN(c1nccc(N2CCOCC2)n1)C1(C)CCN(c2ncnc3[nH]ccc23)C1,1,24.94,8.378457069396973,-3.1802282333374023,0.7154890576555039,3.640710797870449
c1cnc(NC2CCNC2)c(-c2cnc3[nH]ccc3n2)c1,1,15.02,9.776698112487791,-2.791572332382202,0.6815209140240505,3.1880192188240555
O=C(C1CC1)N1CCCC(Nc2cc(-c3ccncc3)nc(-c3cnn4ccccc34)n2)C1,1,19.38,8.033135414123535,-3.9554247856140137,0.5105319225533961,3.148933172621999
CNc1nc(Nc2cnn(CC3CC=CCC3)c2)ncc1C(N)=O,1,22.91,8.248371124267578,-3.1251635551452637,0.699020471650827,3.287179353170247
CN(c1ccc(OC(C)(C)C(=O)O)cc1)C1CCN(c2ncnc3[nH]ccc23)C1,1,25.09,9.021538734436035,-3.735239744186402,0.6625762054860516,3.158194446474355
CC(C)(C)n1cc(Nc2ncc(C(N)=O)c(NCc3ccccn3)n2)cn1,1,19.67,8.140718460083008,-3.399413585662842,0.6111601223559149,2.677653492202394
CN(c1ncc(C(=O)O)s1)C1CCN(c2ncnc3[nH]ccc23)C1,1,15.68,9.109798431396484,-2.919461727142334,0.7447774606714797,3.3383479150431565
O=C(C1CC1)N1CCCC(Nc2cc(OCCO)nc(-c3cnn4ccccc34)n2)C1,1,19.35,8.327821731567383,-3.702146053314209,0.5997732288960507,3.226100620675602
N#CCC1(n2nc(Nc3ccc(S(=O)(=O)C(F)F)cc3)c3c(=O)[nH]ccc32)CCN(C(=O)CO)CC1,1,19.08,9.296607971191406,-3.67972469329834,0.4240544728699692,3.4294378786940714
CCn1cc(Nc2ncc(C(N)=O)c(NCc3c(F)cccc3F)n2)cn1,1,11.06,9.125741958618164,-3.505075216293335,0.5865858458839709,2.5419921561700054
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCCC(OCC(F)(F)F)C2)C1,1,20.13,8.289741516113281,-3.876281499862671,0.6815780650947768,3.6555888854341
CC(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)CO)CC3)c3cc[nH]c(=O)c23)cc1,1,17.99,9.625863075256348,-3.5575356483459473,0.4322323209156296,3.36762864792484
COC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(C)(=O)=O)cc3)c3c(=O)[nH]ccc32)CC1,1,18.87,9.276330947875977,-3.875896453857422,0.5601200166162057,3.248544979062693
CC(C)S(=O)(=O)N1CC(CC#N)(n2cc(-c3c(F)cnc4[nH]ccc34)cn2)C1,1,15.62,8.872173309326172,-3.501469612121582,0.704072854614906,3.4303252269803455
Cc1ccc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(C(=O)CC#N)C2)n1,1,14.46,10.060812950134276,-3.697708368301392,0.7251814715498304,3.3340336925050993
CCN1CCc2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cc2CC1,1,19.41,8.691091537475586,-3.723001718521118,0.4846067597614548,2.530140802483139
CC1CN(c2ncnc3[nH]ccc23)CCC1(F)CNCc1ccc(C(F)(F)F)cn1,1,26.36,8.296631813049316,-3.9436144828796382,0.6137454486363725,3.875504005336457
O=C(NCCN1CCC(O)C1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,1,17.57,8.340948104858398,-3.4795267581939697,0.5913542034157202,3.484244564078786
COc1ccc(S(=O)(=O)CC2CC(N(C)c3ncnc4[nH]ccc34)C2)c(OC)c1,1,19.36,9.248769760131836,-3.948057413101196,0.6322624517217573,2.8721828702391754
CN(c1ccc(C(=O)NCCO)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,1,16.86,10.250897407531738,-2.5905933380126953,0.578927951603477,3.159823436094843
CC(C)n1cc(-c2nc(-c3cnn4ccccc34)nc(NC3CCCN(C(=O)CO)C3)c2F)cn1,1,16.89,8.834896087646484,-3.952563762664795,0.4380787784912229,3.561940364477918
CCn1cc(Nc2ncc(C(N)=O)c(NC3CCCC3C)n2)cn1,1,17.43,8.297271728515625,-3.3366353511810303,0.7485445755577084,3.2840271657285545
Cc1cc(N(C)C2CCN(c3ncnc4[nH]ccc34)C2)nc(N2CCN(C)CC2)n1,1,25.81,9.399800300598145,-2.4534311294555664,0.6974290660268816,3.293270472357814
Cc1ccc(C)c(S(=O)(=O)CC2CC(N(C)c3ncnc4[nH]ccc34)C2)c1,1,16.1,9.17080783843994,-3.829007387161255,0.730352815902855,2.872422577222638
CC1CCN(c2nc(-c3cnn4ccccc34)nc(NC3CCCN(C(=O)CO)C3)c2F)CC1,1,20.02,9.31976318359375,-3.776662349700928,0.5950508115916163,3.359810850940492
CN(c1ccc(C#N)cc1)C1CCN(c2ncnc3[nH]ccc23)C1,1,14.43,9.852997779846191,-3.647077798843384,0.8032932057783846,3.055349501283004
N#CCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,1,11.33,8.110663414001465,-3.750727891921997,0.7820502453890686,3.2558766229135596
CCn1ncc(Nc2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCN(C(C)=O)CC3)n2)c1C,1,22.58,8.68283462524414,-3.043872356414795,0.4002109542168582,3.0422402760964857
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)c2ccc3c(c2)OC(F)(F)O3)C1,1,23.72,8.799808502197266,-3.508300304412842,0.6366014299624231,3.8406413499974543
Cc1ccc2[nH]c(S(=O)(=O)CC3CC(N(C)c4ncnc5[nH]ccc45)C3)nc2n1,1,25.58,8.614350318908691,-3.833320617675781,0.5164463579821016,3.3179628577313576
Cn1cc(Nc2ncc(C(N)=O)c(NCC3CC3)n2)cn1,1,13.73,8.1278076171875,-2.6422011852264404,0.7268580064208172,2.518972694747685
CN(Cc1cnn(C)c1)C1CCN(c2ncnc3[nH]ccc23)C1,1,18.83,8.807271957397461,-2.4041104316711426,0.7888372356575154,3.16870346387023
CNC(=O)Cc1nc2cnc3[nH]ccc3c2n1C1CCC(CC#N)CC1,1,13.55,8.585966110229492,-3.857581853866577,0.7554893151034342,2.993243643309814
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)c2ccc(C#N)cc2)C1,1,17.13,8.94758129119873,-3.8782105445861816,0.7283789364198563,2.872235678437212
COc1ccc(S(=O)(=O)CC2CC(N(C)c3ncnc4[nH]ccc34)C2)cc1,1,15.77,9.537787437438965,-3.915230274200439,0.7006668286175298,2.722361994226686
COc1ccc(S(=O)(=O)CC2CC(N(C)c3ncnc4[nH]ccc34)C2)c(C)c1,1,19.62,9.342351913452148,-3.971150159835815,0.6843769363026225,2.869708728094615
CC(Nc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1)C(F)(F)F,1,19.61,9.622645378112791,-3.3777692317962646,0.4871050754359566,3.847003418153773
COC(C)(C)c1ccc(Nc2nn(C3COCCC3C#N)cc2C(N)=O)cc1,1,17.3,8.106060981750488,-3.5897457599639893,0.7923638337236375,3.8673357908425503
COc1cccc(S(=O)(=O)N(C)C2CCN(c3ncnc4[nH]ccc34)C2)c1,1,21.44,8.970001220703125,-3.3754186630249023,0.7185932898350978,2.9632388229671704
CCn1cc(Nc2ncc(C(N)=O)c(NCc3ccc(O)c(F)c3)n2)cn1,1,17.78,8.263797760009766,-3.649502038955689,0.4993654275383927,2.5440709011092757
COc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CC(C)CN(S(C)(=O)=O)C2)n1,1,17.71,9.34496021270752,-3.246121644973755,0.6396489578149399,3.787429247943572
COCC(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c3c(=O)[nH]ccc32)CC1,1,18.84,9.26544189453125,-3.7796995639801025,0.3929618782012837,3.852552426127166
CN(c1ccc(C#N)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,1,12.55,10.30085277557373,-3.490036964416504,0.79394212196942,3.227631259524762
CC(=O)N1CCN(c2ccc(Nc3nc4cccc(-c5ccc(S(C)(=O)=O)cc5)n4n3)cc2)CC1,1,13.41,8.22803783416748,-3.5587244033813477,0.4585309000985415,2.448885447404713
CN(c1ccc(C(F)(F)F)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,1,13.6,10.148962020874023,-3.68513822555542,0.7758976248317123,3.194180169530628
CC(C)n1cc(Nc2ncc(C(N)=O)c(NCc3ccccc3)n2)cn1,1,17.96,8.30346965789795,-3.7330381870269775,0.6034433388117939,2.3859217971559676
CCn1cc(Nc2ncc(C(N)=O)c(NCc3ccccc3Br)n2)cn1,1,16.51,8.422770500183105,-3.9347586631774902,0.5463910751711762,2.4698238761580473
CN(c1nc(-c2cnn3cccnc23)nc2c1CN(c1ncnc3[nH]ccc13)CC2)S(C)(=O)=O,1,25.98,8.054426193237305,-3.5042383670806885,0.4078861488036679,3.2399831332393436
CCn1cc(Nc2ncc(C(N)=O)c(NCc3cc(F)ccc3C)n2)cn1,1,15.48,8.526527404785156,-3.819072961807251,0.5903048272475624,2.496205111635593
O=C(CO)N1CCCC(Oc2cc(NCCCO)nc(-c3cnn4ccccc34)n2)C1,1,24.03,8.388949394226074,-3.1044554710388184,0.4548125403652616,3.342586774521755
COCCNC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cnc3OC)nc12,1,14.19,8.645894050598145,-3.8427467346191406,0.5910888499731806,3.2716601090242747
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)c2ccccc2)C1,1,15.88,8.710821151733398,-3.5525906085968018,0.7602020421825615,2.722169546035799
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCC(COC(F)F)CC2)C1,1,14.22,8.988625526428223,-3.604281902313232,0.6739999390587814,3.2487443624085213
CN(c1ncnc2[nH]ccc12)C1CCN(c2ncnc3[nH]ccc23)C1,1,18.12,9.91554832458496,-3.493816375732422,0.5950725985038579,3.34328112622282
Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,1,11.96,8.178914070129395,-3.818596601486206,0.5508769860642466,3.0659872029126083
CN(C)c1ccc(CC(=O)N2CCC(CC#N)(n3nc(Nc4ccc(S(C)(=O)=O)cc4)c4c(=O)[nH]ccc43)CC2)nn1,1,24.34,9.379119873046877,-3.7924928665161137,0.3105484183733691,3.509064404236275
COc1ccc(N(C)C2CCCN(c3ncnc4[nH]ccc34)C2)cn1,1,18.61,9.090691566467283,-3.453432559967041,0.7879486732529429,3.165739343976928
N#CCCN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CC1,1,14.91,8.15431022644043,-3.3425097465515137,0.5408420560218228,3.324211697987664
CS(=O)(=O)CCCNC1CCN(c2nc(-c3cnn4ccccc34)ncc2Cl)CC1,1,26.91,8.017549514770508,-3.161325454711914,0.5546496152247156,2.815724301074505
CNS(=O)(=O)CC1CCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)CC1,1,13.34,9.55918788909912,-2.926915407180786,0.471876318548094,3.069513299649122
CCn1cc(Nc2ncc(C(N)=O)c(NCc3ccccc3)n2)cn1,1,13.4,8.121808052062988,-3.175840377807617,0.6090490905300491,2.284708928484335
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,13.58,9.742706298828123,-2.8131091594696045,0.7243511733799065,3.169705483459941
COC1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CN(C(=O)CO)C1,1,19.28,9.714570045471191,-2.4814460277557373,0.6036157918843175,3.662170307607836
COC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(C(=O)N4CCC(O)C4)c(C)c3)c3c(=O)[nH]ccc32)CC1,1,22.58,9.409765243530272,-3.686785697937012,0.4514640013183249,3.811730832938707
CC(C)(C)OC(=O)N1CCC(CC(=O)N2CCC(O)CC2)(n2cc(C(N)=O)c(Nc3ccc(S(C)(=O)=O)cc3)n2)CC1,1,20.47,8.250100135803223,-3.423990488052368,0.4275519071155969,3.23341477553042
CC(CO)n1ccc(S(=O)(=O)CC2CC(N(C)c3ncnc4[nH]ccc34)C2)c1,1,18.76,8.9229154586792,-3.102539300918579,0.6252931410399294,3.832414757593856
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)c2cccc3ccncc23)C1,1,13.02,9.26929759979248,-3.665280103683472,0.5462231418006126,2.994865848305285
O=S1(=O)CCN(C2CCC(Nc3nc(-c4cnn5ccccc45)nc4[nH]ncc34)C2)CC1,1,29.51,8.174236297607422,-3.3157505989074707,0.4802073217538531,3.8649224322369102
CN(C1CCCN(c2ncnc3[nH]ccc23)C1)S(C)(=O)=O,1,15.02,8.860967636108398,-2.2871744632720947,0.9074019267506782,3.082402493176822
CCn1cc(Nc2ncc(C(N)=O)c(NCc3cccnc3NC(=O)CC#N)n2)cn1,1,22.02,8.114243507385254,-3.626997947692871,0.3981364247319008,2.868646535770228
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CC(S(C)(=O)=O)C2)C1,1,15.37,8.528491973876953,-2.3902666568756104,0.7204813192520131,3.268271167317474
CC(C)(C)OC(=O)N1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(S(N)(=O)=O)cc3)n2)C1,1,19.75,8.109936714172363,-3.561209201812744,0.5656433625313185,3.731460354810777
C=CCN(CC1CC1)C1CCN(c2ncnc3[nH]ccc23)C1,1,22.25,9.330865859985352,-2.911015510559082,0.8320335281627017,3.242685562721499
N#CCC1CCN(c2ncnc3[nH]ccc23)CC1,1,13.83,8.096752166748047,-2.941709280014038,0.8736675211988902,2.6579686915942364
Cn1cc(Nc2ncc(C(N)=O)c(NCc3ccc(N4CCS(=O)(=O)CC4)cc3)n2)cn1,1,22.15,8.09909725189209,-3.1918535232543945,0.4713334270757385,2.7408980061322
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(OCc3ccccn3)C2)CC1,1,20.7,8.54934310913086,-3.495314121246338,0.5077656458928433,3.4487388531657004
CN(c1ncc(Br)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,1,15.18,8.82555103302002,-3.2317426204681396,0.7580789862389472,3.282750306579759
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CCN(S(=O)(=O)CC2CC2)C1,1,16.81,8.402573585510254,-3.4294965267181396,0.6610186633841147,3.80503416482242
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)c2cccc(F)c2)C1,1,16.31,9.856172561645508,-3.7438321113586426,0.7428939982639224,2.832991344047432
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)CCC(F)(F)F)C1,1,18.34,8.251311302185059,-3.5963375568389893,0.6274615901625666,3.3907029484008415
CC1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CN(S(C)(=O)=O)C1,1,10.93,9.87370491027832,-2.942194938659668,0.7116143912263989,3.5806626841571543
Cc1cc(Nc2ncc(C)c(N3CCC(CC#N)C(N)C3)n2)sn1,1,15.09,8.220536231994629,-3.0447561740875244,0.877860989358749,3.9837486589412254
CC(C)NC(=O)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12,1,14.62,8.083866119384766,-3.990100145339966,0.7663675352814849,3.1887890727174195
N#CCC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,14.75,10.12138843536377,-3.5219554901123047,0.737790562764509,3.281592810751538
CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc5c(c4)CCNCC5)nn23)cc1,1,15.81,8.075773239135742,-3.834563016891479,0.5137674096055231,2.5577421651408585
CC(C)(C)OC(=O)N1CCC(CC#N)(n2nc(Nc3ccc(S(N)(=O)=O)cc3)c3c(=O)[nH]ccc32)CC1,1,20.49,9.534716606140137,-3.961585521697998,0.4534314472778891,3.2784403835337237
CCS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3ccn(C)c3n2)C1,1,15.35,8.976081848144531,-2.7774205207824707,0.7061270102332039,3.217283307889713
Cn1ncc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2C#N)c1N,1,19.46,8.074176788330078,-3.7646753787994385,0.5697625530113405,3.895196811568204
CS(=O)(=O)c1cccc(-c2cccn3nc(Nc4cccc(CN5CCNCC5)c4)nc23)c1,1,19.61,8.42211627960205,-3.947939872741699,0.4551916856039354,2.5583655646288896
N#CCCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,1,10.58,8.22315502166748,-3.581281900405884,0.8038243762574042,3.210395073163088
CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,14.02,10.373080253601074,-2.420989513397217,0.7705126138764973,3.1077927979863
CCn1cc(Nc2ncc(C(N)=O)c(NCC3CC3)n2)cn1,1,16.7,8.171669006347656,-2.802109479904175,0.7117753657244981,2.520942712025466
CS(=O)(=O)N1CCCC(Nc2nn(C(CC#N)C3CCCC3)cc2-c2ccnc3[nH]ccc23)C1,1,19.04,8.145316123962402,-3.645237684249878,0.5279767603488775,3.981601259868451
CN(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,1,14.36,9.03250503540039,-3.869041681289673,0.5503964005370926,3.1435534061581585
CNS(=O)(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,1,14.79,8.124775886535645,-2.4025185108184814,0.7418988184825274,3.247899024725804
COc1ccc2c(c1)CCN(C1CCN(c3ncnc4[nH]ccc34)C1)C2,1,19.57,8.524916648864746,-3.5323116779327393,0.7876429147051881,2.9863199729704313
CCS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,13.23,10.031086921691896,-2.9101877212524414,0.7083626892476164,3.230983021921481
CCS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,1,16.12,9.895726203918455,-2.941791296005249,0.6969300555347389,3.2157586185561966
CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCCC(c3cccc4c3OCO4)C2)C1,1,22.53,8.154847145080566,-3.8643674850463863,0.5749198929758301,3.604884948271733
CC(C)COC1CN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,1,21.29,8.31381893157959,-3.4193274974823,0.6853990488802594,3.051792714056872
CN(C)CCn1ccnc1C1CCN(c2ncnc3[nH]ccc23)CC1,1,22.84,8.09407901763916,-2.879752397537231,0.7710338953839079,2.7333905407077275
CC1(S(=O)(=O)N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,1,16.67,8.427709579467773,-3.2508974075317383,0.6984207881163148,3.514520562414142
CCn1cc(Nc2ncc(C(N)=O)c(NCc3ccc(C(N)=O)cc3)n2)cn1,1,18.19,8.167878150939941,-3.0302844047546387,0.4582856094637467,2.41790861574348
Cn1cnc(CCNC(=O)Cc2nc3cnc4[nH]ccc4c3n2C2CCC(CC#N)CC2)c1,1,19.13,8.385900497436523,-3.970451593399048,0.4539171847570677,3.184762680013505
COc1cccc(F)c1CNc1nc(N2CC(F)C2)ncc1C(N)=O,1,18.11,8.084412574768066,-3.628758192062378,0.8207854750851173,2.6093074234676124
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(S(=O)(=O)Cc2ccccc2)C1,1,14.78,8.012813568115234,-3.6393301486968994,0.4979606303267336,3.058051153904904
NC(=O)c1cnc(Nc2ccc(N3CCS(=O)(=O)CC3)cc2)nc1NC1CC1,1,15.06,8.086859703063965,-2.871220588684082,0.6554034872364507,2.5574760938350103
N#CCC1(n2nc(Nc3ccc(S(=O)(=O)NCCO)cc3)c3c(=O)[nH]ccc32)CCOCC1,1,15.08,8.645238876342773,-2.969274520874023,0.3795042801166463,3.296326315447219
NC(=O)c1cnc(Nc2cnn(CCO)c2)nc1NC1CCC(N)CC1,1,18.81,8.507661819458008,-1.7459756135940552,0.4680730539405071,2.7276860383202095
CN(c1nccc(C#N)n1)C1CCN(c2ncnc3[nH]ccc23)C1,1,14.18,9.893383026123049,-3.2758326530456543,0.7771863887317662,3.4150290617225636
COc1cccc(NC2CCN(c3ncnc4[nH]ccc34)C2)n1,1,18.3,8.426130294799805,-3.81341552734375,0.7676708020912163,3.0279021199112917
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(CN)c4)nc23)cc1,1,15.4,8.057171821594238,-3.816672563552856,0.5403327456555033,2.350683698508817
CC(C)n1cc(S(=O)(=O)CC2CC(N(C)c3ncnc4[nH]ccc34)C2)cn1,1,13.67,8.829140663146973,-3.38651180267334,0.6965223309178457,3.234357346453407
CN(c1ccc(C#N)cn1)C1CN(c2ncnc3[nH]ccc23)C1,1,15.0,9.143444061279297,-3.508331298828125,0.7900288956718656,2.870741171575233
CS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,14.16,10.203099250793455,-2.8427164554595947,0.7243511733799064,2.7028399510021224
Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1,1,12.95,8.41646671295166,-3.436133861541748,0.5700850226752437,3.0829150615404677
CN(c1cccnn1)C1CCN(c2ncnc3[nH]ccc23)C1,1,19.06,9.13197422027588,-2.7132368087768555,0.7883903046118812,3.257986428106115
CCS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,1,18.16,10.16660499572754,-3.041687488555908,0.6822892944415504,3.155895230966637
CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(C)(O)C2)CC1,1,16.06,9.100114822387695,-3.1105165481567383,0.7826899639142288,3.5478208395352846
